BPH - Kursy walut: Dla Klientów dawnego GE Money Banku (CHF)

Data	Kupno	Sprzedaż	Spread
2015-10-29	3.8962	3.9793	0.0831
2015-10-30	3.8869	3.9698	0.0829
2015-11-02	3.8761	3.9714	0.0953
2015-11-03	3.8568	3.9519	0.0951
2015-11-04	3.8634	3.9585	0.0951
2015-11-05	3.874	3.9693	0.0953
2015-11-06	3.857	3.9521	0.0951
2015-11-09	3.8752	3.9705	0.0953
2015-11-10	3.8967	3.9923	0.0956
2015-11-11	3.8938	3.9894	0.0956
2015-11-12	3.8939	3.9894	0.0955
2015-11-13	3.8769	3.9722	0.0953
2015-11-16	3.8754	3.9707	0.0953
2015-11-17	3.8833	3.9787	0.0954
2015-11-18	3.8829	3.9783	0.0954
2015-11-19	3.877	3.9723	0.0953
2015-11-20	3.8532	3.9482	0.095
2015-11-23	3.865	3.9602	0.0952
2015-11-24	3.8658	3.961	0.0952
2015-11-25	3.8803	3.9757	0.0954
2015-11-26	3.8935	3.989	0.0955
2015-11-27	3.8908	3.9863	0.0955
2015-11-30	3.8679	3.9631	0.0952
2015-12-01	3.8607	3.9559	0.0952
2015-12-02	3.8635	3.9588	0.0953
2015-12-03	3.8785	3.9738	0.0953
2015-12-04	3.8964	3.9921	0.0957
2015-12-07	3.9144	4.0103	0.0959
2015-12-08	3.928	4.0241	0.0961
2015-12-09	3.946	4.0423	0.0963
2015-12-10	3.9526	4.049	0.0964
2015-12-11	3.9578	4.0543	0.0965
2015-12-14	3.968	4.0646	0.0966
2015-12-15	3.978	4.0747	0.0967
2015-12-16	3.9716	4.0682	0.0966
2015-12-17	3.9524	4.0488	0.0964
2015-12-18	3.9316	4.0277	0.0961
2015-12-21	3.9233	4.0193	0.096
2015-12-22	3.8853	3.9808	0.0955
2015-12-23	3.8668	3.9621	0.0953
2015-12-24	3.8777	3.9731	0.0954
2015-12-25	3.8748	3.9702	0.0954
2015-12-28	3.8748	3.9702	0.0954
2015-12-29	3.8622	3.9574	0.0952
2015-12-30	3.8647	3.96	0.0953
2015-12-31	3.8672	3.9625	0.0953
2016-01-01	3.8878	4.0181	0.1303
2016-01-04	3.8878	4.0181	0.1303
2016-01-05	3.901	4.0316	0.1306
2016-01-06	3.9276	4.0582	0.1306
2016-01-07	3.9276	4.0587	0.1311
2016-01-08	3.9463	4.0778	0.1315
2016-01-11	3.9406	4.072	0.1314
2016-01-12	3.9643	4.0962	0.1319
2016-01-13	3.9654	4.0973	0.1319
2016-01-14	3.9266	4.0577	0.1311
2016-01-15	3.9284	4.0596	0.1312
2016-01-18	3.9768	4.1089	0.1321
2016-01-19	4.0429	4.1763	0.1334
2016-01-20	4.0101	4.1429	0.1328
2016-01-21	4.0306	4.1638	0.1332
2016-01-22	4.0568	4.1905	0.1337
2016-01-25	4.0128	4.1456	0.1328
2016-01-26	4.0259	4.159	0.1331
2016-01-27	4.0345	4.1678	0.1333
2016-01-28	4	4.1326	0.1326
2016-01-29	3.9749	4.107	0.1321
2016-02-01	3.9151	4.0747	0.1596
2016-02-02	3.8936	4.0524	0.1588
2016-02-03	3.873	4.031	0.158
2016-02-04	3.885	4.0434	0.1584
2016-02-05	3.8643	4.0219	0.1576
2016-02-08	3.8961	4.0551	0.159
2016-02-09	3.9072	4.0666	0.1594
2016-02-10	3.9639	4.1255	0.1616
2016-02-11	3.9637	4.1253	0.1616
2016-02-12	3.9731	4.1351	0.162
2016-02-15	3.9288	4.089	0.1602
2016-02-16	3.9137	4.0733	0.1596
2016-02-17	3.9435	4.0445	0.101
2016-02-18	3.9299	4.0305	0.1006
2016-02-19	3.9229	4.0233	0.1004
2016-02-22	3.9214	4.0218	0.1004
2016-02-23	3.9169	4.0171	0.1002
2016-02-24	3.9334	4.034	0.1006
2016-02-25	3.9598	4.0612	0.1014
2016-02-26	3.9565	4.0577	0.1012
2016-02-29	3.9386	4.0394	0.1008
2016-03-01	3.9419	4.0429	0.101
2016-03-02	3.9407	4.0415	0.1008
2016-03-03	3.943	4.044	0.101
2016-03-04	3.9389	4.0397	0.1008
2016-03-07	3.9321	4.0327	0.1006
2016-03-08	3.9034	4.0034	0.1
2016-03-09	3.9165	4.0167	0.1002
2016-03-10	3.8971	3.9969	0.0998
2016-03-11	3.895	3.9947	0.0997
2016-03-14	3.8913	3.9909	0.0996
2016-03-15	3.8492	3.9478	0.0986
2016-03-16	3.8615	3.9603	0.0988
2016-03-17	3.8699	3.9689	0.099
2016-03-18	3.865	3.964	0.099
2016-03-21	3.8554	3.954	0.0986
2016-03-22	3.8503	3.9489	0.0986
2016-03-23	3.8612	3.96	0.0988
2016-03-24	3.8461	3.9445	0.0984
2016-03-25	3.8708	3.9698	0.099
2016-03-28	3.8594	3.9584	0.099
2016-03-29	3.8595	3.9583	0.0988
2016-03-30	3.8534	3.952	0.0986
2016-03-31	3.84	3.9383	0.0983
2016-04-01	3.8549	3.9535	0.0986
2016-04-04	3.8235	3.9213	0.0978
2016-04-05	3.8283	3.9263	0.098
2016-04-06	3.8425	3.9409	0.0984
2016-04-07	3.8551	3.9537	0.0986
2016-04-08	3.8646	3.9636	0.099
2016-04-11	3.8927	3.9923	0.0996
2016-04-12	3.8849	3.9843	0.0994
2016-04-13	3.8924	3.992	0.0996
2016-04-14	3.8848	3.9842	0.0994
2016-04-15	3.9014	4.0012	0.0998
2016-04-18	3.8954	3.9952	0.0998
2016-04-19	3.8899	3.9895	0.0996
2016-04-20	3.8859	3.9853	0.0994
2016-04-21	3.8857	3.9851	0.0994
2016-04-22	3.861	3.9598	0.0988
2016-04-25	3.8807	3.9801	0.0994
2016-04-26	3.9444	4.0454	0.101
2016-04-27	3.9496	4.0508	0.1012
2016-04-28	3.9394	4.0402	0.1008
2016-04-29	3.9516	4.0528	0.1012
2016-05-02	3.9709	4.0725	0.1016
2016-05-03	3.9338	4.0354	0.1016
2016-05-04	3.9342	4.035	0.1008
2016-05-05	3.9574	4.0586	0.1012
2016-05-06	3.9501	4.0513	0.1012
2016-05-09	3.9543	4.0555	0.1012
2016-05-10	3.9458	4.0468	0.101
2016-05-11	3.9497	4.0509	0.1012
2016-05-12	3.9375	4.0383	0.1008
2016-05-13	3.9504	4.0516	0.1012
2016-05-16	3.9441	4.0451	0.101
2016-05-17	3.9079	4.0079	0.1
2016-05-18	3.8866	3.986	0.0994
2016-05-19	3.9161	4.0163	0.1002
2016-05-20	3.9193	4.0197	0.1004
2016-05-23	3.9224	4.0228	0.1004
2016-05-24	3.936	4.0368	0.1008
2016-05-25	3.96	4.0614	0.1014
2016-05-26	3.9495	4.0509	0.1014
2016-05-27	3.9496	4.0508	0.1012
2016-05-30	3.9294	4.03	0.1006
2016-05-31	3.9257	4.0261	0.1004
2016-06-01	3.9201	4.0205	0.1004
2016-06-02	3.9159	4.0161	0.1002
2016-06-03	3.9231	4.0235	0.1004
2016-06-06	3.9246	4.025	0.1004
2016-06-07	3.91	4.01	0.1
2016-06-08	3.914	4.0142	0.1002
2016-06-09	3.9056	4.0056	0.1
2016-06-10	3.9203	4.0207	0.1004
2016-06-13	3.9438	4.0448	0.101
2016-06-14	3.9852	4.0872	0.102
2016-06-15	4.0405	4.1439	0.1034
2016-06-16	4.0237	4.1267	0.103
2016-06-17	4.0541	4.1579	0.1038
2016-06-20	4.0427	4.1461	0.1034
2016-06-21	3.9847	4.0867	0.102
2016-06-22	3.9872	4.0892	0.102
2016-06-23	4.0086	4.1112	0.1026
2016-06-24	3.9875	4.0895	0.102
2016-06-27	4.0512	4.1549	0.1037
2016-06-28	4.0837	4.1883	0.1046
2016-06-29	4.03	4.1332	0.1032
2016-06-30	4.02	4.1229	0.1029
2016-07-01	4.0165	4.1193	0.1028
2016-07-04	4.0037	4.1061	0.1024
2016-07-05	4.0369	4.1403	0.1034
2016-07-06	4.0647	4.1687	0.104
2016-07-07	4.0525	4.1563	0.1038
2016-07-08	4.0468	4.1504	0.1036
2016-07-11	4.0343	4.1375	0.1032
2016-07-12	4.0145	4.1173	0.1028
2016-07-13	4.0071	4.1097	0.1026
2016-07-14	3.9816	4.0836	0.102
2016-07-15	3.9941	4.0963	0.1022
2016-07-18	3.9923	4.0945	0.1022
2016-07-19	3.9989	4.1013	0.1024
2016-07-20	3.9773	4.0791	0.1018
2016-07-21	3.9776	4.0794	0.1018
2016-07-22	3.9674	4.069	0.1016
2016-07-25	3.9568	4.058	0.1012
2016-07-26	3.9768	4.0786	0.1018
2016-07-27	3.9792	4.081	0.1018
2016-07-28	3.9465	4.0475	0.101
2016-07-29	3.9534	4.0546	0.1012
2016-08-01	3.9749	4.0767	0.1018
2016-08-02	3.9806	4.0824	0.1018
2016-08-03	3.9684	4.07	0.1016
2016-08-04	3.9275	4.0281	0.1006
2016-08-05	3.9129	4.0131	0.1002
2016-08-08	3.9094	4.0094	0.1
2016-08-09	3.8927	3.9923	0.0996
2016-08-10	3.8655	3.9645	0.099
2016-08-11	3.8572	3.956	0.0988
2016-08-12	3.8748	3.974	0.0992
2016-08-15	3.8711	3.9703	0.0992
2016-08-16	3.8712	3.9702	0.099
2016-08-17	3.88	3.9794	0.0994
2016-08-18	3.9027	4.0026	0.0999
2016-08-19	3.8979	3.9977	0.0998
2016-08-22	3.9098	4.0098	0.1
2016-08-23	3.9057	4.0057	0.1
2016-08-24	3.912	4.0122	0.1002
2016-08-25	3.9131	4.0133	0.1002
2016-08-26	3.9077	4.0077	0.1
2016-08-29	3.9195	4.0199	0.1004
2016-08-30	3.9186	4.019	0.1004
2016-08-31	3.9155	4.0157	0.1002
2016-09-01	3.9245	4.0249	0.1004
2016-09-02	3.9164	4.0166	0.1002
2016-09-05	3.9446	4.0456	0.101
2016-09-06	3.9285	4.0291	0.1006
2016-09-07	3.9159	4.0161	0.1002
2016-09-08	3.9227	4.0231	0.1004
2016-09-09	3.9005	4.0003	0.0998
2016-09-12	3.8948	3.9944	0.0996
2016-09-13	3.9195	4.0199	0.1004
2016-09-14	3.9342	4.035	0.1008
2016-09-15	3.908	4.008	0.1
2016-09-16	3.9077	4.0077	0.1
2016-09-19	3.905	4.005	0.1
2016-09-20	3.8855	3.9849	0.0994
2016-09-21	3.8855	3.9849	0.0994
2016-09-22	3.9013	4.0011	0.0998
2016-09-23	3.8835	3.9829	0.0994
2016-09-26	3.8998	3.9996	0.0998
2016-09-27	3.9098	4.0098	0.1
2016-09-28	3.8922	3.9918	0.0996
2016-09-29	3.8902	3.9898	0.0996
2016-09-30	3.8982	3.998	0.0998
2016-10-03	3.9402	4.0307	0.0905
2016-10-04	3.8964	3.9863	0.0899
2016-10-05	3.8903	3.9802	0.0899
2016-10-06	3.8812	3.9709	0.0897
2016-10-07	3.8937	3.9836	0.0899
2016-10-10	3.8834	3.9732	0.0898
2016-10-11	3.8731	3.9627	0.0896
2016-10-12	3.8623	3.9518	0.0895
2016-10-13	3.884	3.9738	0.0898
2016-10-14	3.9176	4.0078	0.0902
2016-10-17	3.9057	3.9958	0.0901
2016-10-18	3.9309	4.0213	0.0904
2016-10-19	3.9213	4.0116	0.0903
2016-10-20	3.933	4.0234	0.0904
2016-10-21	3.9385	4.029	0.0905
2016-10-24	3.9602	4.051	0.0908
2016-10-25	3.9533	4.044	0.0907
2016-10-26	3.94	4.0305	0.0905
2016-10-27	3.9462	4.0368	0.0906
2016-10-28	3.9639	4.0547	0.0908
2016-10-31	3.9527	4.0434	0.0907
2016-11-01	3.945	4.046	0.101
2016-11-02	3.945	4.046	0.101
2016-11-03	3.9562	4.0574	0.1012
2016-11-04	3.9563	4.0575	0.1012
2016-11-07	3.9386	4.0394	0.1008
2016-11-08	3.9525	4.0537	0.1012
2016-11-09	3.9653	4.0669	0.1016
2016-11-10	3.9658	4.0674	0.1016
2016-11-11	4.0351	4.0351	0
2016-11-14	3.9843	4.0863	0.102
2016-11-15	4.0482	4.1518	0.1036
2016-11-16	4.0529	4.1567	0.1038
2016-11-17	4.0749	4.1792	0.1043
2016-11-18	4.0851	4.1897	0.1046
2016-11-21	4.1055	4.2106	0.1051
2016-11-22	4.0825	4.187	0.1045
2016-11-23	4.0634	4.1674	0.104
2016-11-24	4.0594	4.1633	0.1039
2016-11-25	4.0717	4.1759	0.1042
2016-11-28	4.0556	4.1594	0.1038
2016-11-29	4.0577	4.1615	0.1038
2016-11-30	4.0716	4.1758	0.1042
2016-12-01	4.0641	4.1681	0.104
2016-12-02	4.0888	4.1934	0.1046
2016-12-05	4.118	4.2234	0.1054
2016-12-06	4.1115	4.2167	0.1052
2016-12-07	4.1028	4.2078	0.105
2016-12-08	4.0338	4.137	0.1032
2016-12-09	4.0402	4.1436	0.1034
2016-12-12	4.0602	4.1642	0.104
2016-12-13	4.0901	4.1948	0.1047
2016-12-14	4.0824	4.1869	0.1045
2016-12-15	4.0782	4.1826	0.1044
2016-12-16	4.0814	4.1858	0.1044
2016-12-19	4.0634	4.1674	0.104
2016-12-20	4.0667	4.1708	0.1041
2016-12-21	4.0769	4.1813	0.1044
2016-12-22	4.0836	4.1882	0.1046
2016-12-23	4.0623	4.1663	0.104
2016-12-26	4.117	4.117	0
2016-12-27	4.0652	4.1692	0.104
2016-12-28	4.0448	4.1484	0.1036
2016-12-29	4.0566	4.1604	0.1038
2016-12-30	4.0672	4.1713	0.1041
2017-01-02	4.0655	4.1695	0.104
2017-01-03	4.069	4.1732	0.1042
2017-01-04	4.0619	4.1659	0.104
2017-01-05	4.0462	4.1498	0.1036
2017-01-06	4.0876	4.0876	0
2017-01-09	4.0361	4.1395	0.1034
2017-01-10	4.0349	4.1381	0.1032
2017-01-11	4.0224	4.1254	0.103
2017-01-12	4.0194	4.1222	0.1028
2017-01-13	4.0278	4.1309	0.1031
2017-01-16	4.024	4.127	0.103
2017-01-17	4.0323	4.1355	0.1032
2017-01-18	4.0329	4.1361	0.1032
2017-01-19	4.0284	4.1316	0.1032
2017-01-20	4.0283	4.1315	0.1032
2017-01-23	4.0193	4.1221	0.1028
2017-01-24	4.0268	4.1298	0.103
2017-01-25	4.0231	4.1261	0.103
2017-01-26	4.0142	4.117	0.1028
2017-01-27	4.0132	4.116	0.1028
2017-01-30	4.0098	4.1124	0.1026
2017-01-31	4.0019	4.1043	0.1024
2017-02-01	4.0114	4.114	0.1026
2017-02-02	3.9956	4.0978	0.1022
2017-02-03	3.98	4.0818	0.1018
2017-02-06	3.9686	4.0702	0.1016
2017-02-07	3.9579	4.0593	0.1014
2017-02-08	3.9764	4.0782	0.1018
2017-02-09	4.0011	4.1035	0.1024
2017-02-10	4.0023	4.1047	0.1024
2017-02-13	3.9814	4.0834	0.102
2017-02-14	3.9877	4.0897	0.102
2017-02-15	3.9832	4.0852	0.102
2017-02-16	3.9911	4.0933	0.1022
2017-02-17	4.0006	4.103	0.1024
2017-02-20	4.0199	4.1228	0.1029
2017-02-21	4.0053	4.1079	0.1026
2017-02-22	4.005	4.1076	0.1026
2017-02-23	3.9867	4.0887	0.102
2017-02-24	3.9902	4.0924	0.1022
2017-02-27	3.9967	4.0991	0.1024
2017-02-28	3.9965	4.0988	0.1023
2017-03-01	4.0025	4.1049	0.1024
2017-03-02	3.9879	4.0899	0.102
2017-03-03	3.9807	4.0825	0.1018
2017-03-06	3.9904	4.0926	0.1022
2017-03-07	3.9783	4.0801	0.1018
2017-03-08	3.9704	4.072	0.1016
2017-03-09	3.9789	4.0807	0.1018
2017-03-10	3.9745	4.0763	0.1018
2017-03-13	3.9774	4.0792	0.1018
2017-03-14	3.994	4.0962	0.1022
2017-03-15	3.9858	4.0878	0.102
2017-03-16	3.9803	4.0821	0.1018
2017-03-17	3.9812	4.0832	0.102
2017-03-20	3.9617	4.0631	0.1014
2017-03-21	3.9374	4.0382	0.1008
2017-03-22	3.9171	4.0173	0.1002
2017-03-23	3.9497	4.0509	0.1012
2017-03-24	3.9419	4.0429	0.101
2017-03-27	3.9338	4.0344	0.1006
2017-03-28	3.9341	4.0349	0.1008
2017-03-29	3.923	4.0234	0.1004
2017-03-30	3.9045	4.0045	0.1
2017-03-31	3.904	4.004	0.1
2017-04-03	3.8964	3.9962	0.0998
2017-04-04	3.9099	4.0099	0.1
2017-04-05	3.9303	4.0309	0.1006
2017-04-06	3.9184	4.0187	0.1003
2017-04-07	3.9077	4.0077	0.1
2017-04-10	3.9022	4.002	0.0998
2017-04-11	3.9093	4.0093	0.1
2017-04-12	3.922	4.0224	0.1004
2017-04-13	3.9273	4.0279	0.1006
2017-04-14	3.923	4.0234	0.1004
2017-04-17	3.9724	3.9724	0
2017-04-18	3.9224	4.0228	0.1004
2017-04-19	3.9188	4.0192	0.1004
2017-04-20	3.917	4.0172	0.1002
2017-04-21	3.9287	4.0293	0.1006
2017-04-24	3.9418	4.0427	0.1009
2017-04-25	3.8773	3.9765	0.0992
2017-04-26	3.86	3.9588	0.0988
2017-04-27	3.8491	3.9477	0.0986
2017-04-28	3.8564	3.9552	0.0988
2017-05-01	3.8951	3.8951	0
2017-05-02	3.8461	3.9445	0.0984
2017-05-03	3.8884	3.8884	0
2017-05-04	3.8395	3.9377	0.0982
2017-05-05	3.8424	3.9408	0.0984
2017-05-08	3.8438	3.9422	0.0984
2017-05-09	3.8246	3.9225	0.0979
2017-05-10	3.8226	3.9204	0.0978
2017-05-11	3.8039	3.9013	0.0974
2017-05-12	3.7962	3.8934	0.0972
2017-05-15	3.8049	3.9023	0.0974
2017-05-16	3.8013	3.8986	0.0973
2017-05-17	3.7814	3.8782	0.0968
2017-05-18	3.7907	3.8877	0.097
2017-05-19	3.8191	3.9169	0.0978
2017-05-22	3.8108	3.9084	0.0976
2017-05-23	3.8017	3.899	0.0973
2017-05-24	3.7964	3.8936	0.0972
2017-05-25	3.7987	3.8959	0.0972
2017-05-26	3.7807	3.8775	0.0968
2017-05-29	3.7898	3.8868	0.097
2017-05-30	3.789	3.886	0.097
2017-05-31	3.7844	3.8812	0.0968
2017-06-01	3.7855	3.8824	0.0969
2017-06-02	3.7895	3.8865	0.097
2017-06-05	3.7959	3.8931	0.0972
2017-06-06	3.7987	3.8959	0.0972
2017-06-07	3.8134	3.911	0.0976
2017-06-08	3.8175	3.9153	0.0978
2017-06-09	3.8206	3.9184	0.0978
2017-06-12	3.8081	3.9055	0.0974
2017-06-13	3.8126	3.9102	0.0976
2017-06-14	3.818	3.9158	0.0978
2017-06-15	3.8702	3.8702	0
2017-06-16	3.8215	3.9193	0.0978
2017-06-19	3.8283	3.9263	0.098
2017-06-20	3.8224	3.9202	0.0978
2017-06-21	3.8376	3.9358	0.0982
2017-06-22	3.8612	3.96	0.0988
2017-06-23	3.8558	3.9545	0.0987
2017-06-26	3.8486	3.9472	0.0986
2017-06-27	3.8285	3.9265	0.098
2017-06-28	3.8232	3.921	0.0978
2017-06-29	3.8294	3.9274	0.098
2017-06-30	3.8303	3.9283	0.098
2017-07-03	3.818	3.9158	0.0978
2017-07-04	3.8247	3.9226	0.0979
2017-07-05	3.8264	3.9244	0.098
2017-07-06	3.8292	3.9272	0.098
2017-07-07	3.8201	3.9179	0.0978
2017-07-10	3.804	3.9014	0.0974
2017-07-11	3.8036	3.901	0.0974
2017-07-12	3.7962	3.8934	0.0972
2017-07-13	3.7958	3.893	0.0972
2017-07-14	3.803	3.9004	0.0974
2017-07-17	3.7682	3.8646	0.0964
2017-07-18	3.7668	3.8632	0.0964
2017-07-19	3.7609	3.8571	0.0962
2017-07-20	3.7774	3.8741	0.0967
2017-07-21	3.7794	3.8762	0.0968
2017-07-24	3.7714	3.868	0.0966
2017-07-25	3.8005	3.8977	0.0972
2017-07-26	3.8063	3.9037	0.0974
2017-07-27	3.7921	3.8891	0.097
2017-07-28	3.7636	3.86	0.0964
2017-07-31	3.7018	3.7966	0.0948
2017-08-01	3.691	3.7855	0.0945
2017-08-02	3.6819	3.7761	0.0942
2017-08-03	3.6614	3.7551	0.0937
2017-08-04	3.6605	3.7542	0.0937
2017-08-07	3.6434	3.7366	0.0932
2017-08-08	3.6552	3.7488	0.0936
2017-08-09	3.657	3.7506	0.0936
2017-08-10	3.7219	3.8171	0.0952
2017-08-11	3.7245	3.8199	0.0954
2017-08-14	3.7497	3.8457	0.096
2017-08-15	3.7559	3.7559	0
2017-08-16	3.7086	3.8035	0.0949
2017-08-17	3.6932	3.7878	0.0946
2017-08-18	3.7096	3.8046	0.095
2017-08-21	3.7454	3.8412	0.0958
2017-08-22	3.7167	3.8119	0.0952
2017-08-23	3.7149	3.81	0.0951
2017-08-24	3.6988	3.7934	0.0946
2017-08-25	3.7165	3.8117	0.0952
2017-08-28	3.7	3.7947	0.0947
2017-08-29	3.7029	3.7977	0.0948
2017-08-30	3.6939	3.7885	0.0946
2017-08-31	3.6856	3.78	0.0944
2017-09-01	3.6716	3.7656	0.094
2017-09-04	3.6667	3.7605	0.0938
2017-09-05	3.688	3.7824	0.0944
2017-09-06	3.6661	3.7599	0.0938
2017-09-07	3.6794	3.7736	0.0942
2017-09-08	3.6787	3.7729	0.0942
2017-09-11	3.6726	3.7666	0.094
2017-09-12	3.6733	3.7673	0.094
2017-09-13	3.6684	3.7623	0.0939
2017-09-14	3.6652	3.759	0.0938
2017-09-15	3.6738	3.7678	0.094
2017-09-18	3.6862	3.7806	0.0944
2017-09-19	3.6906	3.785	0.0944
2017-09-20	3.6795	3.7737	0.0942
2017-09-21	3.6625	3.7563	0.0938
2017-09-22	3.6576	3.7512	0.0936
2017-09-25	3.6344	3.7274	0.093
2017-09-26	3.6423	3.7355	0.0932
2017-09-27	3.6898	3.7842	0.0944
2017-09-28	3.7115	3.8065	0.095
2017-09-29	3.7194	3.8146	0.0952
2017-10-02	3.7146	3.8096	0.095
2017-10-03	3.7349	3.8305	0.0956
2017-10-04	3.7145	3.8095	0.095
2017-10-05	3.7108	3.8058	0.095
2017-10-06	3.6964	3.791	0.0946
2017-10-09	3.7094	3.8044	0.095
2017-10-10	3.7068	3.8017	0.0949
2017-10-11	3.6836	3.7779	0.0943
2017-10-12	3.6676	3.7615	0.0939
2017-10-13	3.6504	3.7438	0.0934
2017-10-16	3.6462	3.7395	0.0933
2017-10-17	3.6449	3.7382	0.0933
2017-10-18	3.6333	3.7263	0.093
2017-10-19	3.6271	3.7199	0.0928
2017-10-20	3.6233	3.7161	0.0928
2017-10-23	3.614	3.7065	0.0925
2017-10-24	3.6104	3.7028	0.0924
2017-10-25	3.6084	3.7008	0.0924
2017-10-26	3.5836	3.6753	0.0917
2017-10-27	3.5861	3.6779	0.0918
2017-10-30	3.6115	3.7039	0.0924
2017-10-31	3.6055	3.6978	0.0923
2017-11-01	3.6603	3.6603	0
2017-11-02	3.6142	3.7067	0.0925
2017-11-03	3.591	3.6829	0.0919
2017-11-06	3.5962	3.6882	0.092
2017-11-07	3.6062	3.6985	0.0923
2017-11-08	3.6156	3.7082	0.0926
2017-11-09	3.6166	3.7092	0.0926
2017-11-10	3.5969	3.6889	0.092
2017-11-13	3.6079	3.7003	0.0924
2017-11-14	3.6009	3.6931	0.0922
2017-11-15	3.5856	3.6774	0.0918
2017-11-16	3.5924	3.6844	0.092
2017-11-17	3.581	3.6726	0.0916
2017-11-20	3.581	3.6726	0.0916
2017-11-21	3.5851	3.6769	0.0918
2017-11-22	3.5856	3.6774	0.0918
2017-11-23	3.5804	3.672	0.0916
2017-11-24	3.5789	3.6705	0.0916
2017-11-27	3.5705	3.6619	0.0914
2017-11-28	3.5519	3.6428	0.0909
2017-11-29	3.5552	3.6462	0.091
2017-11-30	3.5518	3.6427	0.0909
2017-12-01	3.5555	3.6465	0.091
2017-12-04	3.5498	3.6406	0.0908
2017-12-05	3.5651	3.6563	0.0912
2017-12-06	3.551	3.6419	0.0909
2017-12-07	3.5617	3.6529	0.0912
2017-12-08	3.5575	3.6485	0.091
2017-12-11	3.5472	3.638	0.0908
2017-12-12	3.5512	3.6421	0.0909
2017-12-13	3.5631	3.6543	0.0912
2017-12-14	3.5731	3.6645	0.0914
2017-12-15	3.5689	3.6603	0.0914
2017-12-18	3.5771	3.6687	0.0916
2017-12-19	3.5682	3.6595	0.0913
2017-12-20	3.5679	3.6592	0.0913
2017-12-21	3.5473	3.6381	0.0908
2017-12-22	3.5381	3.6287	0.0906
2017-12-25	3.5764	3.5764	0
2017-12-26	3.5764	3.5764	0
2017-12-27	3.5314	3.6218	0.0904
2017-12-28	3.5202	3.6103	0.0901
2017-12-29	3.5266	3.6169	0.0903
2018-01-01	3.5672	3.5672	0
2018-01-02	3.5223	3.6125	0.0902
2018-01-03	3.5119	3.6018	0.0899
2018-01-04	3.5144	3.6044	0.09
2018-01-05	3.4864	3.5756	0.0892
2018-01-08	3.4854	3.5746	0.0892
2018-01-09	3.5055	3.5952	0.0897
2018-01-10	3.5174	3.6074	0.09
2018-01-11	3.5175	3.6075	0.09
2018-01-12	3.5234	3.6136	0.0902
2018-01-15	3.492	3.5814	0.0894
2018-01-16	3.4889	3.5782	0.0893
2018-01-17	3.4982	3.5877	0.0895
2018-01-18	3.4952	3.5847	0.0895
2018-01-19	3.5025	3.5921	0.0896
2018-01-22	3.5128	3.6027	0.0899
2018-01-23	3.5026	3.5922	0.0896
2018-01-24	3.4951	3.5845	0.0894
2018-01-25	3.5014	3.591	0.0896
2018-01-26	3.5024	3.592	0.0896
2018-01-29	3.5195	3.6096	0.0901
2018-01-30	3.5177	3.6077	0.09
2018-01-31	3.5351	3.6256	0.0905
2018-02-01	3.5305	3.6209	0.0904
2018-02-02	3.5355	3.626	0.0905
2018-02-05	3.5434	3.6341	0.0907
2018-02-06	3.543	3.6337	0.0907
2018-02-07	3.5401	3.6307	0.0906
2018-02-08	3.5452	3.6359	0.0907
2018-02-09	3.5602	3.6513	0.0911
2018-02-12	3.6047	3.6969	0.0922
2018-02-13	3.5922	3.6842	0.092
2018-02-14	3.5826	3.6743	0.0917
2018-02-15	3.5656	3.6568	0.0912
2018-02-16	3.5488	3.6396	0.0908
2018-02-19	3.5595	3.6506	0.0911
2018-02-20	3.556	3.647	0.091
2018-02-21	3.5514	3.6423	0.0909
2018-02-22	3.5525	3.6434	0.0909
2018-02-23	3.5796	3.6712	0.0916
2018-02-26	3.5845	3.6763	0.0918
2018-02-27	3.5761	3.6676	0.0915
2018-02-28	3.5639	3.6551	0.0912
2018-03-01	3.5812	3.6728	0.0916
2018-03-02	3.5876	3.6794	0.0918
2018-03-05	3.6011	3.6933	0.0922
2018-03-06	3.5864	3.6782	0.0918
2018-03-07	3.5659	3.6572	0.0913
2018-03-08	3.5539	3.6449	0.091
2018-03-09	3.5455	3.6363	0.0908
2018-03-12	3.5471	3.6379	0.0908
2018-03-13	3.5414	3.632	0.0906
2018-03-14	3.5563	3.6473	0.091
2018-03-15	3.5556	3.6466	0.091
2018-03-16	3.5619	3.6531	0.0912
2018-03-19	3.5575	3.6485	0.091
2018-03-20	3.5556	3.6466	0.091
2018-03-21	3.5581	3.6492	0.0911
2018-03-22	3.5749	3.6664	0.0915
2018-03-23	3.5678	3.6591	0.0913
2018-03-26	3.5755	3.667	0.0915
2018-03-27	3.5635	3.6547	0.0912
2018-03-28	3.5392	3.6298	0.0906
2018-03-29	3.5281	3.6184	0.0903
2018-03-30	3.5278	3.6181	0.0903
2018-04-02	3.5812	3.5812	0
2018-04-03	3.5361	3.6266	0.0905
2018-04-04	3.5381	3.6287	0.0906
2018-04-05	3.5269	3.6172	0.0903
2018-04-06	3.5232	3.6134	0.0902
2018-04-09	3.5172	3.6072	0.09
2018-04-10	3.517	3.607	0.09
2018-04-11	3.5204	3.6105	0.0901
2018-04-12	3.4895	3.5788	0.0893
2018-04-13	3.4859	3.5751	0.0892
2018-04-16	3.4771	3.5661	0.089
2018-04-17	3.4613	3.5499	0.0886
2018-04-18	3.4481	3.5364	0.0883
2018-04-19	3.4367	3.5247	0.088
2018-04-20	3.4339	3.5218	0.0879
