BPH - Kursy walut: Dla Klientów dawnego GE Money Banku (CHF)

Data	Kupno	Sprzedaż	Spread
2018-04-23	3.4389	3.5269	0.088
2018-04-24	3.451	3.5393	0.0883
2018-04-25	3.4716	3.5604	0.0888
2018-04-26	3.475	3.5639	0.0889
2018-04-27	3.4951	3.5846	0.0895
2018-04-30	3.4862	3.5754	0.0892
2018-05-01	3.5236	3.5236	0
2018-05-02	3.4796	3.5679	0.0883
2018-05-03	3.5731	3.5731	0
2018-05-04	3.5285	3.6181	0.0896
2018-05-07	3.5342	3.6239	0.0897
2018-05-08	3.5066	3.5956	0.089
2018-05-09	3.5298	3.6194	0.0896
2018-05-10	3.5539	3.6441	0.0902
2018-05-11	3.5185	3.6078	0.0893
2018-05-14	3.5198	3.6092	0.0894
2018-05-15	3.515	3.6042	0.0892
2018-05-16	3.5464	3.6364	0.09
2018-05-17	3.5825	3.6735	0.091
2018-05-18	3.5777	3.6685	0.0908
2018-05-21	3.5958	3.6871	0.0913
2018-05-22	3.6183	3.7102	0.0919
2018-05-23	3.5931	3.6843	0.0912
2018-05-24	3.6545	3.7473	0.0928
2018-05-25	3.6429	3.7354	0.0925
2018-05-28	3.6495	3.7421	0.0926
2018-05-29	3.6681	3.7613	0.0932
2018-05-30	3.7085	3.8027	0.0942
2018-05-31	3.7577	3.7577	0
2018-06-01	3.7104	3.8054	0.095
2018-06-04	3.6971	3.7917	0.0946
2018-06-05	3.675	3.769	0.094
2018-06-06	3.662	3.7558	0.0938
2018-06-07	3.6535	3.747	0.0935
2018-06-08	3.6255	3.7183	0.0928
2018-06-11	3.6669	3.7607	0.0938
2018-06-12	3.6297	3.7226	0.0929
2018-06-13	3.6398	3.733	0.0932
2018-06-14	3.641	3.7342	0.0932
2018-06-15	3.6319	3.7249	0.093
2018-06-18	3.659	3.7526	0.0936
2018-06-19	3.6663	3.7601	0.0938
2018-06-20	3.699	3.7937	0.0947
2018-06-21	3.6998	3.7945	0.0947
2018-06-22	3.7251	3.8205	0.0954
2018-06-25	3.6897	3.7841	0.0944
2018-06-26	3.7094	3.8044	0.095
2018-06-27	3.7122	3.8072	0.095
2018-06-28	3.7195	3.8147	0.0952
2018-06-29	3.7289	3.8243	0.0954
2018-07-02	3.7231	3.8177	0.0946
2018-07-03	3.7544	3.8498	0.0954
2018-07-04	3.7499	3.8451	0.0952
2018-07-05	3.7552	3.8506	0.0954
2018-07-06	3.7288	3.8234	0.0946
2018-07-09	3.7039	3.7979	0.094
2018-07-10	3.6868	3.7804	0.0936
2018-07-11	3.6765	3.7699	0.0934
2018-07-12	3.679	3.7724	0.0934
2018-07-13	3.6695	3.7627	0.0932
2018-07-16	3.6655	3.7585	0.093
2018-07-17	3.6356	3.7279	0.0923
2018-07-18	3.639	3.7314	0.0924
2018-07-19	3.648	3.7406	0.0926
2018-07-20	3.6657	3.7588	0.0931
2018-07-23	3.6735	3.7667	0.0932
2018-07-24	3.6806	3.774	0.0934
2018-07-25	3.6765	3.7699	0.0934
2018-07-26	3.6607	3.7537	0.093
2018-07-27	3.6448	3.7374	0.0926
2018-07-30	3.6587	3.7516	0.0929
2018-07-31	3.6471	3.7397	0.0926
2018-08-01	3.6463	3.7396	0.0933
2018-08-02	3.642	3.7352	0.0932
2018-08-03	3.6522	3.7457	0.0935
2018-08-06	3.6651	3.7589	0.0938
2018-08-07	3.6621	3.7559	0.0938
2018-08-08	3.6432	3.7364	0.0932
2018-08-09	3.6443	3.7376	0.0933
2018-08-10	3.6601	3.7538	0.0937
2018-08-13	3.7223	3.8175	0.0952
2018-08-14	3.7575	3.8537	0.0962
2018-08-15	3.8027	3.8027	0
2018-08-16	3.7548	3.8509	0.0961
2018-08-17	3.7651	3.8615	0.0964
2018-08-20	3.7449	3.8407	0.0958
2018-08-21	3.7362	3.8318	0.0956
2018-08-22	3.7377	3.8333	0.0956
2018-08-23	3.723	3.8183	0.0953
2018-08-24	3.7239	3.8192	0.0953
2018-08-27	3.7123	3.8073	0.095
2018-08-28	3.6966	3.7912	0.0946
2018-08-29	3.6933	3.7879	0.0946
2018-08-30	3.714	3.809	0.095
2018-08-31	3.7394	3.8351	0.0957
2018-09-03	3.7554	3.8508	0.0954
2018-09-04	3.7632	3.8588	0.0956
2018-09-05	3.7805	3.8765	0.096
2018-09-06	3.7819	3.8779	0.096
2018-09-07	3.7827	3.8787	0.096
2018-09-10	3.7852	3.8814	0.0962
2018-09-11	3.7901	3.8863	0.0962
2018-09-12	3.759	3.8544	0.0954
2018-09-13	3.7686	3.8643	0.0957
2018-09-14	3.7782	3.8742	0.096
2018-09-17	3.7697	3.8655	0.0958
2018-09-18	3.7718	3.8676	0.0958
2018-09-19	3.7845	3.8806	0.0961
2018-09-20	3.7527	3.848	0.0953
2018-09-21	3.7507	3.8459	0.0952
2018-09-24	3.7616	3.8571	0.0955
2018-09-25	3.7696	3.8654	0.0958
2018-09-26	3.7298	3.8245	0.0947
2018-09-27	3.726	3.8206	0.0946
2018-09-28	3.7223	3.8168	0.0945
2018-10-01	3.7164	3.8116	0.0952
2018-10-02	3.6981	3.7927	0.0946
2018-10-03	3.7484	3.8444	0.096
2018-10-04	3.7176	3.8128	0.0952
2018-10-05	3.734	3.8296	0.0956
2018-10-08	3.7266	3.822	0.0954
2018-10-09	3.7392	3.8349	0.0957
2018-10-10	3.7384	3.8341	0.0957
2018-10-11	3.7295	3.8249	0.0954
2018-10-12	3.7342	3.8298	0.0956
2018-10-15	3.7022	3.797	0.0948
2018-10-16	3.703	3.7978	0.0948
2018-10-17	3.7033	3.7981	0.0948
2018-10-18	3.6985	3.7931	0.0946
2018-10-19	3.707	3.8019	0.0949
2018-10-22	3.7271	3.8225	0.0954
2018-10-23	3.6916	3.7861	0.0945
2018-10-24	3.7193	3.8145	0.0952
2018-10-25	3.7326	3.8282	0.0956
2018-10-26	3.7398	3.8356	0.0958
2018-10-29	3.741	3.8368	0.0958
2018-10-30	3.7448	3.8406	0.0958
2018-10-31	3.7499	3.8459	0.096
2018-11-01	3.7982	3.7982	0
2018-11-02	3.7504	3.8464	0.096
2018-11-05	3.7349	3.8305	0.0956
2018-11-06	3.7247	3.8201	0.0954
2018-11-07	3.715	3.8101	0.0951
2018-11-08	3.705	3.7998	0.0948
2018-11-09	3.7032	3.798	0.0948
2018-11-12	3.7063	3.8011	0.0948
2018-11-13	3.7063	3.8011	0.0948
2018-11-14	3.7385	3.8342	0.0957
2018-11-15	3.7272	3.8226	0.0954
2018-11-16	3.7338	3.8294	0.0956
2018-11-19	3.7135	3.8085	0.095
2018-11-20	3.7469	3.8428	0.0959
2018-11-21	3.7691	3.8655	0.0964
2018-11-22	3.755	3.8511	0.0961
2018-11-23	3.7522	3.8482	0.096
2018-11-26	3.7471	3.843	0.0959
2018-11-27	3.7355	3.8311	0.0956
2018-11-28	3.7472	3.8431	0.0959
2018-11-29	3.7657	3.8621	0.0964
2018-11-30	3.7482	3.8442	0.096
2018-12-03	3.7396	3.8353	0.0957
2018-12-04	3.7293	3.8247	0.0954
2018-12-05	3.729	3.8244	0.0954
2018-12-06	3.7422	3.838	0.0958
2018-12-07	3.7477	3.8437	0.096
2018-12-10	3.7447	3.8405	0.0958
2018-12-11	3.7518	3.8478	0.096
2018-12-12	3.7784	3.8751	0.0967
2018-12-13	3.771	3.8676	0.0966
2018-12-14	3.7557	3.8519	0.0962
2018-12-17	3.7721	3.8687	0.0966
2018-12-18	3.7546	3.8507	0.0961
2018-12-19	3.7511	3.8471	0.096
2018-12-20	3.7398	3.8356	0.0958
2018-12-21	3.7321	3.8277	0.0956
2018-12-24	3.7439	3.8397	0.0958
2018-12-25	3.7777	3.7777	0
2018-12-26	3.7777	3.7777	0
2018-12-27	3.7302	3.8256	0.0954
2018-12-28	3.746	3.8419	0.0959
2018-12-31	3.7635	3.8599	0.0964
2019-01-01	3.8166	3.8166	0
2019-01-02	3.7686	3.865	0.0964
2019-01-03	3.7761	3.8727	0.0966
2019-01-04	3.786	3.8829	0.0969
2019-01-07	3.7732	3.8698	0.0966
2019-01-08	3.7764	3.873	0.0966
2019-01-09	3.7825	3.8793	0.0968
2019-01-10	3.78	3.8768	0.0968
2019-01-11	3.7791	3.8759	0.0968
2019-01-14	3.7467	3.8426	0.0959
2019-01-15	3.7636	3.86	0.0964
2019-01-16	3.7631	3.8595	0.0964
2019-01-17	3.7587	3.8549	0.0962
2019-01-18	3.7444	3.8402	0.0958
2019-01-21	3.744	3.8398	0.0958
2019-01-22	3.7368	3.8324	0.0956
2019-01-23	3.7363	3.8319	0.0956
2019-01-24	3.7341	3.8297	0.0956
2019-01-25	3.7605	3.8567	0.0962
2019-01-28	3.7565	3.8527	0.0962
2019-01-29	3.7419	3.8377	0.0958
2019-01-30	3.7384	3.8341	0.0957
2019-01-31	3.725	3.8204	0.0954
2019-02-01	3.7049	3.7997	0.0948
2019-02-04	3.7037	3.7985	0.0948
2019-02-05	3.7039	3.7987	0.0948
2019-02-06	3.7047	3.7995	0.0948
2019-02-07	3.7206	3.8158	0.0952
2019-02-08	3.7338	3.8294	0.0956
2019-02-11	3.7478	3.8438	0.096
2019-02-12	3.7603	3.8565	0.0962
2019-02-13	3.7614	3.8576	0.0962
2019-02-14	3.7552	3.8513	0.0961
2019-02-15	3.7701	3.8666	0.0965
2019-02-18	3.7602	3.8564	0.0962
2019-02-19	3.767	3.8634	0.0964
2019-02-20	3.7661	3.8625	0.0964
2019-02-21	3.7709	3.8675	0.0966
2019-02-22	3.7691	3.8655	0.0964
2019-02-25	3.7744	3.871	0.0966
2019-02-26	3.7785	3.8752	0.0967
2019-02-27	3.7665	3.8629	0.0964
2019-02-28	3.7525	3.8485	0.096
2019-03-01	3.7535	3.8495	0.096
2019-03-04	3.743	3.8388	0.0958
2019-03-05	3.738	3.8336	0.0956
2019-03-06	3.7462	3.8421	0.0959
2019-03-07	3.7369	3.8325	0.0956
2019-03-08	3.739	3.8347	0.0957
2019-03-11	3.7552	3.8513	0.0961
2019-03-12	3.7425	3.8383	0.0958
2019-03-13	3.7337	3.8293	0.0956
2019-03-14	3.7376	3.8332	0.0956
2019-03-15	3.7378	3.8334	0.0956
2019-03-18	3.7386	3.8343	0.0957
2019-03-19	3.7362	3.8318	0.0956
2019-03-20	3.7352	3.8308	0.0956
2019-03-21	3.7305	3.826	0.0955
2019-03-22	3.7373	3.8329	0.0956
2019-03-25	3.76	3.8562	0.0962
2019-03-26	3.7703	3.8668	0.0965
2019-03-27	3.7764	3.873	0.0966
2019-03-28	3.789	3.886	0.097
2019-03-29	3.7893	3.8863	0.097
2019-04-01	3.8028	3.9002	0.0974
2019-04-02	3.801	3.8983	0.0973
2019-04-03	3.7929	3.8899	0.097
2019-04-04	3.7846	3.8814	0.0968
2019-04-05	3.7781	3.8748	0.0967
2019-04-08	3.7741	3.8707	0.0966
2019-04-09	3.7699	3.8664	0.0965
2019-04-10	3.759	3.8552	0.0962
2019-04-11	3.7506	3.8466	0.096
2019-04-12	3.7436	3.8394	0.0958
2019-04-15	3.737	3.8326	0.0956
2019-04-16	3.7224	3.8176	0.0952
2019-04-17	3.7139	3.8089	0.095
2019-04-18	3.7023	3.7971	0.0948
2019-04-19	3.7113	3.8063	0.095
2019-04-23	3.7084	3.8033	0.0949
2019-04-24	3.6956	3.7902	0.0946
2019-04-25	3.7097	3.8047	0.095
2019-04-26	3.7305	3.826	0.0955
2019-04-29	3.7259	3.8213	0.0954
2019-04-30	3.7272	3.8226	0.0954
2019-05-02	3.7134	3.8084	0.095
2019-05-06	3.7008	3.7955	0.0947
2019-05-07	3.7175	3.8127	0.0952
2019-05-08	3.711	3.806	0.095
2019-05-09	3.718	3.8132	0.0952
2019-05-10	3.7266	3.822	0.0954
2019-05-13	3.7259	3.8213	0.0954
2019-05-14	3.7471	3.843	0.0959
2019-05-15	3.7563	3.8525	0.0962
2019-05-16	3.7763	3.8729	0.0966
2019-05-17	3.7474	3.8433	0.0959
2019-05-20	3.7715	3.8681	0.0966
2019-05-21	3.7708	3.8674	0.0966
2019-05-22	3.7754	3.872	0.0966
2019-05-23	3.7728	3.8694	0.0966
2019-05-24	3.786	3.8829	0.0969
2019-05-27	3.7845	3.8813	0.0968
2019-05-28	3.7674	3.8638	0.0964
2019-05-29	3.7768	3.8734	0.0966
2019-05-30	3.7847	3.8815	0.0968
2019-05-31	3.7715	3.8681	0.0966
2019-06-03	3.7812	3.878	0.0968
2019-06-04	3.7928	3.8898	0.097
2019-06-05	3.7785	3.8752	0.0967
2019-06-06	3.7753	3.8719	0.0966
2019-06-07	3.7799	3.8767	0.0968
2019-06-10	3.771	3.8676	0.0966
2019-06-11	3.762	3.8583	0.0963
2019-06-12	3.758	3.8542	0.0962
2019-06-13	3.7465	3.8424	0.0959
2019-06-14	3.7531	3.8491	0.096
2019-06-17	3.7428	3.8386	0.0958
2019-06-18	3.7535	3.8495	0.096
2019-06-19	3.7619	3.8582	0.0963
2019-06-21	3.7677	3.8641	0.0964
2019-06-24	3.7898	3.8868	0.097
2019-06-25	3.7777	3.8744	0.0967
2019-06-26	3.7826	3.8794	0.0968
2019-06-27	3.7993	3.8965	0.0972
2019-06-28	3.7757	3.8723	0.0966
2019-07-01	3.784	3.8804	0.0964
2019-07-02	3.7555	3.8513	0.0958
2019-07-03	3.7577	3.8535	0.0958
2019-07-04	3.7672	3.8632	0.096
2019-07-05	3.7645	3.8605	0.096
2019-07-08	3.7685	3.8645	0.096
2019-07-09	3.7713	3.8675	0.0962
2019-07-10	3.78	3.8764	0.0964
2019-07-11	3.7927	3.8893	0.0966
2019-07-12	3.7923	3.8889	0.0966
2019-07-15	3.7914	3.888	0.0966
2019-07-16	3.8027	3.8997	0.097
2019-07-17	3.7991	3.8959	0.0968
2019-07-18	3.795	3.8918	0.0968
2019-07-19	3.802	3.899	0.097
2019-07-22	3.7996	3.8964	0.0968
2019-07-23	3.8086	3.9056	0.097
2019-07-24	3.8103	3.9075	0.0972
2019-07-25	3.8287	3.9263	0.0976
2019-07-26	3.8247	3.9223	0.0976
2019-07-29	3.8126	3.9098	0.0972
2019-07-30	3.8286	3.9262	0.0976
2019-07-31	3.837	3.9348	0.0978
2019-08-01	3.8363	3.9345	0.0982
2019-08-02	3.8565	3.9547	0.0982
2019-08-05	3.8864	3.9858	0.0994
2019-08-06	3.922	4.0224	0.1004
2019-08-07	3.8988	3.9986	0.0998
2019-08-08	3.8973	3.9971	0.0998
2019-08-09	3.9028	4.0028	0.1
2019-08-12	3.9129	4.0131	0.1002
2019-08-13	3.9242	4.0246	0.1004
2019-08-14	3.9351	4.0359	0.1008
2019-08-16	3.9417	4.0427	0.101
2019-08-19	3.9584	4.0598	0.1014
2019-08-20	3.9563	4.0575	0.1012
2019-08-21	3.9717	4.0733	0.1016
2019-08-22	3.9506	4.0518	0.1012
2019-08-23	3.9542	4.0554	0.1012
2019-08-26	3.937	4.0378	0.1008
2019-08-27	3.9678	4.0694	0.1016
2019-08-28	3.9592	4.0606	0.1014
2019-08-29	3.9782	4.08	0.1018
2019-08-30	3.9741	4.0759	0.1018
2019-09-02	3.9664	4.068	0.1016
2019-09-03	3.9682	4.0698	0.1016
2019-09-04	3.9733	4.0751	0.1018
2019-09-05	3.9459	4.0469	0.101
2019-09-06	3.9513	4.0525	0.1012
2019-09-09	3.9249	4.0253	0.1004
2019-09-10	3.9184	4.0188	0.1004
2019-09-11	3.9117	4.0119	0.1002
2019-09-12	3.907	4.007	0.1
2019-09-13	3.9234	4.0238	0.1004
2019-09-16	3.9105	4.0107	0.1002
2019-09-17	3.8999	3.9997	0.0998
2019-09-18	3.9146	4.0148	0.1002
2019-09-19	3.8998	3.9996	0.0998
2019-09-20	3.9109	4.0111	0.1002
2019-09-23	3.9165	4.0167	0.1002
2019-09-24	3.9886	4.0908	0.1022
2019-09-25	3.9709	4.0725	0.1016
2019-09-26	3.9924	4.0946	0.1022
2019-09-27	3.984	4.086	0.102
2019-09-30	3.9926	4.0948	0.1022
2019-10-01	3.9767	4.0785	0.1018
2019-10-02	3.9607	4.0621	0.1014
2019-10-03	3.9657	4.0673	0.1016
2019-10-04	3.919	4.0194	0.1004
2019-10-07	3.9086	4.0086	0.1
2019-10-08	3.9223	4.0227	0.1004
2019-10-09	3.921	4.0214	0.1004
2019-10-10	3.914	4.0142	0.1002
2019-10-11	3.9036	4.0036	0.1
2019-10-14	3.8695	3.9685	0.099
2019-10-15	3.8608	3.9596	0.0988
2019-10-16	3.8505	3.9491	0.0986
2019-10-17	3.8546	3.9532	0.0986
2019-10-18	3.8408	3.9392	0.0984
2019-10-21	3.8475	3.946	0.0985
2019-10-22	3.8405	3.9389	0.0984
2019-10-23	3.8358	3.934	0.0982
2019-10-24	3.8394	3.9376	0.0982
2019-10-25	3.8324	3.9305	0.0981
2019-10-28	3.8307	3.9287	0.098
2019-10-29	3.821	3.9188	0.0978
2019-10-30	3.8271	3.9251	0.098
2019-10-31	3.8202	3.918	0.0978
2019-11-04	3.819	3.9168	0.0978
2019-11-05	3.8078	3.9052	0.0974
2019-11-06	3.8178	3.9156	0.0978
2019-11-07	3.8286	3.9266	0.098
2019-11-08	3.8275	3.9255	0.098
2019-11-12	3.8305	3.9285	0.098
2019-11-13	3.8497	3.9483	0.0986
2019-11-14	3.88	3.9794	0.0994
2019-11-15	3.9	3.9998	0.0998
2019-11-18	3.8709	3.9699	0.099
2019-11-19	3.8637	3.9626	0.0989
2019-11-20	3.8617	3.9605	0.0988
2019-11-21	3.863	3.9618	0.0988
2019-11-22	3.8617	3.9605	0.0988
2019-11-25	3.8606	3.9594	0.0988
2019-11-26	3.8634	3.9623	0.0989
2019-11-27	3.8635	3.9624	0.0989
2019-11-28	3.8742	3.9734	0.0992
2019-11-29	3.8799	3.9793	0.0994
2019-12-02	3.8801	3.9795	0.0994
2019-12-03	3.8552	3.9538	0.0986
2019-12-04	3.863	3.9618	0.0988
2019-12-05	3.8585	3.9573	0.0988
2019-12-06	3.8494	3.948	0.0986
2019-12-09	3.8469	3.9453	0.0984
2019-12-10	3.8591	3.9579	0.0988
2019-12-11	3.8753	3.9745	0.0992
2019-12-12	3.8759	3.9751	0.0992
2019-12-13	3.8684	3.9674	0.099
2019-12-16	3.8425	3.9409	0.0984
2019-12-17	3.8459	3.9443	0.0984
2019-12-18	3.8357	3.9339	0.0982
2019-12-19	3.8573	3.9561	0.0988
2019-12-20	3.8522	3.9508	0.0986
2019-12-23	3.8599	3.9587	0.0988
2019-12-24	3.8667	3.9657	0.099
2019-12-27	3.8667	3.9657	0.099
2019-12-30	3.8699	3.9689	0.099
2019-12-31	3.8595	3.9583	0.0988
2020-01-02	3.8715	3.9707	0.0992
2020-01-03	3.8694	3.9684	0.099
2020-01-07	3.8756	3.9748	0.0992
2020-01-08	3.8497	3.9483	0.0986
2020-01-09	3.8747	3.9739	0.0992
2020-01-10	3.8767	3.9759	0.0992
2020-01-13	3.8767	3.9759	0.0992
2020-01-14	3.8673	3.9663	0.099
2020-01-15	3.8711	3.9702	0.0991
2020-01-16	3.8818	3.9812	0.0994
2020-01-17	3.8921	3.9917	0.0996
2020-01-20	3.891	3.9906	0.0996
2020-01-21	3.9037	4.0037	0.1
2020-01-22	3.903	4.003	0.1
2020-01-23	3.8829	3.9823	0.0994
2020-01-24	3.9033	4.0033	0.1
2020-01-27	3.9126	4.0128	0.1002
2020-01-28	3.9409	4.0417	0.1008
2020-01-29	3.9585	4.0599	0.1014
2020-01-30	3.9367	4.0375	0.1008
2020-01-31	3.9519	4.0531	0.1012
2020-02-03	3.9684	4.07	0.1016
2020-02-04	3.98	4.0818	0.1018
2020-02-05	3.9523	4.0535	0.1012
2020-02-06	3.924	4.0244	0.1004
2020-02-07	3.9177	4.0179	0.1002
2020-02-10	3.9402	4.041	0.1008
2020-02-11	3.9383	4.0391	0.1008
2020-02-12	3.944	4.045	0.101
2020-02-13	3.9512	4.0524	0.1012
2020-02-14	3.9542	4.0554	0.1012
2020-02-17	3.9347	4.0355	0.1008
2020-02-18	3.9415	4.0424	0.1009
2020-02-19	3.9708	4.0724	0.1016
2020-02-20	3.9703	4.0719	0.1016
2020-02-21	3.9797	4.0815	0.1018
2020-02-24	3.9855	4.0875	0.102
2020-02-25	4.0028	4.1052	0.1024
2020-02-26	4.0023	4.1047	0.1024
2020-02-27	4.0102	4.1128	0.1026
2020-02-28	4.0034	4.1058	0.1024
2020-03-02	4.0217	4.1247	0.103
2020-03-03	4.0051	4.1077	0.1026
2020-03-04	4.0018	4.1042	0.1024
2020-03-05	3.987	4.089	0.102
2020-03-06	3.9879	4.0899	0.102
2020-03-09	4.0204	4.1234	0.103
2020-03-10	4.0281	4.1313	0.1032
2020-03-11	4.027	4.13	0.103
2020-03-12	4.022	4.125	0.103
2020-03-13	4.0667	4.1708	0.1041
2020-03-16	4.0783	4.1827	0.1044
2020-03-17	4.1096	4.2148	0.1052
2020-03-18	4.1928	4.3002	0.1074
2020-03-19	4.1935	4.3009	0.1074
2020-03-20	4.2984	4.4084	0.11
2020-03-23	4.2577	4.3667	0.109
2020-03-24	4.2666	4.3758	0.1092
2020-03-25	4.301	4.4111	0.1101
2020-03-26	4.259	4.368	0.109
2020-03-27	4.2649	4.3741	0.1092
2020-03-30	4.2134	4.3212	0.1078
2020-03-31	4.2296	4.3379	0.1083
2020-04-01	4.2455	4.3542	0.1087
2020-04-02	4.2687	4.378	0.1093
2020-04-03	4.2769	4.3864	0.1095
2020-04-06	4.2852	4.3949	0.1097
2020-04-07	4.2651	4.3743	0.1092
2020-04-08	4.2339	4.3423	0.1084
2020-04-09	4.2442	4.3528	0.1086
2020-04-10	4.2441	4.3527	0.1086
2020-04-14	4.2512	4.36	0.1088
2020-04-15	4.2622	4.3713	0.1091
2020-04-16	4.252	4.3608	0.1088
2020-04-17	4.2541	4.363	0.1089
2020-04-20	4.2596	4.3686	0.109
2020-04-21	4.2407	4.3493	0.1086
2020-04-22	4.2519	4.3607	0.1088
2020-04-23	4.2524	4.3612	0.1088
2020-04-24	4.268	4.3773	0.1093
2020-04-27	4.2569	4.3659	0.109
2020-04-28	4.2348	4.3432	0.1084
2020-04-29	4.2299	4.3382	0.1083
2020-04-30	4.2467	4.3554	0.1087
2020-05-04	4.245	4.3532	0.1082
2020-05-05	4.2674	4.3762	0.1088
2020-05-06	4.2664	4.3752	0.1088
2020-05-07	4.2571	4.3657	0.1086
2020-05-08	4.2662	4.375	0.1088
2020-05-11	4.275	4.384	0.109
2020-05-12	4.2758	4.3848	0.109
2020-05-13	4.2773	4.3863	0.109
2020-05-14	4.2858	4.3951	0.1093
2020-05-15	4.29	4.3994	0.1094
2020-05-18	4.2751	4.3841	0.109
2020-05-19	4.2875	4.3968	0.1093
2020-05-20	4.2333	4.3413	0.108
2020-05-21	4.2474	4.3557	0.1083
2020-05-22	4.2251	4.3328	0.1077
2020-05-25	4.2153	4.3228	0.1075
2020-05-26	4.2066	4.3138	0.1072
2020-05-27	4.1697	4.276	0.1063
2020-05-28	4.1184	4.2234	0.105
2020-05-29	4.0974	4.2018	0.1044
2020-06-01	4.1097	4.2149	0.1052
2020-06-02	4.088	4.1926	0.1046
2020-06-03	4.0508	4.1545	0.1037
2020-06-04	4.0123	4.1151	0.1028
2020-06-05	4.0672	4.1713	0.1041
2020-06-08	4.0433	4.1468	0.1035
2020-06-09	4.0216	4.1246	0.103
2020-06-10	4.0783	4.1827	0.1044
2020-06-12	4.0898	4.1945	0.1047
2020-06-15	4.1015	4.2065	0.105
2020-06-16	4.0932	4.198	0.1048
2020-06-17	4.0669	4.171	0.1041
2020-06-18	4.1063	4.2114	0.1051
2020-06-19	4.116	4.2214	0.1054
2020-06-22	4.1285	4.2341	0.1056
2020-06-23	4.1243	4.2299	0.1056
2020-06-24	4.1092	4.2144	0.1052
2020-06-25	4.1177	4.2231	0.1054
2020-06-26	4.1228	4.2284	0.1056
2020-06-29	4.1391	4.2451	0.106
2020-06-30	4.1366	4.2425	0.1059
2020-07-01	4.1292	4.2349	0.1057
2020-07-02	4.1278	4.2334	0.1056
2020-07-03	4.1392	4.2452	0.106
2020-07-06	4.1489	4.2551	0.1062
2020-07-07	4.1491	4.2553	0.1062
2020-07-08	4.1498	4.256	0.1062
2020-07-09	4.1591	4.2655	0.1064
2020-07-10	4.1551	4.2615	0.1064
2020-07-13	4.1569	4.2633	0.1064
2020-07-14	4.1477	4.2539	0.1062
2020-07-15	4.1587	4.2651	0.1064
2020-07-16	4.1152	4.2206	0.1054
2020-07-17	4.1194	4.2248	0.1054
2020-07-20	4.1123	4.2175	0.1052
2020-07-21	4.099	4.204	0.105
2020-07-22	4.0834	4.188	0.1046
2020-07-23	4.0729	4.1771	0.1042
2020-07-24	4.0498	4.1534	0.1036
2020-07-27	4.0572	4.161	0.1038
2020-07-28	4.0378	4.1412	0.1034
2020-07-29	4.0274	4.1304	0.103
2020-07-30	4.0561	4.1599	0.1038
2020-07-31	4.0541	4.1579	0.1038
2020-08-03	4.0431	4.1466	0.1035
2020-08-04	4.0372	4.1406	0.1034
2020-08-05	4.0292	4.1324	0.1032
2020-08-06	4.0296	4.1328	0.1032
2020-08-07	4.048	4.1516	0.1036
2020-08-10	4.0342	4.1374	0.1032
2020-08-11	4.0329	4.1361	0.1032
2020-08-12	4.0381	4.1415	0.1034
2020-08-13	4.0489	4.1525	0.1036
2020-08-14	4.0372	4.1406	0.1034
2020-08-17	4.0391	4.1425	0.1034
2020-08-18	4.0314	4.1346	0.1032
2020-08-19	4.026	4.129	0.103
2020-08-20	4.0195	4.1223	0.1028
2020-08-21	4.0221	4.1251	0.103
2020-08-24	4.03	4.1332	0.1032
2020-08-25	4.0443	4.1479	0.1036
2020-08-26	4.0328	4.136	0.1032
2020-08-27	4.0432	4.1467	0.1035
2020-08-28	4.0561	4.1599	0.1038
2020-08-31	4.043	4.1465	0.1035
2020-09-01	4.0369	4.1403	0.1034
2020-09-02	4.0147	4.1175	0.1028
2020-09-03	4.0229	4.1259	0.103
2020-09-04	4.0459	4.1495	0.1036
2020-09-07	4.074	4.1782	0.1042
2020-09-08	4.0734	4.1776	0.1042
2020-09-09	4.0511	4.1548	0.1037
2020-09-10	4.0737	4.1779	0.1042
2020-09-11	4.0868	4.1914	0.1046
2020-09-14	4.0789	4.1833	0.1044
2020-09-15	4.0814	4.1858	0.1044
2020-09-16	4.0801	4.1845	0.1044
2020-09-17	4.0852	4.1898	0.1046
2020-09-18	4.0889	4.1935	0.1046
2020-09-21	4.0857	4.1903	0.1046
2020-09-22	4.1037	4.2087	0.105
2020-09-23	4.1375	4.2434	0.1059
2020-09-24	4.1215	4.227	0.1055
2020-09-25	4.1469	4.2531	0.1062
2020-09-28	4.1565	4.2629	0.1064
2020-09-29	4.1629	4.2695	0.1066
2020-09-30	4.1965	4.3039	0.1074
2020-10-01	4.1351	4.2409	0.1058
2020-10-02	4.1357	4.2415	0.1058
2020-10-05	4.1124	4.2176	0.1052
2020-10-06	4.1212	4.2267	0.1055
2020-10-07	4.1204	4.2258	0.1054
2020-10-08	4.1032	4.2082	0.105
2020-10-09	4.1079	4.2131	0.1052
2020-10-12	4.1013	4.2063	0.105
2020-10-13	4.1116	4.2168	0.1052
2020-10-14	4.114	4.2193	0.1053
2020-10-15	4.1356	4.2414	0.1058
2020-10-16	4.1965	4.3039	0.1074
2020-10-19	4.2035	4.3111	0.1076
2020-10-20	4.1914	4.2987	0.1073
2020-10-21	4.2271	4.3353	0.1082
2020-10-22	4.2263	4.3345	0.1082
2020-10-23	4.2176	4.3256	0.108
2020-10-26	4.2194	4.3274	0.108
2020-10-27	4.2196	4.3276	0.108
2020-10-28	4.2204	4.3284	0.108
2020-10-29	4.257	4.366	0.109
2020-10-30	4.2784	4.3879	0.1095
