PEKAO: Tabela kursowa Banku Pekao S.A. (CHF)

Dane powyciągne z poniższego linku iterując po parametrach 'date' oraz 'table':

https://www.pekao.com.pl/.currencies/file?type=TEXT&source=PEKAO&date=2020-01-20&table=1

Ten link jest tym samym, co kryje się pod przyciskiem 'POBIERZ TXT' na stronie internetowej
Zdarzają się jednak dni, kiedy na stronie nie ma widocznych żadnych kursów, ale link do pobrania pliku działa
Na przykład 2020-01-20 - na stronie kursów nie widać, chociaż pod linkiem są dostępne

* - Nr tabeli nie zawsze jest ciągły. Są dni z tabelami [2, 3] albo [1, 2, 4]

Data	Godzina	Nr tabeli*	Kupno	Sprzedaż	Spread
2012-12-31	07:00	1	3.2692	3.4862	0.2170
2013-01-02	07:00	1	3.2708	3.4876	0.2168
2013-01-02	10:10	2	3.2465	3.4617	0.2152
2013-01-03	07:00	1	3.254	3.4693	0.2153
2013-01-03	11:45	2	3.2657	3.483	0.2173
2013-01-04	07:00	1	3.2734	3.4904	0.2170
2013-01-04	08:50	2	3.2881	3.5063	0.2182
2013-01-07	07:00	1	3.2974	3.5167	0.2193
2013-01-08	07:00	1	3.3036	3.5228	0.2192
2013-01-09	07:00	1	3.3002	3.5191	0.2189
2013-01-09	16:35	2	3.2745	3.4918	0.2173
2013-01-10	07:00	1	3.274	3.4912	0.2172
2013-01-11	07:00	1	3.2758	3.4937	0.2179
2013-01-11	15:10	2	3.262	3.4779	0.2159
2013-01-14	07:00	1	3.2734	3.4903	0.2169
2013-01-15	07:00	1	3.2536	3.4692	0.2156
2013-01-16	07:00	1	3.215	3.4289	0.2139
2013-01-16	16:50	2	3.2265	3.44	0.2135
2013-01-17	07:00	1	3.2286	3.4433	0.2147
2013-01-18	07:00	1	3.2045	3.4433	0.2388
2013-01-18	16:20	2	3.2408	3.4561	0.2153
2013-01-21	07:00	1	3.2411	3.4555	0.2144
2013-01-22	07:00	1	3.2499	3.4655	0.2156
2013-01-23	07:00	1	3.2647	3.4946	0.2299
2013-01-24	07:00	1	3.2676	3.4989	0.2313
2013-01-25	07:00	1	3.2515	3.4813	0.2298
2013-01-25	16:50	2	3.2377	3.4669	0.2292
2013-01-28	07:00	1	3.2416	3.4705	0.2289
2013-01-28	16:50	2	3.2568	3.4864	0.2296
2013-01-29	07:00	1	3.2511	3.4803	0.2292
2013-01-30	07:00	1	3.2619	3.4927	0.2308
2013-01-31	07:00	1	3.2763	3.5082	0.2319
2013-02-01	07:00	1	3.2817	3.5131	0.2314
2013-02-01	15:35	2	3.2642	3.4947	0.2305
2013-02-04	07:00	1	3.2582	3.488	0.2298
2013-02-05	07:00	1	3.2711	3.5018	0.2307
2013-02-06	07:00	1	3.2753	3.5066	0.2313
2013-02-07	07:00	1	3.2693	3.5001	0.2308
2013-02-08	07:00	1	3.278	3.5101	0.2321
2013-02-08	09:00	2	3.2773	3.5087	0.2314
2013-02-11	07:00	1	3.2663	3.4967	0.2304
2013-02-12	07:00	1	3.2688	3.4991	0.2303
2013-02-13	07:00	1	3.2776	3.5096	0.2320
2013-02-14	07:00	1	3.2553	3.4849	0.2296
2013-02-14	12:45	2	3.2848	3.5165	0.2317
2013-02-15	07:00	1	3.278	3.5092	0.2312
2013-02-18	07:00	1	3.275	3.5068	0.2318
2013-02-19	07:00	1	3.2827	3.5148	0.2321
2013-02-20	07:00	1	3.2647	3.4953	0.2306
2013-02-21	07:00	1	3.2543	3.4841	0.2298
2013-02-22	07:00	1	3.2654	3.4957	0.2303
2013-02-25	07:00	1	3.2771	3.5085	0.2314
2013-02-25	13:15	2	3.2621	3.493	0.2309
2013-02-26	07:00	1	3.2568	3.4868	0.2300
2013-02-26	09:10	3	3.308	3.5421	0.2341
2013-02-27	07:00	1	3.3005	3.5329	0.2324
2013-02-28	07:00	1	3.3004	3.5332	0.2328
2013-03-01	07:00	1	3.2839	3.5158	0.2319
2013-03-04	07:00	1	3.2574	3.4868	0.2294
2013-03-05	07:00	1	3.2635	3.4936	0.2301
2013-03-06	07:00	1	3.2485	3.4776	0.2291
2013-03-07	07:00	1	3.2549	3.4845	0.2296
2013-03-07	16:50	2	3.2441	3.4729	0.2288
2013-03-08	07:00	1	3.2461	3.475	0.2289
2013-03-11	07:00	1	3.2256	3.4539	0.2283
2013-03-12	07:00	1	3.2376	3.4656	0.2280
2013-03-13	07:00	1	3.2441	3.4727	0.2286
2013-03-14	07:00	1	3.2475	3.4772	0.2297
2013-03-15	07:00	1	3.2467	3.4765	0.2298
2013-03-18	07:00	1	3.2581	3.4879	0.2298
2013-03-19	07:00	1	3.2732	3.5049	0.2317
2013-03-20	07:00	1	3.2935	3.5261	0.2326
2013-03-21	07:00	1	3.2965	3.529	0.2325
2013-03-22	07:00	1	3.3041	3.5379	0.2338
2013-03-25	07:00	1	3.3001	3.5337	0.2336
2013-03-26	07:00	1	3.2985	3.5312	0.2327
2013-03-27	07:00	1	3.3037	3.5376	0.2339
2013-03-28	07:00	1	3.3134	3.5471	0.2337
2013-03-29	07:00	1	3.3149	3.5486	0.2337
2013-04-02	07:00	1	3.3186	3.5544	0.2358
2013-04-03	07:00	1	3.3234	3.5574	0.2340
2013-04-04	07:00	1	3.336	3.571	0.235
2013-04-04	16:10	2	3.3262	3.5614	0.2352
2013-04-05	07:00	1	3.3269	3.5615	0.2346
2013-04-05	14:55	2	3.319	3.5539	0.2349
2013-04-08	07:00	1	3.3096	3.5431	0.2335
2013-04-08	14:00	2	3.2764	3.5083	0.2319
2013-04-09	07:00	1	3.2742	3.5049	0.2307
2013-04-10	07:00	1	3.265	3.4953	0.2303
2013-04-11	07:00	1	3.2584	3.4886	0.2302
2013-04-12	07:00	1	3.2623	3.4927	0.2304
2013-04-15	07:00	1	3.2598	3.4898	0.2300
2013-04-16	07:00	1	3.2659	3.4972	0.2313
2013-04-17	07:00	1	3.2683	3.4991	0.2308
2013-04-18	07:00	1	3.2694	3.5	0.2306
2013-04-19	07:00	1	3.2667	3.4971	0.2304
2013-04-22	07:00	1	3.2566	3.4863	0.2297
2013-04-23	07:00	1	3.2576	3.4876	0.2300
2013-04-24	07:00	1	3.2572	3.4869	0.2297
2013-04-25	07:00	1	3.2504	3.4799	0.2295
2013-04-26	07:00	1	3.2536	3.4839	0.2303
2013-04-29	07:00	1	3.2721	3.5031	0.2310
2013-04-30	07:00	1	3.2571	3.4877	0.2306
2013-05-02	07:00	1	3.2843	3.516	0.2317
2013-05-06	07:00	1	3.2742	3.506	0.2318
2013-05-07	07:00	1	3.2652	3.4961	0.2309
2013-05-08	07:00	1	3.2518	3.4814	0.2296
2013-05-09	07:00	1	3.241	3.4693	0.2283
2013-05-10	07:00	1	3.2347	3.4632	0.2285
2013-05-10	17:10	2	3.2245	3.4519	0.2274
2013-05-13	07:00	1	3.2243	3.4519	0.2276
2013-05-14	07:00	1	3.2336	3.4616	0.2280
2013-05-15	07:00	1	3.2409	3.4702	0.2293
2013-05-16	07:00	1	3.2434	3.4724	0.2290
2013-05-17	07:00	1	3.2559	3.4855	0.2296
2013-05-20	07:00	1	3.2304	3.4582	0.2278
2013-05-21	07:00	1	3.2429	3.4713	0.2284
2013-05-22	07:00	1	3.2369	3.4654	0.2285
2013-05-23	07:00	1	3.2012	3.427	0.2258
2013-05-24	07:00	1	3.2456	3.4747	0.2291
2013-05-27	07:00	1	3.2611	3.491	0.2299
2013-05-28	07:00	1	3.2535	3.4832	0.2297
2013-05-29	07:00	1	3.2227	3.4497	0.2270
2013-05-29	17:20	2	3.2891	3.5219	0.2328
2013-05-31	07:00	1	3.2891	3.521	0.2319
2013-05-31	08:50	2	3.3063	3.5397	0.2334
2013-06-03	07:00	1	3.325	3.5597	0.2347
2013-06-04	07:00	1	3.3087	3.542	0.2333
2013-06-04	12:40	2	3.2973	3.5355	0.2382
2013-06-05	07:00	1	3.2928	3.525	0.2322
2013-06-06	07:00	1	3.3375	3.5731	0.2356
2013-06-07	07:00	1	3.3649	3.6039	0.2390
2013-06-07	16:30	2	3.3376	3.5729	0.2353
2013-06-10	07:00	1	3.3155	3.5493	0.2338
2013-06-11	07:00	1	3.3264	3.5626	0.2362
2013-06-11	16:00	2	3.3676	3.6053	0.2377
2013-06-12	07:00	1	3.3598	3.5966	0.2368
2013-06-13	07:00	1	3.3365	3.5718	0.2353
2013-06-14	07:00	1	3.3406	3.5761	0.2355
2013-06-14	15:30	2	3.3151	3.5488	0.2337
2013-06-17	07:00	1	3.326	3.5603	0.2343
2013-06-18	07:00	1	3.307	3.5405	0.2335
2013-06-19	07:00	1	3.3379	3.5698	0.2319
2013-06-20	07:00	1	3.3406	3.5761	0.2355
2013-06-20	08:15	2	3.3635	3.6015	0.2380
2013-06-20	16:35	3	3.3998	3.6398	0.2400
2013-06-20	16:50	4	3.4068	3.6472	0.2404
2013-06-21	07:00	1	3.4089	3.6494	0.2405
2013-06-24	07:00	1	3.4235	3.6651	0.2416
2013-06-25	07:00	1	3.424	3.6653	0.2413
2013-06-26	07:00	1	3.4153	3.656	0.2407
2013-06-26	12:45	2	3.4206	3.6617	0.2411
2013-06-27	07:00	1	3.4203	3.6617	0.2414
2013-06-28	07:00	1	3.4116	3.6524	0.2408
2013-07-01	07:00	1	3.4073	3.6478	0.2405
2013-07-02	07:00	1	3.3869	3.6264	0.2395
2013-07-03	07:00	1	3.3853	3.6239	0.2386
2013-07-04	07:00	1	3.3852	3.6238	0.2386
2013-07-05	07:00	1	3.3427	3.5783	0.2356
2013-07-08	07:00	1	3.3714	3.6093	0.2379
2013-07-08	12:20	2	3.3605	3.5971	0.2366
2013-07-08	16:55	3	3.3539	3.59	0.2361
2013-07-09	07:00	1	3.3587	3.5955	0.2368
2013-07-10	07:00	1	3.3581	3.5948	0.2367
2013-07-11	07:00	1	3.3573	3.5942	0.2369
2013-07-11	08:10	2	3.3633	3.6007	0.2374
2013-07-12	07:00	1	3.3714	3.609	0.2376
2013-07-12	16:50	2	3.3592	3.596	0.2368
2013-07-15	07:00	1	3.3555	3.5923	0.2368
2013-07-16	07:00	1	3.3401	3.5759	0.2358
2013-07-16	16:15	2	3.3209	3.5556	0.2347
2013-07-17	07:00	1	3.3165	3.5506	0.2341
2013-07-18	07:00	1	3.3188	3.5528	0.2340
2013-07-19	07:00	1	3.3103	3.5443	0.2340
2013-07-22	07:00	1	3.3134	3.5484	0.2350
2013-07-23	07:00	1	3.2939	3.5262	0.2323
2013-07-24	07:00	1	3.2802	3.5123	0.2321
2013-07-25	07:00	1	3.2932	3.5271	0.2339
2013-07-26	07:00	1	3.3137	3.5473	0.2336
2013-07-29	07:00	1	3.3201	3.5539	0.2338
2013-07-30	07:00	1	3.2992	3.5315	0.2323
2013-07-31	07:00	1	3.3134	3.547	0.2336
2013-08-01	07:00	1	3.3262	3.5615	0.2353
2013-08-02	07:00	1	3.3247	3.5594	0.2347
2013-08-05	07:00	1	3.3128	3.5464	0.2336
2013-08-06	07:00	1	3.2994	3.5329	0.2335
2013-08-07	07:00	1	3.3022	3.5359	0.2337
2013-08-08	07:00	1	3.3121	3.5465	0.2344
2013-08-09	07:00	1	3.2881	3.5209	0.2328
2013-08-12	07:00	1	3.2877	3.5198	0.2321
2013-08-13	07:00	1	3.2844	3.516	0.2316
2013-08-14	07:00	1	3.2792	3.5107	0.2315
2013-08-16	07:00	1	3.2765	3.5084	0.2319
2013-08-19	07:00	1	3.3007	3.5334	0.2327
2013-08-20	07:00	1	3.3205	3.5555	0.2350
2013-08-20	15:20	2	3.3139	3.5478	0.2339
2013-08-21	07:00	1	3.3145	3.5482	0.2337
2013-08-22	07:00	1	3.3274	3.5623	0.2349
2013-08-23	07:00	1	3.323	3.5572	0.2342
2013-08-26	07:00	1	3.3076	3.5408	0.2332
2013-08-27	07:00	1	3.3072	3.5407	0.2335
2013-08-27	11:35	2	3.3321	3.5676	0.2355
2013-08-28	07:00	1	3.3348	3.57	0.2352
2013-08-28	16:00	2	3.378	3.6164	0.2384
2013-08-29	07:00	1	3.371	3.6087	0.2377
2013-08-30	07:00	1	3.3577	3.5944	0.2367
2013-09-02	07:00	1	3.3487	3.5847	0.2360
2013-09-03	07:00	1	3.3354	3.5717	0.2363
2013-09-04	07:00	1	3.3457	3.5816	0.2359
2013-09-05	07:00	1	3.3421	3.5778	0.2357
2013-09-06	07:00	1	3.3397	3.5748	0.2351
2013-09-09	07:00	1	3.3479	3.5839	0.2360
2013-09-10	07:00	1	3.3437	3.5803	0.2366
2013-09-10	16:55	2	3.3074	3.5417	0.2343
2013-09-11	07:00	1	3.3051	3.5381	0.2330
2013-09-12	07:00	1	3.2911	3.5234	0.2323
2013-09-13	07:00	1	3.2907	3.5236	0.2329
2013-09-16	07:00	1	3.2813	3.5126	0.2313
2013-09-17	07:00	1	3.2735	3.5044	0.2309
2013-09-18	07:00	1	3.2857	3.519	0.2333
2013-09-19	07:00	1	3.3069	3.5404	0.2335
2013-09-20	07:00	1	3.2839	3.5157	0.2318
2013-09-23	07:00	1	3.3106	3.5443	0.2337
2013-09-23	10:45	2	3.3108	3.5448	0.2340
2013-09-24	07:00	1	3.3183	3.5529	0.2346
2013-09-25	07:00	1	3.3286	3.5633	0.2347
2013-09-26	07:00	1	3.3099	3.5445	0.2346
2013-09-27	07:00	1	3.3266	3.5614	0.2348
2013-09-30	07:00	1	3.3355	3.5704	0.2349
2013-10-01	07:00	1	3.3284	3.5628	0.2344
2013-10-02	07:00	1	3.3194	3.5546	0.2352
2013-10-03	07:00	1	3.3216	3.5558	0.2342
2013-10-04	07:00	1	3.3075	3.5408	0.2333
2013-10-07	07:00	1	3.3054	3.5388	0.2334
2013-10-08	07:00	1	3.3004	3.5331	0.2327
2013-10-09	07:00	1	3.2956	3.5289	0.2333
2013-10-10	07:00	1	3.2971	3.5293	0.2322
2013-10-11	07:00	1	3.2863	3.518	0.2317
2013-10-14	07:00	1	3.2799	3.5115	0.2316
2013-10-15	07:00	1	3.2775	3.5083	0.2308
2013-10-16	07:00	1	3.2639	3.4938	0.2299
2013-10-17	07:00	1	3.2561	3.4857	0.2296
2013-10-18	07:00	1	3.2661	3.4973	0.2312
2013-10-21	07:00	1	3.2631	3.4935	0.2304
2013-10-22	07:00	1	3.2739	3.5048	0.2309
2013-10-22	16:35	2	3.2584	3.4885	0.2301
2013-10-23	07:00	1	3.2614	3.4922	0.2308
2013-10-24	07:00	1	3.2825	3.5143	0.2318
2013-10-25	07:00	1	3.2833	3.5152	0.2319
2013-10-28	07:00	1	3.2743	3.5052	0.2309
2013-10-29	07:00	1	3.2713	3.5017	0.2304
2013-10-30	07:00	1	3.2748	3.5061	0.2313
2013-10-31	07:00	1	3.2618	3.4919	0.2301
2013-10-31	16:10	2	3.2752	3.507	0.2318
2013-11-04	07:00	1	3.2782	3.5093	0.2311
2013-11-04	08:40	2	3.2879	3.5203	0.2324
2013-11-05	07:00	1	3.2787	3.5097	0.2310
2013-11-06	07:00	1	3.2842	3.5193	0.2351
2013-11-07	07:00	1	3.2724	3.5034	0.2310
2013-11-07	13:25	2	3.2677	3.4984	0.2307
2013-11-07	15:10	3	3.2662	3.4982	0.2320
2013-11-08	07:00	1	3.283	3.5145	0.2315
2013-11-12	07:00	1	3.2884	3.5203	0.2319
2013-11-13	07:00	1	3.2941	3.5264	0.2323
2013-11-14	07:00	1	3.2894	3.5216	0.2322
2013-11-15	07:00	1	3.2841	3.5157	0.2316
2013-11-18	07:00	1	3.2765	3.5078	0.2313
2013-11-19	07:00	1	3.2697	3.502	0.2323
2013-11-20	07:00	1	3.2741	3.5058	0.2317
2013-11-20	16:55	2	3.2826	3.5141	0.2315
2013-11-21	07:00	1	3.2865	3.5183	0.2318
2013-11-22	07:00	1	3.2889	3.5208	0.2319
2013-11-25	07:00	1	3.3003	3.533	0.2327
2013-11-26	07:00	1	3.291	3.5231	0.2321
2013-11-27	07:00	1	3.296	3.5284	0.2324
2013-11-28	07:00	1	3.2943	3.5263	0.2320
2013-11-29	07:00	1	3.2912	3.5236	0.2324
2013-12-02	07:00	1	3.2976	3.5304	0.2328
2013-12-03	07:00	1	3.2937	3.5259	0.2322
2013-12-04	07:00	1	3.3016	3.5347	0.2331
2013-12-05	07:00	1	3.3043	3.5376	0.2333
2013-12-06	07:00	1	3.3005	3.5329	0.2324
2013-12-09	07:00	1	3.303	3.5359	0.2329
2013-12-10	07:00	1	3.2974	3.5303	0.2329
2013-12-11	07:00	1	3.3039	3.5372	0.2333
2013-12-12	07:00	1	3.3061	3.5392	0.2331
2013-12-13	07:00	1	3.3036	3.5363	0.2327
2013-12-16	07:00	1	3.3031	3.5357	0.2326
2013-12-17	07:00	1	3.3008	3.5333	0.2325
2013-12-18	07:00	1	3.308	3.5421	0.2341
2013-12-19	07:00	1	3.3101	3.5435	0.2334
2013-12-20	07:00	1	3.2871	3.5189	0.2318
2013-12-23	07:00	1	3.2803	3.5117	0.2314
2013-12-24	07:00	1	3.2795	3.5117	0.2322
2013-12-24	13:45	2	3.2724	3.5032	0.2308
2013-12-27	07:00	1	3.2743	3.5052	0.2309
2013-12-27	09:20	2	3.2616	3.4919	0.2303
2013-12-30	07:00	1	3.2754	3.5075	0.2321
2013-12-31	07:00	1	3.2658	3.4964	0.2306
2014-01-02	07:00	1	3.271	3.5014	0.2304
2014-01-03	07:00	1	3.2709	3.5013	0.2304
2014-01-07	07:00	1	3.2733	3.5041	0.2308
2014-01-07	08:55	2	3.266	3.4963	0.2303
2014-01-08	07:00	1	3.2636	3.4935	0.2299
2014-01-09	07:00	1	3.2631	3.494	0.2309
2014-01-10	07:00	1	3.2639	3.4949	0.2310
2014-01-13	07:00	1	3.2614	3.4911	0.2297
2014-01-14	07:00	1	3.2578	3.4878	0.2300
2014-01-15	07:00	1	3.2509	3.4799	0.2290
2014-01-16	07:00	1	3.2471	3.4758	0.2287
2014-01-17	07:00	1	3.2627	3.4936	0.2309
2014-01-20	07:00	1	3.2614	3.4911	0.2297
2014-01-21	07:00	1	3.2572	3.4872	0.2300
2014-01-22	07:00	1	3.259	3.4891	0.2301
2014-01-23	07:00	1	3.2579	3.4885	0.2306
2014-01-24	07:00	1	3.279	3.5102	0.2312
2014-01-24	13:00	2	3.3222	3.5565	0.2343
2014-01-27	07:00	1	3.3138	3.5474	0.2336
2014-01-28	07:00	1	3.3214	3.5559	0.2345
2014-01-29	07:00	1	3.3046	3.5379	0.2333
2014-01-30	07:00	1	3.331	3.5659	0.2349
2014-01-31	07:00	1	3.3423	3.5797	0.2374
2014-01-31	16:10	2	3.3593	3.5961	0.2368
2014-02-03	07:00	1	3.3643	3.6015	0.2372
2014-02-04	07:00	1	3.3521	3.5893	0.2372
2014-02-05	07:00	1	3.3331	3.5685	0.2354
2014-02-06	07:00	1	3.316	3.5499	0.2339
2014-02-07	07:00	1	3.3023	3.5352	0.2329
2014-02-10	07:00	1	3.3025	3.5354	0.2329
2014-02-11	07:00	1	3.2999	3.5326	0.2327
2014-02-12	07:00	1	3.2956	3.5283	0.2327
2014-02-13	07:00	1	3.2845	3.5162	0.2317
2014-02-14	07:00	1	3.2886	3.5209	0.2323
2014-02-17	07:00	1	3.2805	3.5121	0.2316
2014-02-18	07:00	1	3.2762	3.5073	0.2311
2014-02-19	07:00	1	3.2813	3.5127	0.2314
2014-02-20	07:00	1	3.2981	3.5313	0.2332
2014-02-20	17:00	2	3.3003	3.5331	0.2328
2014-02-21	07:00	1	3.299	3.532	0.233
2014-02-24	07:00	1	3.294	3.5263	0.2323
2014-02-25	07:00	1	3.2892	3.5209	0.2317
2014-02-26	07:00	1	3.288	3.5198	0.2318
2014-02-26	09:30	2	3.2861	3.5182	0.2321
2014-02-27	07:00	1	3.3028	3.536	0.2332
2014-02-28	07:00	1	3.3101	3.5435	0.2334
2014-02-28	11:30	2	3.3037	3.5364	0.2327
2014-03-03	07:00	1	3.3086	3.5422	0.2336
2014-03-03	16:30	3	3.3374	3.5725	0.2351
2014-03-04	07:00	1	3.342	3.5786	0.2366
2014-03-04	09:20	2	3.3354	3.5709	0.2355
2014-03-05	07:00	1	3.3235	3.5579	0.2344
2014-03-06	07:00	1	3.3135	3.5475	0.2340
2014-03-07	07:00	1	3.3027	3.5356	0.2329
2014-03-10	07:00	1	3.3282	3.5629	0.2347
2014-03-11	07:00	1	3.3366	3.5719	0.2353
2014-03-12	07:00	1	3.3468	3.5828	0.2360
2014-03-13	07:00	1	3.3594	3.5966	0.2372
2014-03-14	07:00	1	3.3605	3.5974	0.2369
2014-03-17	07:00	1	3.3784	3.6164	0.2380
2014-03-18	07:00	1	3.3576	3.5953	0.2377
2014-03-19	07:00	1	3.3386	3.5749	0.2363
2014-03-20	07:00	1	3.3342	3.5696	0.2354
2014-03-21	07:00	1	3.3232	3.5576	0.2344
2014-03-24	07:00	1	3.3306	3.5658	0.2352
2014-03-25	07:00	1	3.3256	3.5598	0.2342
2014-03-26	07:00	1	3.3148	3.5494	0.2346
2014-03-27	07:00	1	3.3072	3.5407	0.2335
2014-03-28	07:00	1	3.3037	3.537	0.2333
2014-03-31	07:00	1	3.3065	3.5399	0.2334
2014-04-01	07:00	1	3.3052	3.5383	0.2331
2014-04-02	07:00	1	3.3102	3.544	0.2338
2014-04-03	07:00	1	3.3009	3.5345	0.2336
2014-04-04	07:00	1	3.2897	3.5225	0.2328
2014-04-07	07:00	1	3.2841	3.5157	0.2316
2014-04-08	07:00	1	3.3011	3.5339	0.2328
2014-04-09	07:00	1	3.3009	3.5337	0.2328
2014-04-10	07:00	1	3.3071	3.5404	0.2333
2014-04-11	07:00	1	3.3119	3.5457	0.2338
2014-04-11	15:25	2	3.3252	3.5594	0.2342
2014-04-14	07:00	1	3.3221	3.5564	0.2343
2014-04-14	10:20	3	3.3305	3.5651	0.2346
2014-04-15	07:00	1	3.3229	3.5576	0.2347
2014-04-15	12:10	2	3.322	3.5566	0.2346
2014-04-16	07:00	1	3.3301	3.5649	0.2348
2014-04-16	16:55	2	3.3235	3.5579	0.2344
2014-04-17	07:00	1	3.3288	3.5633	0.2345
2014-04-18	07:00	1	3.3171	3.5513	0.2342
2014-04-22	07:00	1	3.3088	3.5427	0.2339
2014-04-23	07:00	1	3.3132	3.5471	0.2339
2014-04-24	07:00	1	3.3194	3.5532	0.2338
2014-04-25	07:00	1	3.3231	3.5575	0.2344
2014-04-28	07:00	1	3.3364	3.5716	0.2352
2014-04-29	07:00	1	3.3358	3.571	0.2352
2014-04-30	07:00	1	3.3236	3.558	0.2344
2014-05-02	07:00	1	3.3207	3.5551	0.2344
2014-05-05	07:00	1	3.3289	3.5636	0.2347
2014-05-06	07:00	1	3.3349	3.5697	0.2348
2014-05-07	07:00	1	3.3336	3.569	0.2354
2014-05-08	07:00	1	3.3202	3.5553	0.2351
2014-05-09	07:00	1	3.3151	3.5498	0.2347
2014-05-12	07:00	1	3.3104	3.5439	0.2335
2014-05-13	07:00	1	3.31	3.5435	0.2335
2014-05-14	07:00	1	3.3101	3.5436	0.2335
2014-05-15	07:00	1	3.3175	3.5518	0.2343
2014-05-16	07:00	1	3.3162	3.55	0.2338
2014-05-19	07:00	1	3.3137	3.5474	0.2337
2014-05-20	07:00	1	3.3072	3.5422	0.2350
2014-05-21	07:00	1	3.3116	3.5448	0.2332
2014-05-22	07:00	1	3.3065	3.54	0.2335
2014-05-23	07:00	1	3.2979	3.5308	0.2329
2014-05-26	07:00	1	3.2863	3.5189	0.2326
2014-05-27	07:00	1	3.2956	3.528	0.2324
2014-05-28	07:00	1	3.2876	3.5194	0.2318
2014-05-29	07:00	1	3.2849	3.5169	0.2320
2014-05-30	07:00	1	3.2808	3.5122	0.2314
2014-06-02	07:00	1	3.2755	3.5065	0.2310
2014-06-02	12:15	2	3.2733	3.5045	0.2312
2014-06-03	07:00	1	3.2778	3.509	0.2312
2014-06-04	07:00	1	3.2828	3.5147	0.2319
2014-06-05	07:00	1	3.2776	3.5088	0.2312
2014-06-05	16:25	2	3.2655	3.4959	0.2304
2014-06-06	07:00	1	3.2782	3.5095	0.2313
2014-06-06	15:20	2	3.2552	3.4849	0.2297
2014-06-09	07:00	1	3.2557	3.4863	0.2306
2014-06-10	07:00	1	3.2468	3.4755	0.2287
2014-06-11	07:00	1	3.2595	3.4897	0.2302
2014-06-12	07:00	1	3.2629	3.4931	0.2302
2014-06-13	07:00	1	3.2592	3.4894	0.2302
2014-06-16	07:00	1	3.268	3.4988	0.2308
2014-06-17	07:00	1	3.2867	3.5186	0.2319
2014-06-18	07:00	1	3.2811	3.5128	0.2317
2014-06-20	07:00	1	3.2828	3.516	0.2332
2014-06-20	17:00	2	3.305	3.5381	0.2331
2014-06-23	07:00	1	3.3087	3.5421	0.2334
2014-06-24	07:00	1	3.299	3.5319	0.2329
2014-06-25	07:00	1	3.2968	3.5296	0.2328
2014-06-26	07:00	1	3.2964	3.5291	0.2327
2014-06-26	16:45	2	3.3006	3.5331	0.2325
2014-06-27	07:00	1	3.2969	3.5297	0.2328
2014-06-30	07:00	1	3.3031	3.5363	0.2332
2014-07-01	07:00	1	3.304	3.537	0.233
2014-07-02	07:00	1	3.313	3.5469	0.2339
2014-07-03	07:00	1	3.3026	3.5355	0.2329
2014-07-03	16:15	2	3.285	3.517	0.232
2014-07-04	07:00	1	3.2887	3.5209	0.2322
2014-07-07	07:00	1	3.2935	3.5261	0.2326
2014-07-08	07:00	1	3.2937	3.5261	0.2324
2014-07-09	07:00	1	3.2866	3.5187	0.2321
2014-07-10	07:00	1	3.2797	3.5119	0.2322
2014-07-11	07:00	1	3.2978	3.5304	0.2326
2014-07-14	07:00	1	3.2957	3.5281	0.2324
2014-07-15	07:00	1	3.2965	3.529	0.2325
2014-07-16	07:00	1	3.2882	3.5201	0.2319
2014-07-17	07:00	1	3.2847	3.5164	0.2317
2014-07-18	07:00	1	3.2914	3.5244	0.2330
2014-07-21	07:00	1	3.2973	3.5298	0.2325
2014-07-22	07:00	1	3.3004	3.5341	0.2337
2014-07-23	07:00	1	3.2919	3.5244	0.2325
2014-07-24	07:00	1	3.2877	3.5196	0.2319
2014-07-25	07:00	1	3.2908	3.5229	0.2321
2014-07-28	07:00	1	3.2931	3.5257	0.2326
2014-07-29	07:00	1	3.2965	3.529	0.2325
2014-07-30	07:00	1	3.2961	3.5286	0.2325
2014-07-31	07:00	1	3.2984	3.5314	0.2330
2014-08-01	07:00	1	3.3149	3.5486	0.2337
2014-08-04	07:00	1	3.3212	3.5569	0.2357
2014-08-05	07:00	1	3.3152	3.5493	0.2341
2014-08-06	07:00	1	3.318	3.5523	0.2343
2014-08-06	16:20	2	3.3431	3.5788	0.2357
2014-08-07	07:00	1	3.3394	3.5752	0.2358
2014-08-08	07:00	1	3.3424	3.5784	0.2360
2014-08-11	07:00	1	3.3456	3.5836	0.2380
2014-08-11	16:55	2	3.3444	3.5805	0.2361
2014-08-12	07:00	1	3.3401	3.5759	0.2358
2014-08-13	07:00	1	3.3435	3.5796	0.2361
2014-08-14	07:00	1	3.3361	3.5714	0.2353
2014-08-18	07:00	1	3.3334	3.5684	0.2350
2014-08-19	07:00	1	3.3424	3.5785	0.2361
2014-08-20	07:00	1	3.339	3.5754	0.2364
2014-08-21	07:00	1	3.3408	3.5767	0.2359
2014-08-22	07:00	1	3.3366	3.5722	0.2356
2014-08-25	07:00	1	3.342	3.5779	0.2359
2014-08-26	07:00	1	3.3444	3.5803	0.2359
2014-08-27	07:00	1	3.3445	3.5807	0.2362
2014-08-28	07:00	1	3.3588	3.5966	0.2378
2014-08-29	07:00	1	3.3769	3.6153	0.2384
2014-09-01	07:00	1	3.3741	3.613	0.2389
2014-09-01	10:15	2	3.3749	3.6135	0.2386
2014-09-02	07:00	1	3.3698	3.6074	0.2376
2014-09-02	16:25	2	3.3717	3.6092	0.2375
2014-09-03	07:00	1	3.3703	3.6082	0.2379
