PEKAO: Tabela kursowa Banku Pekao S.A. (CHF)

Dane powyciągne z poniższego linku iterując po parametrach 'date' oraz 'table':

https://www.pekao.com.pl/.currencies/file?type=TEXT&source=PEKAO&date=2020-01-20&table=1

Ten link jest tym samym, co kryje się pod przyciskiem 'POBIERZ TXT' na stronie internetowej
Zdarzają się jednak dni, kiedy na stronie nie ma widocznych żadnych kursów, ale link do pobrania pliku działa
Na przykład 2020-01-20 - na stronie kursów nie widać, chociaż pod linkiem są dostępne

* - Nr tabeli nie zawsze jest ciągły. Są dni z tabelami [2, 3] albo [1, 2, 4]

Data	Godzina	Nr tabeli*	Kupno	Sprzedaż	Spread
2009-01-28	09:10	2	2.8288	2.9624	0.1336
2009-01-28	12:35	3	2.8372	2.9715	0.1343
2009-01-28	14:10	4	2.8028	2.9353	0.1325
2009-01-29	07:00	1	2.8255	2.9591	0.1336
2009-01-30	07:00	1	2.8681	3.0037	0.1356
2009-01-30	12:40	3	2.9336	3.0724	0.1388
2009-01-30	15:45	5	2.8954	3.032	0.1366
2009-02-02	07:00	1	2.9151	3.0527	0.1376
2009-02-02	10:10	3	2.9159	3.0533	0.1374
2009-02-02	17:15	4	2.9414	3.0806	0.1392
2009-02-03	07:00	1	2.9443	3.0834	0.1391
2009-02-03	15:25	3	3.0172	3.1599	0.1427
2009-02-04	07:00	1	3.0248	3.1679	0.1431
2009-02-04	10:50	3	3.07	3.2147	0.1447
2009-02-04	16:00	4	3.0399	3.1836	0.1437
2009-02-05	07:00	1	3.0296	3.1729	0.1433
2009-02-05	09:30	2	3.0593	3.204	0.1447
2009-02-05	15:05	3	3.0497	3.1937	0.1440
2009-02-06	07:00	1	3.0515	3.1958	0.1443
2009-02-09	07:00	1	2.9582	3.0983	0.1401
2009-02-09	09:35	2	2.9716	3.1117	0.1401
2009-02-09	11:40	3	2.9329	3.071	0.1381
2009-02-09	14:35	4	2.9035	3.0405	0.1370
2009-02-09	15:50	5	2.8691	3.0049	0.1358
2009-02-10	07:00	1	2.8737	3.0091	0.1354
2009-02-10	08:45	2	2.884	3.0205	0.1365
2009-02-10	09:35	3	2.8665	3.0013	0.1348
2009-02-10	10:35	4	2.9152	3.0525	0.1373
2009-02-10	13:10	5	2.9007	3.0379	0.1372
2009-02-10	16:30	6	2.8832	3.019	0.1358
2009-02-11	07:00	1	2.8875	3.0242	0.1367
2009-02-11	13:50	3	2.9844	3.1256	0.1412
2009-02-11	16:05	4	2.9594	3.0994	0.1400
2009-02-12	07:00	1	2.966	3.1063	0.1403
2009-02-13	07:00	1	3.0331	3.1764	0.1433
2009-02-13	11:10	3	3.0275	3.1702	0.1427
2009-02-16	07:00	1	3.0405	3.1834	0.1429
2009-02-16	08:45	2	3.0499	3.1939	0.1440
2009-02-16	09:35	3	3.0971	3.243	0.1459
2009-02-16	11:25	4	3.1232	3.2701	0.1469
2009-02-16	13:40	5	3.1525	3.3009	0.1484
2009-02-17	07:00	1	3.1515	3.3002	0.1487
2009-02-18	07:00	1	3.2438	3.3964	0.1526
2009-02-19	07:00	1	3.1802	3.3305	0.1503
2009-02-20	07:00	1	3.1048	3.2516	0.1468
2009-02-23	07:00	1	3.1018	3.2477	0.1459
2009-02-24	07:00	1	3.0515	3.195	0.1435
2009-02-24	08:30	2	3.0722	3.2175	0.1453
2009-02-25	07:00	1	3.0814	3.2268	0.1454
2009-02-26	07:00	1	3.0764	3.2219	0.1455
2009-02-27	07:00	1	3.0793	3.2246	0.1453
2009-02-27	11:30	3	3.0573	3.2019	0.1446
2009-03-02	07:00	1	3.0821	3.2274	0.1453
2009-03-02	08:30	2	3.1168	3.2637	0.1469
2009-03-02	09:40	3	3.1639	3.3134	0.1495
2009-03-02	10:25	4	3.1243	3.2809	0.1566
2009-03-02	16:35	5	3.1472	3.2959	0.1487
2009-03-03	07:00	1	3.1456	3.2939	0.1483
2009-03-03	12:05	3	3.1439	3.2925	0.1486
2009-03-04	07:00	1	3.1248	3.272	0.1472
2009-03-05	07:00	1	3.0932	3.239	0.1458
2009-03-05	13:05	2	3.1363	3.2846	0.1483
2009-03-05	16:50	3	3.1345	3.2826	0.1481
2009-03-06	07:00	1	3.1431	3.2917	0.1486
2009-03-06	15:20	3	3.1163	3.2637	0.1474
2009-03-09	07:00	1	3.1443	3.293	0.1487
2009-03-09	09:00	2	3.1079	3.2548	0.1469
2009-03-09	10:50	3	3.1513	3.3001	0.1488
2009-03-09	15:55	4	3.1438	3.2923	0.1485
2009-03-10	07:00	1	3.159	3.3081	0.1491
2009-03-11	07:00	1	3.1046	3.2514	0.1468
2009-03-11	12:55	3	3.0341	3.1775	0.1434
2009-03-11	16:00	4	3.0276	3.1703	0.1427
2009-03-12	07:00	1	3.0366	3.1803	0.1437
2009-03-13	07:00	1	2.9166	3.0546	0.1380
2009-03-16	07:00	1	2.8771	3.0128	0.1357
2009-03-16	12:20	3	2.8061	2.9389	0.1328
2009-03-17	07:00	1	2.8264	2.9601	0.1337
2009-03-18	07:00	1	2.8979	3.0348	0.1369
2009-03-18	10:15	3	2.8887	3.0251	0.1364
2009-03-19	07:00	1	2.9184	3.0565	0.1381
2009-03-20	07:00	1	2.934	3.0728	0.1388
2009-03-23	07:00	1	2.9388	3.0774	0.1386
2009-03-23	08:40	2	2.9172	3.0551	0.1379
2009-03-24	07:00	1	2.8996	3.0368	0.1372
2009-03-24	11:55	3	2.916	3.0537	0.1377
2009-03-25	07:00	1	2.9055	3.043	0.1375
2009-03-25	09:10	2	2.929	3.0673	0.1383
2009-03-25	16:20	4	2.9084	3.046	0.1376
2009-03-26	07:00	1	2.9204	3.0585	0.1381
2009-03-26	16:45	2	2.9167	3.0546	0.1379
2009-03-27	07:00	1	2.9182	3.056	0.1378
2009-03-27	10:40	2	2.936	3.0747	0.1387
2009-03-30	07:00	1	2.9825	3.1236	0.1411
2009-03-31	07:00	1	3.0518	3.1954	0.1436
2009-03-31	08:40	2	3.0353	3.1786	0.1433
2009-03-31	15:15	3	3.0084	3.1503	0.1419
2009-04-01	07:00	1	3.0188	3.1616	0.1428
2009-04-01	12:45	2	2.9712	3.1115	0.1403
2009-04-01	14:50	3	2.9406	3.0795	0.1389
2009-04-02	07:00	1	2.9452	3.0841	0.1389
2009-04-03	07:00	1	2.8255	2.9586	0.1331
2009-04-03	16:40	3	2.8777	3.0138	0.1361
2009-04-06	07:00	1	2.8799	3.0158	0.1359
2009-04-06	08:20	2	2.8408	2.9751	0.1343
2009-04-06	16:45	3	2.8389	2.9731	0.1342
2009-04-06	17:10	4	2.8422	2.9767	0.1345
2009-04-07	07:00	1	2.8433	2.9775	0.1342
2009-04-07	09:50	2	2.8949	3.0315	0.1366
2009-04-08	07:00	1	2.8824	3.0186	0.1362
2009-04-08	13:45	3	2.8854	3.0218	0.1364
2009-04-09	07:00	1	2.8801	3.0162	0.1361
2009-04-09	17:10	3	2.7979	2.93	0.1321
2009-04-10	07:00	1	2.7929	2.9251	0.1322
2009-04-10	10:05	2	2.8099	2.9427	0.1328
2009-04-14	07:00	1	2.805	2.9376	0.1326
2009-04-15	07:00	1	2.75	2.8801	0.1301
2009-04-16	07:00	1	2.7531	2.8833	0.1302
2009-04-16	09:25	2	2.781	2.9127	0.1317
2009-04-17	07:00	1	2.7691	2.9	0.1309
2009-04-17	12:10	2	2.764	2.8943	0.1303
2009-04-20	07:00	1	2.7593	2.8898	0.1305
2009-04-20	12:30	3	2.8213	2.9545	0.1332
2009-04-21	07:00	1	2.8373	2.9711	0.1338
2009-04-21	09:30	2	2.8816	3.0179	0.1363
2009-04-21	11:25	3	2.8451	2.9794	0.1343
2009-04-22	07:00	1	2.8545	2.989	0.1345
2009-04-23	07:00	1	2.8494	2.9836	0.1342
2009-04-23	17:10	3	2.8878	3.0242	0.1364
2009-04-24	07:00	1	2.8923	3.0292	0.1369
2009-04-27	07:00	1	2.9045	3.0416	0.1371
2009-04-27	08:40	2	2.9407	3.0798	0.1391
2009-04-27	12:45	3	2.9709	3.1107	0.1398
2009-04-28	07:00	1	2.9629	3.1028	0.1399
2009-04-29	07:00	1	2.9171	3.0545	0.1374
2009-04-29	12:20	3	2.8668	3.0019	0.1351
2009-04-30	07:00	1	2.8617	2.9965	0.1348
2009-04-30	13:45	3	2.8548	2.99	0.1352
2009-04-30	15:50	4	2.8726	3.0083	0.1357
2009-05-04	07:00	1	2.8635	2.9991	0.1356
2009-05-05	07:00	1	2.8181	2.9509	0.1328
2009-05-06	07:00	1	2.8259	2.9595	0.1336
2009-05-06	14:15	2	2.8539	2.9882	0.1343
2009-05-07	07:00	1	2.8457	2.9804	0.1347
2009-05-07	10:55	2	2.8097	2.9421	0.1324
2009-05-07	14:20	3	2.7866	2.9185	0.1319
2009-05-07	17:00	4	2.8139	2.9467	0.1328
2009-05-08	07:00	1	2.8171	2.9511	0.1340
2009-05-08	15:20	2	2.8082	2.9405	0.1323
2009-05-11	07:00	1	2.8244	2.9576	0.1332
2009-05-11	08:20	2	2.8112	2.9443	0.1331
2009-05-11	17:00	4	2.8533	2.9877	0.1344
2009-05-12	07:00	1	2.839	2.9728	0.1338
2009-05-13	07:00	1	2.8478	2.9824	0.1346
2009-05-13	14:55	2	2.8795	3.0157	0.1362
2009-05-14	07:00	1	2.8804	3.0167	0.1363
2009-05-14	13:05	3	2.9126	3.0498	0.1372
2009-05-15	07:00	1	2.8983	3.0349	0.1366
2009-05-15	15:40	2	2.9	3.0368	0.1368
2009-05-18	07:00	1	2.8979	3.0344	0.1365
2009-05-18	16:45	3	2.8632	2.9982	0.1350
2009-05-19	07:00	1	2.8625	2.998	0.1355
2009-05-20	07:00	1	2.8192	2.9521	0.1329
2009-05-20	16:00	2	2.8087	2.9417	0.1330
2009-05-21	07:00	1	2.8064	2.9387	0.1323
2009-05-22	07:00	1	2.8232	2.9568	0.1336
2009-05-22	16:40	3	2.8242	2.9573	0.1331
2009-05-25	07:00	1	2.8255	2.9588	0.1333
2009-05-26	07:00	1	2.8368	2.9711	0.1343
2009-05-26	16:40	3	2.8515	2.9859	0.1344
2009-05-27	07:00	1	2.8496	2.9839	0.1343
2009-05-27	10:35	2	2.857	2.992	0.135
2009-05-28	07:00	1	2.8669	3.0019	0.1350
2009-05-28	09:20	2	2.8884	3.0249	0.1365
2009-05-29	07:00	1	2.9281	3.0666	0.1385
2009-06-01	07:00	1	2.9171	3.0549	0.1378
2009-06-01	09:30	3	2.8737	3.0097	0.1360
2009-06-02	07:00	1	2.8639	2.999	0.1351
2009-06-03	07:00	1	2.8845	3.0208	0.1363
2009-06-04	07:00	1	2.9139	3.0517	0.1378
2009-06-04	14:20	3	2.9157	3.053	0.1373
2009-06-05	07:00	1	2.9063	3.0434	0.1371
2009-06-05	08:15	2	2.9054	3.0422	0.1368
2009-06-05	12:30	3	2.9288	3.0667	0.1379
2009-06-05	16:20	4	2.9413	3.0804	0.1391
2009-06-08	07:00	1	2.9199	3.058	0.1381
2009-06-08	11:50	2	2.9216	3.0594	0.1378
2009-06-08	17:10	3	2.9184	3.0565	0.1381
2009-06-09	07:00	1	2.9217	3.0599	0.1382
2009-06-09	09:10	2	2.9	3.0366	0.1366
2009-06-10	07:00	1	2.8932	3.0295	0.1363
2009-06-10	16:20	3	2.8919	3.0288	0.1369
2009-06-12	07:00	1	2.9026	3.0397	0.1371
2009-06-12	14:10	3	2.8989	3.0355	0.1366
2009-06-15	07:00	1	2.8861	3.0221	0.1360
2009-06-15	11:50	3	2.9163	3.0536	0.1373
2009-06-16	07:00	1	2.9385	3.0768	0.1383
2009-06-16	14:15	2	2.9296	3.0678	0.1382
2009-06-17	07:00	1	2.933	3.0716	0.1386
2009-06-18	07:00	1	2.9386	3.0776	0.1390
2009-06-19	07:00	1	2.9329	3.0712	0.1383
2009-06-22	07:00	1	2.9074	3.045	0.1376
2009-06-23	07:00	1	2.9382	3.0766	0.1384
2009-06-23	11:25	2	2.9526	3.0919	0.1393
2009-06-24	07:00	1	2.9566	3.096	0.1394
2009-06-24	17:05	2	2.8981	3.0348	0.1367
2009-06-25	07:00	1	2.8987	3.0358	0.1371
2009-06-26	07:00	1	2.8914	3.0276	0.1362
2009-06-26	08:25	2	2.8673	3.0026	0.1353
2009-06-29	07:00	1	2.8818	3.0181	0.1363
2009-06-30	07:00	1	2.8831	3.0195	0.1364
2009-06-30	08:35	2	2.8583	2.9929	0.1346
2009-07-01	07:00	1	2.8607	2.9955	0.1348
2009-07-02	07:00	1	2.792	2.9236	0.1316
2009-07-02	16:30	2	2.8097	2.9425	0.1328
2009-07-03	07:00	1	2.8073	2.9402	0.1329
2009-07-06	07:00	1	2.7972	2.9296	0.1324
2009-07-06	09:35	2	2.8139	2.9471	0.1332
2009-07-07	07:00	1	2.8248	2.9585	0.1337
2009-07-07	15:10	2	2.8175	2.9505	0.1330
2009-07-08	07:00	1	2.8242	2.9577	0.1335
2009-07-08	08:40	2	2.8468	2.9815	0.1347
2009-07-09	07:00	1	2.8492	2.9841	0.1349
2009-07-09	10:40	3	2.8131	2.9461	0.1330
2009-07-10	07:00	1	2.822	2.9556	0.1336
2009-07-13	07:00	1	2.8203	2.9533	0.1330
2009-07-14	07:00	1	2.8352	2.9688	0.1336
2009-07-14	16:00	3	2.7935	2.9252	0.1317
2009-07-15	07:00	1	2.7942	2.926	0.1318
2009-07-15	08:25	2	2.7576	2.8876	0.1300
2009-07-16	07:00	1	2.758	2.8887	0.1307
2009-07-16	17:00	2	2.785	2.9165	0.1315
2009-07-17	07:00	1	2.7859	2.9174	0.1315
2009-07-20	07:00	1	2.7707	2.9019	0.1312
2009-07-20	09:05	2	2.757	2.887	0.130
2009-07-21	07:00	1	2.7506	2.8807	0.1301
2009-07-22	07:00	1	2.7509	2.8768	0.1259
2009-07-23	07:00	1	2.7457	2.8752	0.1295
2009-07-23	08:10	2	2.7363	2.8659	0.1296
2009-07-24	07:00	1	2.7095	2.8373	0.1278
2009-07-24	16:30	2	2.6935	2.8205	0.1270
2009-07-27	07:00	1	2.6928	2.8196	0.1268
2009-07-28	07:00	1	2.6791	2.8055	0.1264
2009-07-29	07:00	1	2.6825	2.809	0.1265
2009-07-30	08:00	1	2.6768	2.8035	0.1267
2009-07-30	08:15	2	2.6788	2.8055	0.1267
2009-07-30	09:05	3	2.6729	2.7996	0.1267
2009-07-31	07:00	1	2.6448	2.7695	0.1247
2009-08-03	07:00	1	2.6582	2.7841	0.1259
2009-08-03	16:55	3	2.6235	2.7475	0.1240
2009-08-04	07:00	1	2.6175	2.741	0.1235
2009-08-04	12:15	2	2.6265	2.7505	0.1240
2009-08-05	07:00	1	2.6251	2.749	0.1239
2009-08-06	07:00	1	2.6315	2.7559	0.1244
2009-08-07	07:00	1	2.6396	2.7647	0.1251
2009-08-10	07:00	1	2.6232	2.747	0.1238
2009-08-11	07:00	1	2.6242	2.7482	0.1240
2009-08-11	16:35	3	2.6703	2.7968	0.1265
2009-08-12	07:00	1	2.6716	2.7976	0.1260
2009-08-12	14:50	2	2.6731	2.7998	0.1267
2009-08-13	07:00	1	2.6508	2.7762	0.1254
2009-08-13	08:50	2	2.6376	2.7626	0.1250
2009-08-14	07:00	1	2.6397	2.7644	0.1247
2009-08-14	16:45	2	2.6505	2.7761	0.1256
2009-08-17	07:00	1	2.6474	2.7726	0.1252
2009-08-17	08:20	2	2.681	2.808	0.127
2009-08-18	07:00	1	2.6909	2.8184	0.1275
2009-08-19	07:00	1	2.6819	2.8088	0.1269
2009-08-20	07:00	1	2.6875	2.8146	0.1271
2009-08-21	07:00	1	2.6712	2.7978	0.1266
2009-08-21	12:10	2	2.6517	2.777	0.1253
2009-08-24	07:00	1	2.6418	2.7665	0.1247
2009-08-25	07:00	1	2.6345	2.759	0.1245
2009-08-26	07:00	1	2.6265	2.7508	0.1243
2009-08-26	16:15	2	2.6396	2.7642	0.1246
2009-08-27	07:00	1	2.6384	2.7629	0.1245
2009-08-28	07:00	1	2.6475	2.7726	0.1251
2009-08-28	08:35	2	2.6388	2.7631	0.1243
2009-08-31	07:00	1	2.6343	2.7592	0.1249
2009-08-31	08:30	2	2.6402	2.7648	0.1246
2009-09-01	07:00	1	2.6367	2.7617	0.1250
2009-09-01	13:35	2	2.6525	2.7783	0.1258
2009-09-02	07:00	1	2.6463	2.7712	0.1249
2009-09-02	08:35	2	2.6826	2.8094	0.1268
2009-09-03	07:00	1	2.6851	2.8123	0.1272
2009-09-03	08:50	2	2.6681	2.7945	0.1264
2009-09-04	07:00	1	2.6654	2.7917	0.1263
2009-09-07	07:00	1	2.6463	2.7714	0.1251
2009-09-07	09:30	2	2.6384	2.7635	0.1251
2009-09-08	07:00	1	2.6391	2.764	0.1249
2009-09-08	11:50	2	2.6345	2.7588	0.1243
2009-09-09	07:00	1	2.6383	2.7634	0.1251
2009-09-09	10:55	2	2.6496	2.7746	0.1250
2009-09-10	07:00	1	2.6481	2.7731	0.1250
2009-09-11	07:00	1	2.6755	2.8023	0.1268
2009-09-11	16:35	3	2.6882	2.8155	0.1273
2009-09-14	07:00	1	2.6853	2.8122	0.1269
2009-09-15	07:00	1	2.6994	2.827	0.1276
2009-09-15	13:35	2	2.6866	2.8133	0.1267
2009-09-16	07:00	1	2.6868	2.8137	0.1269
2009-09-16	08:35	2	2.663	2.789	0.126
2009-09-17	07:00	1	2.6563	2.7821	0.1258
2009-09-17	15:35	3	2.6603	2.7864	0.1261
2009-09-18	07:00	1	2.6476	2.7725	0.1249
2009-09-18	08:55	2	2.6671	2.7935	0.1264
2009-09-21	07:00	1	2.6647	2.791	0.1263
2009-09-21	10:30	2	2.6805	2.807	0.1265
2009-09-22	07:00	1	2.6816	2.8081	0.1265
2009-09-23	07:00	1	2.6864	2.813	0.1266
2009-09-24	07:00	1	2.7071	2.8348	0.1277
2009-09-24	16:55	3	2.7161	2.8443	0.1282
2009-09-25	07:00	1	2.7082	2.836	0.1278
2009-09-28	07:00	1	2.7193	2.848	0.1287
2009-09-28	16:25	3	2.7134	2.8414	0.1280
2009-09-29	07:00	1	2.716	2.8441	0.1281
2009-09-29	16:20	3	2.7402	2.87	0.1298
2009-09-30	07:00	1	2.7334	2.8625	0.1291
2009-10-01	07:00	1	2.7174	2.8461	0.1287
2009-10-01	13:25	2	2.7235	2.8519	0.1284
2009-10-02	07:00	1	2.7292	2.8579	0.1287
2009-10-05	07:00	1	2.7327	2.8621	0.1294
2009-10-06	07:00	1	2.728	2.8565	0.1285
2009-10-06	08:20	2	2.7051	2.8329	0.1278
2009-10-07	07:00	1	2.7054	2.833	0.1276
2009-10-07	14:20	2	2.7226	2.851	0.1284
2009-10-08	07:00	1	2.7213	2.8502	0.1289
2009-10-09	07:00	1	2.729	2.8575	0.1285
2009-10-09	09:30	2	2.7399	2.8695	0.1296
2009-10-12	07:00	1	2.7342	2.8635	0.1293
2009-10-12	13:35	3	2.729	2.8579	0.1289
2009-10-13	07:00	1	2.7251	2.8542	0.1291
2009-10-14	07:00	1	2.7208	2.8497	0.1289
2009-10-14	11:55	2	2.7056	2.8336	0.1280
2009-10-15	07:00	1	2.7088	2.8366	0.1278
2009-10-15	13:55	3	2.7248	2.8535	0.1287
2009-10-16	07:00	1	2.71	2.8379	0.1279
2009-10-16	15:25	2	2.7054	2.833	0.1276
2009-10-19	07:00	1	2.7102	2.8384	0.1282
2009-10-19	10:00	2	2.7057	2.8335	0.1278
2009-10-20	07:00	1	2.6912	2.8187	0.1275
2009-10-20	13:55	2	2.6842	2.8108	0.1266
2009-10-21	07:00	1	2.6831	2.8103	0.1272
2009-10-22	07:00	1	2.6924	2.8196	0.1272
2009-10-22	10:40	2	2.7103	2.8381	0.1278
2009-10-23	07:00	1	2.7108	2.8392	0.1284
2009-10-23	11:00	2	2.698	2.8257	0.1277
2009-10-26	07:00	1	2.6923	2.8195	0.1272
2009-10-27	07:00	1	2.6977	2.8251	0.1274
2009-10-27	09:50	2	2.7056	2.8338	0.1282
2009-10-27	15:30	3	2.7178	2.8465	0.1287
2009-10-28	07:00	1	2.7178	2.8465	0.1287
2009-10-28	10:55	2	2.7494	2.879	0.1296
2009-10-29	07:00	1	2.755	2.8849	0.1299
2009-10-30	07:00	1	2.7376	2.8667	0.1291
2009-11-02	07:00	1	2.7469	2.877	0.1301
2009-11-03	07:00	1	2.7499	2.8798	0.1299
2009-11-03	13:15	3	2.7815	2.9132	0.1317
2009-11-04	07:00	1	2.7657	2.8967	0.1310
2009-11-04	11:00	2	2.7544	2.8849	0.1305
2009-11-05	07:00	1	2.7453	2.8751	0.1298
2009-11-05	16:10	2	2.7562	2.8867	0.1305
2009-11-06	07:00	1	2.7436	2.873	0.1294
2009-11-09	07:00	1	2.7519	2.8821	0.1302
2009-11-09	08:55	2	2.7334	2.8629	0.1295
2009-11-09	15:20	3	2.7232	2.8516	0.1284
2009-11-10	07:00	1	2.7226	2.851	0.1284
2009-11-10	16:35	2	2.6971	2.8249	0.1278
2009-11-12	07:00	1	2.6991	2.8264	0.1273
2009-11-12	13:50	3	2.6868	2.8138	0.1270
2009-11-13	07:00	1	2.6698	2.7958	0.1260
2009-11-16	07:00	1	2.6577	2.7835	0.1258
2009-11-16	16:15	3	2.6558	2.7814	0.1256
2009-11-17	07:00	1	2.6481	2.7737	0.1256
2009-11-17	13:30	2	2.6534	2.7789	0.1255
2009-11-18	07:00	1	2.6499	2.7755	0.1256
2009-11-19	07:00	1	2.6579	2.7835	0.1256
2009-11-20	07:00	1	2.6695	2.7956	0.1261
2009-11-20	13:15	2	2.6801	2.8065	0.1264
2009-11-23	07:00	1	2.6777	2.8042	0.1265
2009-11-24	07:00	1	2.6664	2.7922	0.1258
2009-11-25	07:00	1	2.6654	2.7915	0.1261
2009-11-26	07:00	1	2.6598	2.7859	0.1261
2009-11-26	17:15	2	2.6953	2.8226	0.1273
2009-11-27	07:00	1	2.6947	2.8222	0.1275
2009-11-30	07:00	1	2.6821	2.8088	0.1267
2009-11-30	09:15	2	2.6826	2.8094	0.1268
2009-12-01	07:00	1	2.6864	2.8137	0.1273
2009-12-01	14:35	2	2.6628	2.7885	0.1257
2009-12-02	07:00	1	2.6654	2.7912	0.1258
2009-12-03	07:00	1	2.6579	2.7834	0.1255
2009-12-04	07:00	1	2.6592	2.7849	0.1257
2009-12-04	16:25	3	2.6175	2.7416	0.1241
2009-12-07	07:00	1	2.6231	2.7469	0.1238
2009-12-07	10:10	2	2.6279	2.7525	0.1246
2009-12-08	07:00	1	2.6272	2.7514	0.1242
2009-12-08	13:00	2	2.6502	2.7758	0.1256
2009-12-09	07:00	1	2.6577	2.7832	0.1255
2009-12-09	16:05	3	2.6899	2.8174	0.1275
2009-12-10	07:00	1	2.686	2.8127	0.1267
2009-12-11	07:00	1	2.6852	2.8125	0.1273
2009-12-14	07:00	1	2.6797	2.8063	0.1266
2009-12-15	07:00	1	2.6874	2.8147	0.1273
2009-12-15	11:20	2	2.6937	2.8206	0.1269
2009-12-16	07:00	1	2.703	2.8311	0.1281
2009-12-16	08:50	2	2.7282	2.8574	0.1292
2009-12-16	16:20	4	2.6924	2.82	0.1276
2009-12-17	07:00	1	2.7001	2.8277	0.1276
2009-12-17	08:40	2	2.7257	2.8546	0.1289
2009-12-18	07:00	1	2.7257	2.8545	0.1288
2009-12-21	07:00	1	2.743	2.873	0.130
2009-12-21	08:30	2	2.7392	2.8684	0.1292
2009-12-22	07:00	1	2.7389	2.8679	0.1290
2009-12-23	07:00	1	2.7354	2.8646	0.1292
2009-12-24	07:00	1	2.7295	2.8584	0.1289
2009-12-24	13:20	2	2.7256	2.8546	0.1290
2009-12-28	07:00	1	2.7242	2.8533	0.1291
2009-12-29	07:00	1	2.7245	2.8535	0.1290
2009-12-30	07:00	1	2.7171	2.8453	0.1282
2009-12-31	07:00	1	2.716	2.8447	0.1287
2009-12-31	08:35	2	2.7099	2.8384	0.1285
2010-01-04	07:00	1	2.7033	2.8313	0.1280
2010-01-04	10:50	3	2.6855	2.8126	0.1271
2010-01-05	07:00	1	2.6875	2.8149	0.1274
2010-01-07	07:00	1	2.7006	2.8282	0.1276
2010-01-07	13:35	2	2.713	2.8415	0.1285
2010-01-08	07:00	1	2.7147	2.843	0.1283
2010-01-08	16:00	2	2.6974	2.8253	0.1279
2010-01-11	07:00	1	2.6953	2.8225	0.1272
2010-01-11	08:35	2	2.6804	2.8075	0.1271
2010-01-12	07:00	1	2.6895	2.817	0.1275
2010-01-12	16:45	2	2.7022	2.8303	0.1281
2010-01-13	07:00	1	2.6939	2.8216	0.1277
2010-01-14	07:00	1	2.6847	2.8119	0.1272
2010-01-15	07:00	1	2.6756	2.8023	0.1267
2010-01-15	11:00	2	2.6693	2.7959	0.1266
2010-01-18	07:00	1	2.6795	2.806	0.1265
2010-01-18	09:00	2	2.6658	2.7924	0.1266
2010-01-19	07:00	1	2.6665	2.7929	0.1264
2010-01-20	07:00	1	2.6555	2.7807	0.1252
2010-01-20	09:15	2	2.6663	2.7924	0.1261
2010-01-20	16:45	3	2.6716	2.798	0.1264
2010-01-21	07:00	1	2.6795	2.8062	0.1267
2010-01-21	16:15	3	2.6841	2.811	0.1269
2010-01-22	07:00	1	2.6999	2.8274	0.1275
2010-01-25	07:00	1	2.7247	2.8533	0.1286
2010-01-25	12:00	2	2.6914	2.8189	0.1275
2010-01-26	07:00	1	2.7031	2.8313	0.1282
2010-01-26	08:45	2	2.7197	2.8482	0.1285
2010-01-27	07:00	1	2.71	2.8385	0.1285
2010-01-27	17:00	2	2.7246	2.8538	0.1292
2010-01-28	07:00	1	2.7223	2.8509	0.1286
2010-01-29	07:00	1	2.7116	2.8396	0.1280
2010-01-29	10:25	2	2.6974	2.8252	0.1278
2010-02-01	07:00	1	2.6867	2.8136	0.1269
2010-02-01	09:50	2	2.6573	2.7834	0.1261
2010-02-02	07:00	1	2.6538	2.7797	0.1259
2010-02-02	08:55	2	2.6351	2.7597	0.1246
2010-02-03	07:00	1	2.6382	2.7634	0.1252
2010-02-03	15:35	3	2.6449	2.77	0.1251
2010-02-04	07:00	1	2.6515	2.7773	0.1258
2010-02-04	16:40	3	2.7027	2.8308	0.1281
2010-02-05	07:00	1	2.7015	2.8293	0.1278
2010-02-05	09:00	2	2.7075	2.8357	0.1282
2010-02-05	15:45	3	2.7163	2.8446	0.1283
2010-02-08	07:00	1	2.7121	2.8407	0.1286
2010-02-08	13:50	2	2.7406	2.8705	0.1299
2010-02-09	07:00	1	2.732	2.861	0.129
2010-02-09	14:35	2	2.7157	2.8443	0.1286
2010-02-10	07:00	1	2.7201	2.8487	0.1286
2010-02-10	12:10	2	2.6973	2.8246	0.1273
2010-02-11	07:00	1	2.7147	2.8432	0.1285
2010-02-11	17:10	3	2.6895	2.8171	0.1276
2010-02-12	07:00	1	2.6851	2.812	0.1269
2010-02-15	07:00	1	2.67	2.7962	0.1262
2010-02-16	07:00	1	2.6819	2.8091	0.1272
2010-02-16	16:40	2	2.6701	2.7966	0.1265
2010-02-17	07:00	1	2.6632	2.7896	0.1264
2010-02-17	09:10	2	2.6446	2.7701	0.1255
2010-02-18	07:00	1	2.6514	2.777	0.1256
2010-02-19	07:00	1	2.6649	2.7914	0.1265
2010-02-22	07:00	1	2.6676	2.7936	0.1260
2010-02-22	08:35	2	2.6486	2.7739	0.1253
2010-02-23	07:00	1	2.648	2.7736	0.1256
2010-02-24	07:00	1	2.6537	2.7792	0.1255
2010-02-25	07:00	1	2.6637	2.79	0.1263
2010-02-26	07:00	1	2.6702	2.7968	0.1266
2010-02-26	08:45	2	2.6545	2.7802	0.1257
2010-02-26	17:05	3	2.6356	2.7607	0.1251
2010-03-01	07:00	1	2.6308	2.7553	0.1245
2010-03-01	16:50	2	2.6297	2.754	0.1243
2010-03-02	07:00	1	2.6271	2.751	0.1239
