BNP Paribas: Kursy walut
TABELA KURSÓW WALUT BNP PARIBAS BANK POLSKA S.A. (CHF)
na potrzeby obsługi produktów innych, niż produkty objęte aneksami antyspreadowymi dla klientów detalicznych (konsumentów)

Bank: BGZ
Zmiana ciągłości kodu tabeli w liniach: 367, 878

Data	Nr tabeli Godzina	Bank	Kod tabeli	Kupno	Sprzedaż	Spread	Kurs średni
2014-05-30	208 08:45	bgz	10733	3,2894	3,5538	0,2644	3,3911
2014-05-30	209 16:15	bgz	10737	3,2880	3,5523	0,2643	3,3896
2014-06-02	210 08:45	bgz	10741	3,2866	3,5508	0,2642	3,3882
2014-06-02	211 16:15	bgz	10745	3,2911	3,5556	0,2645	3,3928
2014-06-03	212 08:45	bgz	10749	3,2889	3,5533	0,2644	3,3906
2014-06-03	213 16:15	bgz	10753	3,2953	3,5602	0,2649	3,3972
2014-06-04	214 08:45	bgz	10757	3,2998	3,5650	0,2652	3,4018
2014-06-04	215 16:14	bgz	10761	3,2872	3,5514	0,2642	3,3888
2014-06-05	216 08:45	bgz	10765	3,2819	3,5458	0,2639	3,3834
2014-06-05	217 16:15	bgz	10769	3,2804	3,5441	0,2637	3,3818
2014-06-06	218 09:07	bgz	10773	3,2903	3,5548	0,2645	3,3920
2014-06-06	219 11:00	bgz	10777	3,2903	3,5548	0,2645	3,3920
2014-06-06	220 16:15	bgz	10781	3,2703	3,5332	0,2629	3,3714
2014-06-09	221 08:45	bgz	10785	3,2582	3,5201	0,2619	3,3589
2014-06-09	222 16:15	bgz	10789	3,2629	3,5252	0,2623	3,3638
2014-06-10	223 08:45	bgz	10793	3,2668	3,5294	0,2626	3,3678
2014-06-10	224 16:15	bgz	10797	3,2707	3,5336	0,2629	3,3718
2014-06-11	225 08:45	bgz	10801	3,2728	3,5359	0,2631	3,3740
2014-06-11	226 16:15	bgz	10805	3,2802	3,5439	0,2637	3,3816
2014-06-12	227 08:45	bgz	10809	3,2709	3,5338	0,2629	3,3720
2014-06-12	228 16:15	bgz	10813	3,2722	3,5353	0,2631	3,3734
2014-06-13	229 08:45	bgz	10817	3,2809	3,5446	0,2637	3,3823
2014-06-13	230 16:15	bgz	10821	3,2843	3,5483	0,2640	3,3858
2014-06-16	231 08:45	bgz	10825	3,2998	3,5650	0,2652	3,4018
2014-06-16	232 16:15	bgz	10829	3,2948	3,5597	0,2649	3,3967
2014-06-17	233 08:45	bgz	10833	3,2964	3,5614	0,2650	3,3983
2014-06-17	234 16:15	bgz	10837	3,2936	3,5583	0,2647	3,3954
2014-06-18	235 08:45	bgz	10841	3,3017	3,5671	0,2654	3,4038
2014-06-18	236 16:15	bgz	10845	3,2971	3,5621	0,2650	3,3990
2014-06-20	237 08:45	bgz	10849	3,3089	3,5749	0,2660	3,4112
2014-06-20	238 16:15	bgz	10853	3,3201	3,5869	0,2668	3,4227
2014-06-23	239 08:45	bgz	10857	3,3156	3,5821	0,2665	3,4181
2014-06-23	240 16:15	bgz	10861	3,3164	3,5830	0,2666	3,4189
2014-06-24	241 08:45	bgz	10865	3,3145	3,5810	0,2665	3,4170
2014-06-24	242 16:15	bgz	10869	3,3123	3,5786	0,2663	3,4147
2014-06-25	243 08:44	bgz	10873	3,3144	3,5809	0,2665	3,4169
2014-06-25	244 16:15	bgz	10877	3,3104	3,5765	0,2661	3,4127
2014-06-26	245 08:45	bgz	10881	3,2954	3,5603	0,2649	3,3973
2014-06-26	246 16:15	bgz	10885	3,3113	3,5775	0,2662	3,4137
2014-06-27	247 08:45	bgz	10889	3,3129	3,5792	0,2663	3,4153
2014-06-27	248 16:15	bgz	10893	3,3161	3,5826	0,2665	3,4186
2014-06-30	249 08:45	bgz	10897	3,3177	3,5844	0,2667	3,4203
2014-06-30	250 16:15	bgz	10901	3,3177	3,5844	0,2667	3,4203
2014-07-01	251 08:45	bgz	10905	3,3201	3,5869	0,2668	3,4227
2014-07-01	252 16:15	bgz	10909	3,3259	3,5932	0,2673	3,4287
2014-07-02	253 08:44	bgz	10913	3,3225	3,5896	0,2671	3,4252
2014-07-02	254 16:14	bgz	10917	3,3176	3,5843	0,2667	3,4202
2014-07-03	255 08:45	bgz	10921	3,3127	3,5790	0,2663	3,4151
2014-07-03	256 09:15	bgz	10925	3,3128	3,5791	0,2663	3,4152
2014-07-03	257 16:15	bgz	10929	3,3001	3,5654	0,2653	3,4021
2014-07-04	258 08:45	bgz	10933	3,3052	3,5709	0,2657	3,4074
2014-07-04	259 16:14	bgz	10937	3,3048	3,5705	0,2657	3,4070
2014-07-07	260 08:45	bgz	10941	3,3078	3,5737	0,2659	3,4101
2014-07-07	261 16:14	bgz	10945	3,3044	3,5700	0,2656	3,4065
2014-07-08	262 08:45	bgz	10949	3,3064	3,5722	0,2658	3,4086
2014-07-08	263 16:14	bgz	10953	3,3024	3,5679	0,2655	3,4045
2014-07-09	264 08:44	bgz	10957	3,2936	3,5583	0,2647	3,3954
2014-07-09	265 16:14	bgz	10961	3,2957	3,5606	0,2649	3,3976
2014-07-10	266 08:45	bgz	10965	3,2940	3,5587	0,2647	3,3958
2014-07-10	267 16:15	bgz	10969	3,3108	3,5769	0,2661	3,4131
2014-07-11	268 08:45	bgz	10973	3,3090	3,5750	0,2660	3,4113
2014-07-11	269 16:15	bgz	10977	3,3108	3,5769	0,2661	3,4131
2014-07-14	270 08:45	bgz	10981	3,3077	3,5736	0,2659	3,4100
2014-07-14	271 16:15	bgz	10985	3,3079	3,5738	0,2659	3,4102
2014-07-15	272 08:45	bgz	10989	3,3056	3,5713	0,2657	3,4078
2014-07-15	273 16:14	bgz	10993	3,3022	3,5677	0,2655	3,4043
2014-07-16	274 08:45	bgz	10997	3,2999	3,5651	0,2652	3,4019
2014-07-16	275 16:14	bgz	11001	3,2985	3,5637	0,2652	3,4005
2014-07-17	276 08:44	bgz	11005	3,3030	3,5685	0,2655	3,4051
2014-07-17	277 16:15	bgz	11009	3,3074	3,5732	0,2658	3,4096
2014-07-18	278 08:45	bgz	11013	3,3176	3,5843	0,2667	3,4202
2014-07-18	279 16:15	bgz	11017	3,3118	3,5780	0,2662	3,4142
2014-07-21	280 08:45	bgz	11021	3,3135	3,5798	0,2663	3,4159
2014-07-21	281 16:15	bgz	11025	3,3142	3,5805	0,2663	3,4166
2014-07-22	282 08:45	bgz	11029	3,3080	3,5739	0,2659	3,4103
2014-07-22	283 16:14	bgz	11033	3,3056	3,5713	0,2657	3,4078
2014-07-23	284 08:45	bgz	11037	3,3044	3,5700	0,2656	3,4065
2014-07-23	285 16:15	bgz	11041	3,2980	3,5630	0,2650	3,3999
2014-07-24	286 08:45	bgz	11045	3,3054	3,5711	0,2657	3,4076
2014-07-24	287 16:14	bgz	11049	3,3054	3,5711	0,2657	3,4076
2014-07-25	288 08:45	bgz	11053	3,3045	3,5702	0,2657	3,4067
2014-07-25	289 16:15	bgz	11057	3,3061	3,5718	0,2657	3,4083
2014-07-28	290 08:45	bgz	11061	3,3081	3,5740	0,2659	3,4104
2014-07-28	291 16:14	bgz	11065	3,3085	3,5745	0,2660	3,4108
2014-07-29	292 08:45	bgz	11069	3,3108	3,5769	0,2661	3,4131
2014-07-29	293 16:15	bgz	11073	3,3130	3,5793	0,2663	3,4154
2014-07-30	294 08:45	bgz	11077	3,3110	3,5771	0,2661	3,4133
2014-07-30	295 16:15	bgz	11081	3,3092	3,5752	0,2660	3,4115
2014-07-31	296 08:45	bgz	11085	3,3140	3,5803	0,2663	3,4164
2014-07-31	297 16:15	bgz	11089	3,3302	3,5978	0,2676	3,4331
2014-08-01	298 08:45	bgz	11093	3,3323	3,6001	0,2678	3,4353
2014-08-01	299 16:15	bgz	11097	3,3375	3,6058	0,2683	3,4407
2014-08-04	300 08:44	bgz	11101	3,3329	3,6008	0,2679	3,4359
2014-08-04	301 16:15	bgz	11105	3,3257	3,5930	0,2673	3,4285
2014-08-05	302 08:45	bgz	11109	3,3247	3,5920	0,2673	3,4275
2014-08-05	303 16:15	bgz	11113	3,3348	3,6029	0,2681	3,4379
2014-08-06	304 08:45	bgz	11117	3,3406	3,6092	0,2686	3,4439
2014-08-06	305 16:15	bgz	11121	3,3571	3,6270	0,2699	3,4609
2014-08-07	306 08:45	bgz	11125	3,3547	3,6244	0,2697	3,4584
2014-08-07	307 16:15	bgz	11129	3,3503	3,6196	0,2693	3,4539
2014-08-08	308 08:45	bgz	11133	3,3530	3,6226	0,2696	3,4567
2014-08-08	309 16:15	bgz	11137	3,3633	3,6337	0,2704	3,4673
2014-08-11	310 08:45	bgz	11141	3,3528	3,6223	0,2695	3,4564
2014-08-11	311 16:15	bgz	11145	3,3554	3,6251	0,2697	3,4591
2014-08-12	312 08:45	bgz	11149	3,3569	3,6268	0,2699	3,4607
2014-08-12	313 16:15	bgz	11153	3,3595	3,6295	0,2700	3,4633
2014-08-13	314 08:45	bgz	11157	3,3583	3,6282	0,2699	3,4621
2014-08-13	315 16:15	bgz	11161	3,3514	3,6208	0,2694	3,4550
2014-08-14	316 08:45	bgz	11165	3,3514	3,6208	0,2694	3,4550
2014-08-14	317 16:15	bgz	11169	3,3447	3,6136	0,2689	3,4481
2014-08-18	318 08:45	bgz	11173	3,3603	3,6304	0,2701	3,4642
2014-08-18	319 16:14	bgz	11177	3,3555	3,6252	0,2697	3,4592
2014-08-19	320 08:45	bgz	11181	3,3522	3,6216	0,2694	3,4558
2014-08-19	321 16:14	bgz	11185	3,3534	3,6230	0,2696	3,4571
2014-08-20	322 08:45	bgz	11189	3,3523	3,6217	0,2694	3,4559
2014-08-20	323 16:15	bgz	11193	3,3572	3,6271	0,2699	3,4610
2014-08-21	324 08:44	bgz	11197	3,3552	3,6249	0,2697	3,4589
2014-08-21	325 16:15	bgz	11201	3,3582	3,6281	0,2699	3,4620
2014-08-22	326 08:45	bgz	11205	3,3536	3,6232	0,2696	3,4573
2014-08-22	327 16:15	bgz	11209	3,3565	3,6263	0,2698	3,4603
2014-08-25	328 08:45	bgz	11213	3,3561	3,6258	0,2697	3,4598
2014-08-25	329 16:15	bgz	11217	3,3576	3,6275	0,2699	3,4614
2014-08-26	330 08:45	bgz	11221	3,3604	3,6305	0,2701	3,4643
2014-08-26	331 16:15	bgz	11225	3,3580	3,6279	0,2699	3,4618
2014-08-27	332 08:45	bgz	11229	3,3620	3,6322	0,2702	3,4659
2014-08-27	333 16:14	bgz	11233	3,3732	3,6444	0,2712	3,4775
2014-08-28	334 08:45	bgz	11237	3,3778	3,6493	0,2715	3,4822
2014-08-28	335 16:15	bgz	11241	3,3933	3,6661	0,2728	3,4982
2014-08-29	336 08:45	bgz	11245	3,4036	3,6772	0,2736	3,5088
2014-08-29	337 16:15	bgz	11249	3,3921	3,6648	0,2727	3,4970
2014-09-01	338 08:45	bgz	11253	3,3873	3,6596	0,2723	3,4920
2014-09-01	339 16:15	bgz	11257	3,3813	3,6531	0,2718	3,4858
2014-09-02	340 08:45	bgz	11261	3,3808	3,6525	0,2717	3,4853
2014-09-02	341 16:15	bgz	11265	3,3844	3,6564	0,2720	3,4890
2014-09-03	342 08:45	bgz	11269	3,3821	3,6539	0,2718	3,4866
2014-09-03	343 16:15	bgz	11273	3,3633	3,6337	0,2704	3,4673
2014-09-04	344 08:45	bgz	11277	3,3722	3,6432	0,2710	3,4764
2014-09-04	345 16:15	bgz	11281	3,3689	3,6397	0,2708	3,4730
2014-09-05	346 08:45	bgz	11285	3,3730	3,6442	0,2712	3,4773
2014-09-05	347 16:15	bgz	11289	3,3664	3,6370	0,2706	3,4705
2014-09-08	348 08:45	bgz	11293	3,3596	3,6297	0,2701	3,4635
2014-09-08	349 16:15	bgz	11297	3,3622	3,6324	0,2702	3,4661
2014-09-09	350 08:45	bgz	11301	3,3632	3,6336	0,2704	3,4672
2014-09-09	351 16:15	bgz	11305	3,3808	3,6525	0,2717	3,4853
2014-09-10	352 08:45	bgz	11309	3,3771	3,6486	0,2715	3,4815
2014-09-10	353 16:15	bgz	11313	3,3653	3,6358	0,2705	3,4693
2014-09-11	354 08:45	bgz	11317	3,3652	3,6357	0,2705	3,4692
2014-09-11	355 16:15	bgz	11321	3,3644	3,6348	0,2704	3,4684
2014-09-12	356 08:45	bgz	11325	3,3640	3,6344	0,2704	3,4680
2014-09-12	357 16:15	bgz	11329	3,3684	3,6391	0,2707	3,4725
2014-09-15	358 08:45	bgz	11333	3,3721	3,6431	0,2710	3,4763
2014-09-15	359 16:15	bgz	11337	3,3639	3,6343	0,2704	3,4679
2014-09-16	360 08:45	bgz	11341	3,3663	3,6369	0,2706	3,4704
2014-09-16	361 16:15	bgz	11345	3,3669	3,6376	0,2707	3,4710
2014-09-17	362 08:45	bgz	11349	3,3609	3,6311	0,2702	3,4648
2014-09-17	363 16:15	bgz	11353	3,3523	3,6217	0,2694	3,4559
2014-09-18	364 08:45	bgz	11357	3,3530	3,6226	0,2696	3,4567
2014-09-18	365 16:15	bgz	11361	3,3733	3,6445	0,2712	3,4776
2014-09-19	366 08:45	bgz	11365	3,3729	3,6441	0,2712	3,4772
2014-09-19	367 16:15	bgz	11369	3,3642	3,6346	0,2704	3,4682
2014-09-22	368 08:45	bgz	11373	3,3617	3,6319	0,2702	3,4656
2014-09-22	369 16:15	bgz	11377	3,3607	3,6309	0,2702	3,4646
2014-09-23	370 08:45	bgz	11381	3,3575	3,6274	0,2699	3,4613
2014-09-23	371 16:15	bgz	11385	3,3545	3,6241	0,2696	3,4582
2014-09-24	372 08:45	bgz	11389	3,3535	3,6231	0,2696	3,4572
2014-09-24	373 16:15	bgz	11393	3,3503	3,6196	0,2693	3,4539
2014-09-25	374 08:45	bgz	11397	3,3539	3,6235	0,2696	3,4576
2014-09-25	375 16:15	bgz	11401	3,3576	3,6275	0,2699	3,4614
2014-09-26	376 08:45	bgz	11405	3,3598	3,6299	0,2701	3,4637
2014-09-26	377 16:15	bgz	11409	3,3615	3,6317	0,2702	3,4654
2014-09-29	378 08:45	bgz	11413	3,3630	3,6334	0,2704	3,4670
2014-09-29	379 16:15	bgz	11417	3,3626	3,6328	0,2702	3,4665
2014-09-30	380 08:45	bgz	11421	3,3572	3,6271	0,2699	3,4610
2014-09-30	381 16:15	bgz	11425	3,3591	3,6291	0,2700	3,4629
2014-10-01	382 08:45	bgz	11429	3,3630	3,6334	0,2704	3,4670
2014-10-01	383 16:15	bgz	11433	3,3580	3,6279	0,2699	3,4618
2014-10-02	384 08:45	bgz	11437	3,3533	3,6229	0,2696	3,4570
2014-10-02	385 16:15	bgz	11441	3,3540	3,6236	0,2696	3,4577
2014-10-03	386 08:45	bgz	11445	3,3493	3,6185	0,2692	3,4528
2014-10-03	387 16:15	bgz	11449	3,3563	3,6261	0,2698	3,4601
2014-10-06	388 08:45	bgz	11453	3,3547	3,6244	0,2697	3,4584
2014-10-06	389 16:15	bgz	11457	3,3465	3,6156	0,2691	3,4500
2014-10-07	390 08:45	bgz	11461	3,3444	3,6132	0,2688	3,4478
2014-10-07	391 16:15	bgz	11465	3,3481	3,6172	0,2691	3,4516
2014-10-08	392 08:45	bgz	11469	3,3521	3,6215	0,2694	3,4557
2014-10-08	393 16:15	bgz	11473	3,3522	3,6216	0,2694	3,4558
2014-10-09	394 08:45	bgz	11477	3,3464	3,6153	0,2689	3,4498
2014-10-09	395 16:15	bgz	11481	3,3475	3,6166	0,2691	3,4510
2014-10-10	396 08:45	bgz	11485	3,3508	3,6202	0,2694	3,4544
2014-10-10	397 16:15	bgz	11489	3,3549	3,6246	0,2697	3,4586
2014-10-13	398 08:45	bgz	11493	3,3663	3,6369	0,2706	3,4704
2014-10-13	399 16:15	bgz	11497	3,3681	3,6388	0,2707	3,4722
2014-10-14	400 08:45	bgz	11501	3,3657	3,6362	0,2705	3,4697
2014-10-14	401 16:15	bgz	11505	3,3740	3,6452	0,2712	3,4783
2014-10-15	402 08:45	bgz	11509	3,3759	3,6473	0,2714	3,4803
2014-10-15	403 16:15	bgz	11513	3,3827	3,6546	0,2719	3,4873
2014-10-16	404 08:45	bgz	11517	3,3848	3,6568	0,2720	3,4894
2014-10-16	405 16:15	bgz	11521	3,4013	3,6747	0,2734	3,5064
2014-10-17	406 08:45	bgz	11525	3,4007	3,6740	0,2733	3,5058
2014-10-17	407 16:15	bgz	11529	3,4018	3,6753	0,2735	3,5070
2014-10-20	408 08:45	bgz	11533	3,3898	3,6623	0,2725	3,4946
2014-10-20	409 16:15	bgz	11537	3,3974	3,6705	0,2731	3,5024
2014-10-21	410 08:45	bgz	11541	3,3967	3,6697	0,2730	3,5017
2014-10-21	411 16:15	bgz	11545	3,3928	3,6655	0,2727	3,4977
2014-10-22	412 08:45	bgz	11549	3,3944	3,6672	0,2728	3,4993
2014-10-22	413 16:15	bgz	11553	3,3969	3,6699	0,2730	3,5019
2014-10-23	414 08:45	bgz	11557	3,4042	3,6778	0,2736	3,5094
2014-10-23	415 16:15	bgz	11561	3,4036	3,6772	0,2736	3,5088
2014-10-24	416 08:45	bgz	11565	3,3997	3,6730	0,2733	3,5048
2014-10-24	417 16:15	bgz	11569	3,3935	3,6663	0,2728	3,4984
2014-10-27	418 08:45	bgz	11573	3,3896	3,6621	0,2725	3,4944
2014-10-27	419 16:15	bgz	11577	3,3981	3,6712	0,2731	3,5031
2014-10-28	420 08:45	bgz	11581	3,3994	3,6727	0,2733	3,5045
2014-10-28	421 16:15	bgz	11585	3,3936	3,6664	0,2728	3,4985
2014-10-29	422 08:45	bgz	11589	3,3918	3,6644	0,2726	3,4966
2014-10-29	423 16:15	bgz	11593	3,3969	3,6699	0,2730	3,5019
2014-10-30	424 08:45	bgz	11597	3,3910	3,6635	0,2725	3,4958
2014-10-30	425 12:15	bgz	11601	3,3957	3,6687	0,2730	3,5007
2014-10-30	426 16:15	bgz	11605	3,3894	3,6619	0,2725	3,4942
2014-10-31	427 08:45	bgz	11609	3,3861	3,6583	0,2722	3,4908
2014-10-31	428 16:15	bgz	11613	3,3889	3,6613	0,2724	3,4937
2014-11-03	429 08:45	bgz	11617	3,3987	3,6719	0,2732	3,5038
2014-11-03	430 16:15	bgz	11621	3,3982	3,6713	0,2731	3,5032
2014-11-04	431 08:45	bgz	11625	3,3983	3,6715	0,2732	3,5034
2014-11-04	432 16:15	bgz	11629	3,4012	3,6746	0,2734	3,5063
2014-11-05	433 08:45	bgz	11633	3,4045	3,6781	0,2736	3,5097
2014-11-05	434 16:15	bgz	11637	3,4098	3,6839	0,2741	3,5152
2014-11-06	435 08:45	bgz	11641	3,4072	3,6811	0,2739	3,5125
2014-11-06	436 16:15	bgz	11645	3,3967	3,6697	0,2730	3,5017
2014-11-07	437 08:45	bgz	11649	3,3993	3,6726	0,2733	3,5044
2014-11-07	438 13:17	bgz	11653	3,4032	3,6768	0,2736	3,5084
2014-11-07	439 16:15	bgz	11657	3,4074	3,6813	0,2739	3,5127
2014-11-10	440 08:45	bgz	11661	3,4046	3,6782	0,2736	3,5098
2014-11-10	441 16:15	bgz	11665	3,4023	3,6758	0,2735	3,5075
2014-11-12	442 08:45	bgz	11669	3,4020	3,6755	0,2735	3,5072
2014-11-12	443 16:15	bgz	11673	3,4042	3,6778	0,2736	3,5094
2014-11-13	444 08:45	bgz	11677	3,4062	3,6800	0,2738	3,5115
2014-11-13	445 16:15	bgz	11681	3,4135	3,6879	0,2744	3,5190
2014-11-14	446 08:45	bgz	11685	3,4201	3,6950	0,2749	3,5258
2014-11-14	447 16:15	bgz	11689	3,4110	3,6851	0,2741	3,5164
2014-11-17	448 08:45	bgz	11693	3,4134	3,6878	0,2744	3,5189
2014-11-17	449 16:15	bgz	11697	3,4095	3,6836	0,2741	3,5149
2014-11-18	450 08:45	bgz	11701	3,4083	3,6823	0,2740	3,5137
2014-11-18	451 16:15	bgz	11705	3,4038	3,6774	0,2736	3,5090
2014-11-19	452 08:45	bgz	11709	3,4028	3,6763	0,2735	3,5080
2014-11-19	453 16:15	bgz	11713	3,4070	3,6808	0,2738	3,5123
2014-11-20	454 08:45	bgz	11717	3,4071	3,6809	0,2738	3,5124
2014-11-20	455 16:15	bgz	11721	3,4024	3,6759	0,2735	3,5076
2014-11-21	456 08:45	bgz	11725	3,3986	3,6718	0,2732	3,5037
2014-11-21	457 16:15	bgz	11729	3,3910	3,6635	0,2725	3,4958
2014-11-24	458 08:45	bgz	11733	3,3874	3,6597	0,2723	3,4921
2014-11-24	459 16:15	bgz	11737	3,3841	3,6561	0,2720	3,4887
2014-11-25	460 08:45	bgz	11741	3,3842	3,6562	0,2720	3,4888
2014-11-25	461 16:15	bgz	11745	3,3756	3,6469	0,2713	3,4799
2014-11-26	462 08:45	bgz	11749	3,3667	3,6373	0,2706	3,4708
2014-11-26	463 16:15	bgz	11753	3,3713	3,6423	0,2710	3,4755
2014-11-27	464 08:45	bgz	11757	3,3723	3,6433	0,2710	3,4765
2014-11-27	465 16:15	bgz	11761	3,3734	3,6446	0,2712	3,4777
2014-11-28	466 08:45	bgz	11765	3,3712	3,6422	0,2710	3,4754
2014-11-28	467 16:15	bgz	11769	3,3729	3,6441	0,2712	3,4772
2014-12-01	468 08:45	bgz	11773	3,3736	3,6448	0,2712	3,4779
2014-12-01	469 16:15	bgz	11777	3,3717	3,6427	0,2710	3,4759
2014-12-02	470 08:45	bgz	11781	3,3667	3,6373	0,2706	3,4708
2014-12-02	471 16:15	bgz	11785	3,3562	3,6260	0,2698	3,4600
2014-12-03	472 08:45	bgz	11789	3,3544	3,6240	0,2696	3,4581
2014-12-03	473 16:15	bgz	11793	3,3513	3,6207	0,2694	3,4549
2014-12-04	474 08:45	bgz	11797	3,3475	3,6166	0,2691	3,4510
2014-12-04	475 16:15	bgz	11801	3,3554	3,6251	0,2697	3,4591
2014-12-05	476 08:45	bgz	11805	3,3524	3,6218	0,2694	3,4560
2014-12-05	477 16:15	bgz	11809	3,3571	3,6270	0,2699	3,4609
2014-12-08	478 08:45	bgz	11813	3,3563	3,6261	0,2698	3,4601
2014-12-08	479 16:15	bgz	11817	3,3590	3,6290	0,2700	3,4628
2014-12-09	480 08:45	bgz	11821	3,3578	3,6277	0,2699	3,4616
2014-12-09	481 16:15	bgz	11825	3,3578	3,6277	0,2699	3,4616
2014-12-10	482 08:45	bgz	11829	3,3556	3,6253	0,2697	3,4593
2014-12-10	483 16:15	bgz	11833	3,3589	3,6289	0,2700	3,4627
2014-12-11	484 08:45	bgz	11837	3,3636	3,6340	0,2704	3,4676
2014-12-11	485 16:15	bgz	11841	3,3718	3,6428	0,2710	3,4760
2014-12-12	486 08:45	bgz	11845	3,3709	3,6419	0,2710	3,4751
2014-12-12	487 16:15	bgz	11849	3,3724	3,6435	0,2711	3,4767
2014-12-15	488 08:45	bgz	11853	3,3766	3,6480	0,2714	3,4810
2014-12-15	489 14:26	bgz	11857	3,3751	3,6464	0,2713	3,4794
2014-12-15	490 16:15	bgz	11861	3,3713	3,6423	0,2710	3,4755
2014-12-16	491 08:45	bgz	11865	3,3764	3,6478	0,2714	3,4808
2014-12-16	492 10:13	bgz	11869	3,3853	3,6575	0,2722	3,4900
2014-12-16	493 13:59	bgz	11873	3,4020	3,6755	0,2735	3,5072
2014-12-16	494 16:15	bgz	11877	3,4025	3,6760	0,2735	3,5077
2014-12-17	495 08:45	bgz	11881	3,4060	3,6798	0,2738	3,5113
2014-12-17	496 16:13	bgz	11885	3,4109	3,6850	0,2741	3,5163
2014-12-18	497 08:45	bgz	11889	3,3929	3,6656	0,2727	3,4978
2014-12-18	498 16:15	bgz	11893	3,4233	3,6984	0,2751	3,5291
2014-12-19	499 08:45	bgz	11897	3,4233	3,6984	0,2751	3,5291
2014-12-19	500 16:15	bgz	11901	3,4406	3,7172	0,2766	3,5470
2014-12-22	501 08:45	bgz	11905	3,4290	3,7046	0,2756	3,5350
2014-12-22	502 16:15	bgz	11909	3,4437	3,7206	0,2769	3,5502
2014-12-23	503 08:45	bgz	11911	3,4368	3,7130	0,2762	3,5430
2014-12-23	504 16:14	bgz	11913	3,4660	3,7446	0,2786	3,5731
2014-12-24	505 08:45	bgz	11915	3,4677	3,7464	0,2787	3,5749
2014-12-29	506 08:45	bgz	11917	3,5033	3,7849	0,2816	3,6116
2014-12-29	507 16:15	bgz	11919	3,4682	3,7470	0,2788	3,5754
2014-12-30	508 08:45	bgz	11921	3,4644	3,7429	0,2785	3,5715
2014-12-30	509 16:15	bgz	11923	3,4651	3,7436	0,2785	3,5722
2014-12-31	510 08:45	bgz	11925	3,4541	3,7318	0,2777	3,5609
2014-12-31	511 16:15	bgz	11927	3,4612	3,7394	0,2782	3,5682
2015-01-02	001 08:45	bgz	9827	3,4758	3,7551	0,2793	3,5832
2015-01-02	002 16:15	bgz	9831	3,4731	3,7523	0,2792	3,5805
2015-01-05	003 08:45	bgz	9835	3,4802	3,7600	0,2798	3,5878
2015-01-05	004 16:15	bgz	9839	3,4700	3,7490	0,2790	3,5773
2015-01-07	005 08:45	bgz	9843	3,4879	3,7682	0,2803	3,5957
2015-01-07	006 16:15	bgz	9847	3,4771	3,7566	0,2795	3,5846
2015-01-08	007 08:45	bgz	9851	3,4663	3,7450	0,2787	3,5735
2015-01-08	008 16:15	bgz	9855	3,4634	3,7418	0,2784	3,5705
2015-01-09	009 08:45	bgz	9859	3,4593	3,7373	0,2780	3,5662
2015-01-09	010 16:15	bgz	9863	3,4395	3,7159	0,2764	3,5458
2015-01-12	011 08:45	bgz	9867	3,4460	3,7230	0,2770	3,5525
2015-01-12	012 16:15	bgz	9871	3,4573	3,7352	0,2779	3,5642
2015-01-13	013 08:45	bgz	9875	3,4594	3,7374	0,2780	3,5663
2015-01-13	014 16:15	bgz	9879	3,4600	3,7382	0,2782	3,5670
2015-01-14	015 08:45	bgz	9883	3,4659	3,7445	0,2786	3,5730
2015-01-14	016 16:15	bgz	9887	3,4629	3,7413	0,2784	3,5700
2015-01-15	017 08:45	bgz	9891	3,4349	3,7110	0,2761	3,5411
2015-01-15	018 10:53	bgz	9895	3,7982	4,1035	0,3053	3,9156
2015-01-15	019 11:23	bgz	9899	4,1224	4,4537	0,3313	4,2498
2015-01-15	020 11:44	bgz	9903	4,0054	4,3274	0,3220	4,1292
2015-01-15	021 16:15	bgz	9907	4,0471	4,3724	0,3253	4,1722
2015-01-16	022 08:45	bgz	9911	4,0898	4,4185	0,3287	4,2162
2015-01-16	023 16:15	bgz	9915	4,2414	4,5823	0,3409	4,3725
2015-01-19	024 08:45	bgz	9919	4,1637	4,4984	0,3347	4,2924
2015-01-19	025 16:15	bgz	9923	4,1370	4,4696	0,3326	4,2649
2015-01-20	026 08:45	bgz	9927	4,1140	4,4447	0,3307	4,2412
2015-01-20	027 16:15	bgz	9931	4,1693	4,5045	0,3352	4,2982
2015-01-21	028 08:45	bgz	9935	4,1568	4,4909	0,3341	4,2853
2015-01-21	029 16:15	bgz	9939	4,1923	4,5293	0,3370	4,3219
2015-01-22	030 08:45	bgz	9943	4,1867	4,5232	0,3365	4,3161
2015-01-22	031 16:15	bgz	9947	4,1829	4,5191	0,3362	4,3122
2015-01-23	032 08:45	bgz	9951	4,1712	4,5066	0,3354	4,3002
2015-01-23	033 16:15	bgz	9955	4,1649	4,4997	0,3348	4,2937
2015-01-26	034 08:45	bgz	9959	4,1542	4,4881	0,3339	4,2826
2015-01-26	035 16:15	bgz	9963	4,0593	4,3856	0,3263	4,1848
2015-01-27	036 08:45	bgz	9967	4,0229	4,3463	0,3234	4,1473
2015-01-27	037 16:15	bgz	9971	4,0184	4,3414	0,3230	4,1426
2015-01-28	038 08:45	bgz	9975	3,9871	4,3076	0,3205	4,1104
2015-01-28	039 16:15	bgz	9979	4,0145	4,3372	0,3227	4,1386
2015-01-29	040 08:45	bgz	9983	4,0146	4,3373	0,3227	4,1387
2015-01-29	041 16:15	bgz	9987	3,9240	4,2394	0,3154	4,0453
