Data	Otwarcie	Max	Min	Zamkniêcie
2012-04-30	3.4675	3.4764	3.4633	3.4715
2012-05-01	3.4715	3.4762	3.4509	3.4533
2012-05-02	3.4533	3.4791	3.4514	3.4629
2012-05-03	3.4629	3.4810	3.4583	3.4790
2012-05-04	3.4792	3.4947	3.4752	3.4868
2012-05-07	3.4961	3.5046	3.4723	3.4765
2012-05-08	3.4765	3.5059	3.4686	3.4983
2012-05-09	3.4982	3.5353	3.4947	3.5345
2012-05-10	3.5345	3.5349	3.5145	3.5218
2012-05-11	3.5218	3.5452	3.5186	3.5441
2012-05-14	3.5480	3.6019	3.5256	3.5992
2012-05-15	3.5980	3.6390	3.5814	3.6275
2012-05-16	3.6305	3.6648	3.6111	3.6217
2012-05-17	3.6218	3.6417	3.6014	3.6276
2012-05-18	3.6279	3.6430	3.6005	3.6207
2012-05-21	3.6117	3.6232	3.5825	3.5873
2012-05-22	3.5873	3.6265	3.5823	3.6158
2012-05-23	3.6157	3.6575	3.6091	3.6360
2012-05-24	3.6361	3.6403	3.5908	3.6284
2012-05-25	3.6283	3.6390	3.6082	3.6299
2012-05-28	3.6229	3.6243	3.6014	3.6081
2012-05-29	3.6082	3.6326	3.6053	3.6251
2012-05-30	3.6249	3.6619	3.6213	3.6533
2012-05-31	3.6528	3.6809	3.6427	3.6467
2012-06-01	3.6468	3.6869	3.6448	3.6773
2012-06-04	3.6633	3.6795	3.6471	3.6494
2012-06-05	3.6498	3.6603	3.6329	3.6384
2012-06-06	3.6383	3.6423	3.5856	3.5856
2012-06-07	3.5856	3.6009	3.5215	3.5511
2012-06-08	3.5511	3.5912	3.5496	3.5722
2012-06-11	3.5544	3.6284	3.5395	3.6217
2012-06-12	3.6217	3.6257	3.5900	3.5958
2012-06-13	3.5976	3.6071	3.5722	3.5867
2012-06-14	3.5866	3.5982	3.5631	3.5653
2012-06-15	3.5654	3.5822	3.5259	3.5343
2012-06-18	3.5279	3.5757	3.5185	3.5514
2012-06-19	3.5514	3.5609	3.5228	3.5297
2012-06-20	3.5295	3.5409	3.5164	3.5183
2012-06-21	3.5183	3.5824	3.5171	3.5749
2012-06-22	3.5750	3.5807	3.5297	3.5533
2012-06-25	3.5552	3.5647	3.5399	3.5423
2012-06-26	3.5416	3.5481	3.5280	3.5330
2012-06-27	3.5358	3.5456	3.5232	3.5432
2012-06-28	3.5425	3.5789	3.5341	3.5649
2012-06-29	3.5698	3.5742	3.5056	3.5148
2012-07-02	3.5095	3.5228	3.5029	3.5055
2012-07-03	3.5057	3.5082	3.4851	3.4876
2012-07-04	3.4875	3.5097	3.4870	3.5060
2012-07-05	3.5063	3.5157	3.4910	3.5038
2012-07-06	3.5034	3.5438	3.5007	3.5329
2012-07-09	3.5366	3.5427	3.5066	3.5092
2012-07-10	3.5088	3.5233	3.4766	3.4793
2012-07-11	3.4793	3.4870	3.4653	3.4732
2012-07-12	3.4732	3.5085	3.4732	3.4959
2012-07-13	3.4960	3.5088	3.4767	3.4858
2012-07-16	3.4903	3.4943	3.4756	3.4843
2012-07-17	3.4852	3.4857	3.4615	3.4637
2012-07-18	3.4638	3.4802	3.4629	3.4655
2012-07-19	3.4655	3.4696	3.4500	3.4522
2012-07-20	3.4522	3.4728	3.4504	3.4628
2012-07-23	3.4654	3.4822	3.4576	3.4807
2012-07-24	3.5050	3.5141	3.4923	3.5103
2012-07-25	3.5119	3.5192	3.4749	3.4795
2012-07-26	3.4795	3.4873	3.4281	3.4416
2012-07-27	3.4412	3.4566	3.4216	3.4359
2012-07-30	3.4289	3.4501	3.4214	3.4230
2012-07-31	3.4226	3.4309	3.4104	3.4211
2012-08-01	3.4212	3.4314	3.4036	3.4161
2012-08-02	3.4163	3.4371	3.4087	3.4232
2012-08-03	3.4231	3.4238	3.3713	3.3807
2012-08-06	3.3821	3.3875	3.3473	3.3577
2012-08-07	3.3579	3.3910	3.3545	3.3882
2012-08-08	3.3882	3.4145	3.3773	3.3850
2012-08-09	3.3849	3.3899	3.3690	3.3717
2012-08-10	3.3718	3.4099	3.3708	3.3954
2012-08-13	3.3883	3.4128	3.3851	3.4005
2012-08-14	3.3992	3.4065	3.3852	3.3931
2012-08-15	3.3943	3.4061	3.3920	3.3952
2012-08-16	3.3951	3.4051	3.3685	3.3725
2012-08-17	3.3726	3.3978	3.3703	3.3851
2012-08-20	3.3879	3.3967	3.3774	3.3818
2012-08-21	3.3785	3.3988	3.3749	3.3877
2012-08-22	3.3877	3.4020	3.3832	3.3911
2012-08-23	3.3908	3.4114	3.3801	3.4078
2012-08-24	3.4074	3.4229	3.3939	3.4057
2012-08-27	3.4056	3.4089	3.3908	3.3981
2012-08-28	3.3990	3.4271	3.3855	3.4189
2012-08-29	3.4178	3.4854	3.4154	3.4758
2012-08-30	3.4749	3.5011	3.4651	3.4939
2012-08-31	3.4939	3.4987	3.4660	3.4698
2012-09-03	3.4695	3.4955	3.4659	3.4838
2012-09-04	3.4838	3.5000	3.4798	3.4865
2012-09-05	3.4872	3.5097	3.4656	3.4689
2012-09-06	3.4680	3.4767	3.4127	3.4222
2012-09-07	3.4215	3.4279	3.3777	3.3781
2012-09-10	3.3868	3.4130	3.3804	3.4046
2012-09-11	3.4045	3.4102	3.3696	3.3755
2012-09-12	3.3757	3.3960	3.3637	3.3842
2012-09-13	3.3836	3.3980	3.3433	3.3473
2012-09-14	3.3473	3.3558	3.3271	3.3341
2012-09-17	3.3441	3.3797	3.3393	3.3715
2012-09-18	3.3707	3.4036	3.3664	3.3950
2012-09-19	3.3947	3.4283	3.3860	3.4230
2012-09-20	3.4229	3.4573	3.4162	3.4287
2012-09-21	3.4277	3.4298	3.4006	3.4071
2012-09-24	3.4168	3.4378	3.4063	3.4284
2012-09-25	3.4288	3.4320	3.4080	3.4143
2012-09-26	3.4236	3.4379	3.4182	3.4272
2012-09-27	3.4267	3.4355	3.4005	3.4041
2012-09-28	3.4043	3.4095	3.3826	3.4061
2012-10-01	3.3980	3.4050	3.3716	3.3928
2012-10-02	3.3928	3.4034	3.3824	3.3977
2012-10-03	3.3977	3.4054	3.3658	3.3706
2012-10-04	3.3706	3.3783	3.3592	3.3723
2012-10-05	3.3723	3.3753	3.3486	3.3598
2012-10-08	3.3597	3.3775	3.3525	3.3596
2012-10-09	3.3606	3.3728	3.3453	3.3604
2012-10-10	3.3605	3.3912	3.3577	3.3847
2012-10-11	3.3847	3.3959	3.3775	3.3797
2012-10-12	3.3797	3.3953	3.3754	3.3836
2012-10-15	3.3861	3.3933	3.3723	3.3790
2012-10-16	3.3811	3.3896	3.3706	3.3781
2012-10-17	3.3786	3.3982	3.3712	3.3855
2012-10-18	3.3848	3.3997	3.3767	3.3887
2012-10-19	3.3908	3.3992	3.3835	3.3922
2012-10-22	3.3951	3.4012	3.3819	3.3894
2012-10-23	3.3894	3.4221	3.3832	3.4088
2012-10-24	3.4088	3.4393	3.4035	3.4367
2012-10-25	3.4367	3.4402	3.4139	3.4296
2012-10-26	3.4273	3.4416	3.4084	3.4165
2012-10-29	3.4192	3.4347	3.4120	3.4287
2012-10-30	3.4289	3.4364	3.4118	3.4152
2012-10-31	3.4148	3.4310	3.4116	3.4235
2012-11-01	3.4234	3.4308	3.4073	3.4121
2012-11-02	3.4121	3.4239	3.3849	3.4032
2012-11-05	3.4011	3.4190	3.3908	3.4047
2012-11-06	3.4047	3.4157	3.4004	3.4064
2012-11-07	3.4070	3.4352	3.3985	3.4317
2012-11-08	3.4316	3.4594	3.4236	3.4568
2012-11-09	3.4568	3.4637	3.4397	3.4436
2012-11-12	3.4440	3.4600	3.4356	3.4521
2012-11-13	3.4520	3.4798	3.4486	3.4727
2012-11-14	3.4728	3.4760	3.4547	3.4601
2012-11-15	3.4601	3.4722	3.4424	3.4487
2012-11-16	3.4491	3.4599	3.4436	3.4515
2012-11-19	3.4441	3.4576	3.4242	3.4282
2012-11-20	3.4283	3.4348	3.4114	3.4141
2012-11-21	3.4141	3.4260	3.4119	3.4147
2012-11-22	3.4146	3.4310	3.4037	3.4079
2012-11-23	3.4077	3.4284	3.4036	3.4117
2012-11-26	3.4111	3.4216	3.3988	3.4020
2012-11-27	3.4025	3.4082	3.3942	3.4033
2012-11-28	3.4033	3.4184	3.3993	3.4072
2012-11-29	3.4073	3.4112	3.3881	3.3943
2012-11-30	3.3943	3.4112	3.3887	3.3980
2012-12-03	3.3964	3.4227	3.3924	3.4189
2012-12-04	3.4189	3.4194	3.3954	3.4022
2012-12-05	3.4018	3.4087	3.3876	3.3987
2012-12-06	3.3983	3.4193	3.3971	3.4134
2012-12-07	3.4131	3.4215	3.3993	3.4067
2012-12-10	3.4110	3.4197	3.3941	3.3987
2012-12-11	3.3984	3.4017	3.3639	3.3679
2012-12-12	3.3676	3.3839	3.3637	3.3756
2012-12-13	3.3756	3.3912	3.3688	3.3894
2012-12-14	3.3894	3.3956	3.3706	3.3758
2012-12-17	3.3710	3.3907	3.3672	3.3823
2012-12-18	3.3826	3.3908	3.3631	3.3697
2012-12-19	3.3697	3.3809	3.3598	3.3726
2012-12-20	3.3726	3.3761	3.3548	3.3582
2012-12-21	3.3582	3.3831	3.3489	3.3770
2012-12-24	3.3707	3.3886	3.3653	3.3781
2012-12-25	3.3775	3.3901	3.3486	3.3718
2012-12-26	3.3624	3.4061	3.3334	3.3957
2012-12-27	3.3958	3.4003	3.3595	3.3685
2012-12-28	3.3685	3.3813	3.3613	3.3711
2012-12-31	3.3664	3.3901	3.3520	3.3677
2013-01-01	3.3712	3.3847	3.3531	3.3674
2013-01-02	3.3675	3.3722	3.3538	3.3586
2013-01-03	3.3586	3.3861	3.3545	3.3764
2013-01-04	3.3768	3.4120	3.3735	3.4015
2013-01-07	3.4008	3.4146	3.3973	3.4094
2013-01-08	3.4094	3.4179	3.3947	3.3981
2013-01-09	3.3982	3.4093	3.3656	3.3700
2013-01-10	3.3700	3.3819	3.3616	3.3666
2013-01-11	3.3668	3.3823	3.3593	3.3687
2013-01-14	3.3643	3.3829	3.3172	3.3252
2013-01-15	3.3232	3.3438	3.3072	3.3124
2013-01-16	3.3123	3.3494	3.3099	3.3281
2013-01-17	3.3283	3.3302	3.2786	3.2888
2013-01-18	3.2888	3.3536	3.2661	3.3341
2013-01-21	3.3319	3.3691	3.3294	3.3497
2013-01-22	3.3476	3.3814	3.3417	3.3692
2013-01-23	3.3720	3.3845	3.3489	3.3674
2013-01-24	3.3670	3.3860	3.3543	3.3684
2013-01-25	3.3665	3.3750	3.3335	3.3379
2013-01-28	3.3382	3.3747	3.3313	3.3679
2013-01-29	3.3673	3.3900	3.3597	3.3639
2013-01-30	3.3603	3.3971	3.3497	3.3946
2013-01-31	3.3931	3.4117	3.3837	3.3875
2013-02-01	3.3881	3.4032	3.3543	3.3593
2013-02-04	3.3586	3.4072	3.3394	3.3997
2013-02-05	3.4021	3.4073	3.3778	3.3856
2013-02-06	3.3837	3.4016	3.3687	3.3923
2013-02-07	3.3920	3.4090	3.3784	3.3906
2013-02-08	3.3906	3.3952	3.3720	3.3796
2013-02-11	3.3810	3.3866	3.3584	3.3613
2013-02-12	3.3631	3.3993	3.3614	3.3841
2013-02-13	3.3844	3.3900	3.3597	3.3664
2013-02-14	3.3660	3.4011	3.3623	3.3908
2013-02-15	3.3907	3.4099	3.3851	3.3956
2013-02-18	3.3984	3.4029	3.3859	3.3954
2013-02-19	3.3931	3.4026	3.3628	3.3722
2013-02-20	3.3716	3.3812	3.3636	3.3765
2013-02-21	3.3764	3.4063	3.3722	3.3913
2013-02-22	3.3913	3.3995	3.3734	3.3901
2013-02-25	3.3901	3.4170	3.3552	3.4120
2013-02-26	3.4122	3.4341	3.4061	3.4133
2013-02-27	3.4130	3.4258	3.3950	3.4000
2013-02-28	3.4005	3.4095	3.3844	3.3871
2013-03-01	3.3869	3.3941	3.3559	3.3650
2013-03-04	3.3678	3.3828	3.3600	3.3714
2013-03-05	3.3694	3.3736	3.3539	3.3573
2013-03-06	3.3565	3.3813	3.3407	3.3674
2013-03-07	3.3674	3.3699	3.3520	3.3546
2013-03-08	3.3588	3.3593	3.3281	3.3365
2013-03-11	3.3365	3.3596	3.3341	3.3500
2013-03-12	3.3499	3.3669	3.3422	3.3516
2013-03-13	3.3516	3.3667	3.3467	3.3507
2013-03-14	3.3482	3.3772	3.3404	3.3673
2013-03-15	3.3703	3.3825	3.3636	3.3734
2013-03-18	3.4066	3.4281	3.3771	3.3822
2013-03-19	3.3814	3.4161	3.3789	3.4098
2013-03-20	3.4124	3.4190	3.3935	3.4115
2013-03-21	3.4086	3.4348	3.4049	3.4310
2013-03-22	3.4310	3.4350	3.4062	3.4132
2013-03-25	3.4101	3.4206	3.3975	3.4149
2013-03-26	3.4142	3.4295	3.4049	3.4227
2013-03-27	3.4239	3.4353	3.4159	3.4274
2013-03-28	3.4272	3.4388	3.4147	3.4284
2013-03-29	3.4323	3.4423	3.4166	3.4173
2013-04-01	3.4268	3.4464	3.4107	3.4319
2013-04-02	3.4340	3.4473	3.4274	3.4413
2013-04-03	3.4401	3.4589	3.4310	3.4549
2013-04-04	3.4539	3.4574	3.4323	3.4351
2013-04-05	3.4352	3.4574	3.4155	3.4555
2013-04-08	3.4216	3.4429	3.3807	3.3848
2013-04-09	3.3861	3.3914	3.3652	3.3715
2013-04-10	3.3719	3.3797	3.3503	3.3607
2013-04-11	3.3593	3.3813	3.3565	3.3686
2013-04-12	3.3686	3.3851	3.3598	3.3658
2013-04-15	3.3695	3.3912	3.3623	3.3797
2013-04-16	3.3780	3.3889	3.3709	3.3789
2013-04-17	3.3783	3.3921	3.3713	3.3848
2013-04-18	3.3846	3.3907	3.3752	3.3803
2013-04-19	3.3794	3.3816	3.3563	3.3588
2013-04-22	3.3628	3.3753	3.3585	3.3629
2013-04-23	3.3625	3.3892	3.3587	3.3676
2013-04-24	3.3680	3.3732	3.3538	3.3617
2013-04-25	3.3632	3.3822	3.3526	3.3765
2013-04-26	3.3788	3.3945	3.3734	3.3835
2013-04-29	3.3790	3.3959	3.3608	3.3687
2013-04-30	3.3681	3.4023	3.3646	3.3975
2013-05-01	3.3978	3.4093	3.3919	3.4081
2013-05-02	3.4066	3.4102	3.3777	3.3829
2013-05-03	3.3828	3.3887	3.3440	3.3726
2013-05-06	3.3728	3.3864	3.3630	3.3800
2013-05-07	3.3797	3.3934	3.3576	3.3626
2013-05-08	3.3631	3.3700	3.3420	3.3542
2013-05-09	3.3529	3.3599	3.3244	3.3302
2013-05-10	3.3303	3.3469	3.3182	3.3273
2013-05-13	3.3318	3.3537	3.3274	3.3468
2013-05-14	3.3468	3.3604	3.3214	3.3320
2013-05-15	3.3322	3.3689	3.3269	3.3622
2013-05-16	3.3617	3.3774	3.3504	3.3652
2013-05-17	3.3664	3.3698	3.3328	3.3443
2013-05-20	3.3446	3.3639	3.3404	3.3528
2013-05-21	3.3551	3.3602	3.3274	3.3366
2013-05-22	3.3368	3.3396	3.2973	3.3235
2013-05-23	3.3230	3.3777	3.3217	3.3452
2013-05-24	3.3441	3.3809	3.3341	3.3704
2013-05-27	3.3699	3.3816	3.3603	3.3662
2013-05-28	3.3645	3.3678	3.3283	3.3451
2013-05-29	3.3438	3.4113	3.3387	3.4022
2013-05-30	3.3997	3.4435	3.3930	3.4368
2013-05-31	3.4376	3.4663	3.4258	3.4417
2013-06-03	3.4376	3.4495	3.4096	3.4305
2013-06-04	3.4303	3.4358	3.3992	3.4139
2013-06-05	3.4156	3.4870	3.4101	3.4745
2013-06-06	3.4773	3.5098	3.4485	3.4859
2013-06-07	3.4861	3.5153	3.4107	3.4216
2013-06-10	3.4187	3.4498	3.4187	3.4475
2013-06-11	3.4453	3.4865	3.4445	3.4657
2013-06-12	3.4660	3.4766	3.4396	3.4665
2013-06-13	3.4661	3.4899	3.4192	3.4220
2013-06-14	3.4226	3.4562	3.4081	3.4545
2013-06-17	3.4430	3.4482	3.4160	3.4265
2013-06-18	3.4269	3.4635	3.4194	3.4564
2013-06-19	3.4574	3.4772	3.4452	3.4692
2013-06-20	3.4687	3.5506	3.4679	3.5422
2013-06-21	3.5418	3.5639	3.5115	3.5394
2013-06-24	3.5371	3.5566	3.5265	3.5336
2013-06-25	3.5339	3.5440	3.5025	3.5218
2013-06-26	3.5231	3.5503	3.5177	3.5367
2013-06-27	3.5376	3.5389	3.4942	3.5029
2013-06-28	3.5024	3.5316	3.4897	3.5155
2013-07-01	3.5136	3.5193	3.4929	3.5027
2013-07-02	3.5038	3.5210	3.4923	3.5177
2013-07-03	3.5177	3.5323	3.4853	3.4883
2013-07-04	3.4874	3.5040	3.4466	3.4573
2013-07-05	3.4563	3.4936	3.4504	3.4755
2013-07-08	3.4715	3.4882	3.4589	3.4758
2013-07-09	3.4748	3.4841	3.4564	3.4705
2013-07-10	3.4708	3.4968	3.4531	3.4700
2013-07-11	3.4695	3.5045	3.4638	3.4783
2013-07-12	3.4790	3.4924	3.4647	3.4688
2013-07-15	3.4713	3.4768	3.4510	3.4560
2013-07-16	3.4577	3.4577	3.4300	3.4374
2013-07-17	3.4388	3.4624	3.4312	3.4344
2013-07-18	3.4344	3.4370	3.4188	3.4207
2013-07-19	3.4228	3.4375	3.4128	3.4221
2013-07-22	3.4212	3.4286	3.4009	3.4079
2013-07-23	3.4102	3.4149	3.3926	3.3962
2013-07-24	3.3962	3.4218	3.3875	3.4154
2013-07-25	3.4161	3.4382	3.4109	3.4190
2013-07-26	3.4194	3.4404	3.4182	3.4365
2013-07-29	3.4267	3.4378	3.3968	3.4033
2013-07-30	3.4008	3.4345	3.3996	3.4250
2013-07-31	3.4262	3.4564	3.4229	3.4485
2013-08-01	3.4483	3.4515	3.4313	3.4388
2013-08-02	3.4381	3.4427	3.4216	3.4271
2013-08-05	3.4279	3.4328	3.4105	3.4235
2013-08-06	3.4241	3.4302	3.4077	3.4137
2013-08-07	3.4126	3.4313	3.4115	3.4225
2013-08-08	3.4236	3.4264	3.3973	3.4020
2013-08-09	3.4024	3.4082	3.3912	3.3992
2013-08-12	3.4001	3.4078	3.3844	3.4042
2013-08-13	3.4023	3.4045	3.3834	3.3871
2013-08-14	3.3860	3.3961	3.3750	3.3912
2013-08-15	3.3919	3.4269	3.3803	3.4192
2013-08-16	3.4191	3.4317	3.4081	3.4261
2013-08-19	3.4219	3.4498	3.4197	3.4448
2013-08-20	3.4448	3.4575	3.4242	3.4350
2013-08-21	3.4325	3.4507	3.4297	3.4478
2013-08-22	3.4472	3.4519	3.4272	3.4399
2013-08-23	3.4405	3.4421	3.4180	3.4254
2013-08-26	3.4273	3.4335	3.4180	3.4260
2013-08-27	3.4267	3.4633	3.4260	3.4571
2013-08-28	3.4593	3.4964	3.4524	3.4746
2013-08-29	3.4754	3.4881	3.4626	3.4664
2013-08-30	3.4661	3.4745	3.4537	3.4691
2013-09-02	3.4704	3.4728	3.4428	3.4492
2013-09-03	3.4509	3.4710	3.4465	3.4615
2013-09-04	3.4613	3.4672	3.4420	3.4569
2013-09-05	3.4564	3.4800	3.4465	3.4684
2013-09-06	3.4670	3.4734	3.4427	3.4575
2013-09-09	3.4559	3.4638	3.4317	3.4501
2013-09-10	3.4486	3.4525	3.4152	3.4208
2013-09-11	3.4197	3.4264	3.3936	3.3989
2013-09-12	3.3989	3.4119	3.3950	3.4053
2013-09-13	3.4065	3.4085	3.3944	3.3958
2013-09-16	3.3972	3.4013	3.3825	3.3938
2013-09-17	3.3940	3.4131	3.3919	3.4021
2013-09-18	3.4005	3.4262	3.3669	3.3720
2013-09-19	3.3719	3.4149	3.3574	3.4046
2013-09-20	3.4025	3.4378	3.3966	3.4304
2013-09-23	3.4267	3.4388	3.4164	3.4346
2013-09-24	3.4351	3.4449	3.4149	3.4167
2013-09-25	3.4183	3.4321	3.4147	3.4285
2013-09-26	3.4252	3.4475	3.4235	3.4433
2013-09-27	3.4404	3.4543	3.4296	3.4374
2013-09-29	3.4423	3.4533	3.4394	3.4496
2013-09-30	3.4514	3.4642	3.4408	3.4455
2013-10-01	3.4471	3.4559	3.4310	3.4366
2013-10-02	3.4353	3.4518	3.4259	3.4300
2013-10-03	3.4325	3.4378	3.4168	3.4250
2013-10-04	3.4271	3.4336	3.4067	3.4125
2013-10-06	3.4110	3.4206	3.4110	3.4162
2013-10-07	3.4181	3.4352	3.4067	3.4160
2013-10-08	3.4199	3.4211	3.4033	3.4183
2013-10-09	3.4175	3.4190	3.4006	3.4068
2013-10-10	3.4068	3.4125	3.3848	3.3941
2013-10-11	3.3938	3.4074	3.3845	3.3877
2013-10-13	3.3902	3.3944	3.3902	3.3938
2013-10-14	3.3934	3.3991	3.3756	3.3826
2013-10-15	3.3829	3.3925	3.3695	3.3766
2013-10-16	3.3721	3.3838	3.3607	3.3666
2013-10-17	3.3666	3.3891	3.3617	3.3755
2013-10-18	3.3720	3.3892	3.3702	3.3757
2013-10-20	3.3767	3.3770	3.3733	3.3756
2013-10-21	3.3747	3.3891	3.3705	3.3796
2013-10-22	3.3801	3.3879	3.3667	3.3757
2013-10-23	3.3764	3.4038	3.3728	3.3977
2013-10-24	3.3972	3.4051	3.3852	3.3917
2013-10-25	3.3904	3.4063	3.3818	3.3896
2013-10-27	3.3879	3.3909	3.3876	3.3896
2013-10-28	3.3905	3.3943	3.3788	3.3822
2013-10-29	3.3832	3.3926	3.3790	3.3842
2013-10-30	3.3840	3.3880	3.3731	3.3815
2013-10-31	3.3830	3.4016	3.3778	3.3918
2013-11-01	3.3915	3.4142	3.3874	3.4089
2013-11-03	3.4002	3.4049	3.3975	3.4026
2013-11-04	3.4039	3.4095	3.3864	3.3967
2013-11-05	3.3968	3.4055	3.3920	3.3974
2013-11-06	3.3965	3.4003	3.3774	3.3821
2013-11-07	3.3797	3.4157	3.3718	3.4100
2013-11-08	3.4105	3.4168	3.3866	3.3875
2013-11-10	3.3919	3.3944	3.3892	3.3933
2013-11-11	3.3944	3.4252	3.3881	3.4152
2013-11-12	3.4151	3.4246	3.4042	3.4099
2013-11-13	3.4085	3.4193	3.3974	3.4010
2013-11-14	3.4000	3.4112	3.3891	3.3909
2013-11-15	3.3904	3.4010	3.3842	3.3930
2013-11-17	3.3857	3.3964	3.3842	3.3845
2013-11-18	3.3870	3.3997	3.3673	3.3828
2013-11-19	3.3838	3.3994	3.3796	3.3892
2013-11-20	3.3895	3.4085	3.3865	3.4000
2013-11-21	3.4003	3.4113	3.3947	3.4017
2013-11-22	3.4021	3.4195	3.3969	3.4070
2013-11-24	3.4109	3.4195	3.4068	3.4092
2013-11-25	3.4109	3.4131	3.3977	3.4031
2013-11-26	3.4015	3.4190	3.3974	3.4143
2013-11-27	3.4144	3.4163	3.4049	3.4068
2013-11-28	3.4098	3.4142	3.3966	3.4032
2013-11-29	3.4015	3.4207	3.3968	3.4100
2013-12-01	3.4095	3.4119	3.4080	3.4082
2013-12-02	3.4086	3.4156	3.4003	3.4118
2013-12-03	3.4119	3.4228	3.4056	3.4168
2013-12-04	3.4169	3.4261	3.4126	3.4229
2013-12-05	3.4249	3.4268	3.4068	3.4155
2013-12-06	3.4160	3.4281	3.4115	3.4182
2013-12-08	3.4191	3.4233	3.4174	3.4205
2013-12-09	3.4183	3.4243	3.4140	3.4209
2013-12-10	3.4211	3.4252	3.4107	3.4199
2013-12-11	3.4200	3.4263	3.4150	3.4183
2013-12-12	3.4184	3.4284	3.4097	3.4166
2013-12-13	3.4107	3.4222	3.4083	3.4172
2013-12-15	3.4176	3.4186	3.4141	3.4151
2013-12-16	3.4150	3.4241	3.4120	3.4170
2013-12-17	3.4181	3.4328	3.4117	3.4256
2013-12-18	3.4281	3.4296	3.3986	3.4046
2013-12-19	3.4032	3.4107	3.3836	3.3855
2013-12-20	3.3887	3.3994	3.3824	3.3882
2013-12-22	3.3887	3.3922	3.3887	3.3916
2013-12-23	3.3914	3.3965	3.3874	3.3946
2013-12-24	3.3949	3.3963	3.3563	3.3755
2013-12-25	3.3755	3.3796	3.3727	3.3775
2013-12-26	3.3775	3.3795	3.3593	3.3719
2013-12-27	3.3719	3.3923	3.3632	3.3774
2013-12-29	3.3742	3.3801	3.3742	3.3782
2013-12-30	3.3771	3.3872	3.3759	3.3832
2013-12-31	3.3837	3.3917	3.3764	3.3773
2014-01-01	3.3773	3.3818	3.3733	3.3796
2014-01-02	3.3796	3.3922	3.3760	3.3895
2014-01-03	3.3873	3.3917	3.3820	3.3822
2014-01-05	3.3825	3.3832	3.3807	3.3812
2014-01-06	3.3810	3.3920	3.3793	3.3855
2014-01-07	3.3875	3.3877	3.3653	3.3704
2014-01-08	3.3680	3.3806	3.3660	3.3711
2014-01-09	3.3711	3.3839	3.3631	3.3794
2014-01-10	3.3794	3.3846	3.3457	3.3457
2014-01-12	3.3598	3.3612	3.3564	3.3577
2014-01-13	3.3588	3.3799	3.3569	3.3749
2014-01-14	3.3733	3.3779	3.3488	3.3503
2014-01-15	3.3532	3.3674	3.3468	3.3583
2014-01-16	3.3583	3.3833	3.3522	3.3802
2014-01-17	3.3780	3.3831	3.3678	3.3743
2014-01-19	3.3735	3.3764	3.3729	3.3731
2014-01-20	3.3734	3.3768	3.3612	3.3665
2014-01-21	3.3667	3.3783	3.3579	3.3680
2014-01-22	3.3686	3.3769	3.3631	3.3669
2014-01-23	3.3650	3.4045	3.3612	3.3961
2014-01-24	3.3986	3.4514	3.3931	3.4140
2014-01-26	3.4223	3.4286	3.4223	3.4268
2014-01-27	3.4270	3.4540	3.4130	3.4263
2014-01-28	3.4240	3.4298	3.3982	3.3992
2014-01-29	3.4012	3.4571	3.3972	3.4538
2014-01-30	3.4558	3.4660	3.4401	3.4523
2014-01-31	3.4535	3.4843	3.4486	3.4761
2014-02-02	3.4726	3.4754	3.4720	3.4730
2014-02-03	3.4730	3.4874	3.4524	3.4792
2014-02-04	3.4820	3.4828	3.4348	3.4411
2014-02-05	3.4393	3.4462	3.4182	3.4187
2014-02-06	3.4190	3.4362	3.4051	3.4113
2014-02-07	3.4104	3.4267	3.3955	3.3955
2014-02-09	3.4068	3.4101	3.4063	3.4068
2014-02-10	3.4068	3.4219	3.4017	3.4126
2014-02-11	3.4113	3.4227	3.4001	3.4018
2014-02-12	3.4034	3.4092	3.3894	3.3962
2014-02-13	3.3962	3.4196	3.3935	3.4018
2014-02-14	3.4019	3.4087	3.3709	3.3891
2014-02-16	3.3892	3.3918	3.3868	3.3902
2014-02-17	3.3899	3.3978	3.3849	3.3870
2014-02-18	3.3890	3.4015	3.3820	3.3907
2014-02-19	3.3906	3.4206	3.3905	3.4122
2014-02-20	3.4103	3.4289	3.4078	3.4124
2014-02-21	3.4127	3.4177	3.3899	3.3899
2014-02-23	3.3999	3.4060	3.3999	3.4016
2014-02-24	3.4014	3.4126	3.3979	3.4038
2014-02-25	3.4039	3.4112	3.3990	3.4034
2014-02-26	3.4034	3.4295	3.3999	3.4278
2014-02-27	3.4273	3.4438	3.4083	3.4133
2014-02-28	3.4151	3.4313	3.4105	3.4118
2014-03-02	3.4466	3.4541	3.4440	3.4453
2014-03-03	3.4463	3.4832	3.4399	3.4766
2014-03-04	3.4761	3.4764	3.4250	3.4283
2014-03-05	3.4274	3.4387	3.4242	3.4324
2014-03-06	3.4295	3.4333	3.4164	3.4211
2014-03-07	3.4195	3.4543	3.4188	3.4359
2014-03-09	3.4417	3.4483	3.4415	3.4461
2014-03-10	3.4461	3.4629	3.4410	3.4541
2014-03-11	3.4535	3.4714	3.4490	3.4679
2014-03-12	3.4716	3.4791	3.4661	3.4690
2014-03-13	3.4692	3.4971	3.4638	3.4912
2014-03-14	3.4892	3.4996	3.4713	3.4767
2014-03-16	3.4776	3.4793	3.4673	3.4758
2014-03-17	3.4758	3.4860	3.4644	3.4712
2014-03-18	3.4741	3.4828	3.4483	3.4564
