Data	Otwarcie	Max	Min	Zamkniêcie
2010-08-03	2.9127	2.9282	2.8735	2.8750
2010-08-04	2.8750	2.9026	2.8718	2.8936
2010-08-05	2.8936	2.9060	2.8772	2.8889
2010-08-07	2.8941	2.8949	2.8930	2.8936
2010-08-08	2.8936	2.8946	2.8568	2.8578
2010-08-09	2.8578	2.8845	2.8578	2.8833
2010-08-10	2.8833	2.9479	2.8811	2.9434
2010-08-11	2.9434	2.9838	2.9278	2.9730
2010-08-12	2.9730	2.9890	2.9428	2.9841
2010-08-14	2.9899	2.9900	2.9795	2.9809
2010-08-15	2.9809	3.0145	2.9788	2.9895
2010-08-16	2.9895	2.9931	2.9286	2.9344
2010-08-17	2.9344	2.9627	2.9253	2.9457
2010-08-18	2.9457	3.0065	2.9414	3.0038
2010-08-19	3.0038	3.0329	2.9861	3.0245
2010-08-21	3.0248	3.0269	3.0206	3.0263
2010-08-22	3.0263	3.0518	3.0215	3.0495
2010-08-23	3.0495	3.0798	3.0427	3.0776
2010-08-24	3.0776	3.0940	3.0495	3.0633
2010-08-25	3.0633	3.0754	3.0293	3.0731
2010-08-26	3.0731	3.0766	3.0220	3.0228
2010-08-28	3.0268	3.0295	3.0240	3.0263
2010-08-29	3.0263	3.0780	3.0158	3.0770
2010-08-30	3.0770	3.1195	3.0766	3.1093
2010-08-31	3.1093	3.1099	3.0420	3.0518
2010-09-01	3.0518	3.0710	3.0408	3.0547
2010-09-02	3.0547	3.0589	2.9886	3.0049
2010-09-04	3.0057	3.0078	3.0019	3.0024
2010-09-05	3.0024	3.0389	2.9855	3.0356
2010-09-06	3.0356	3.0838	3.0328	3.0730
2010-09-07	3.0730	3.0957	3.0513	3.0607
2010-09-08	3.0607	3.0806	3.0469	3.0612
2010-09-09	3.0612	3.0636	3.0095	3.0475
2010-09-11	3.0363	3.0421	3.0278	3.0278
2010-09-12	3.0278	3.0398	3.0130	3.0353
2010-09-13	3.0353	3.0696	3.0255	3.0303
2010-09-14	3.0303	3.0356	3.0110	3.0208
2010-09-15	3.0208	3.0367	2.9678	2.9798
2010-09-16	2.9798	3.0168	2.9518	3.0040
2010-09-18	3.0053	3.0090	3.0029	3.0055
2010-09-19	3.0055	3.0112	2.9815	3.0029
2010-09-20	3.0029	3.0080	2.9764	2.9799
2010-09-21	2.9799	2.9989	2.9655	2.9889
2010-09-22	2.9889	3.0340	2.9821	3.0276
2010-09-23	3.0276	3.0463	2.9739	2.9804
2010-09-25	2.9921	2.9938	2.9833	2.9885
2010-09-26	2.9885	2.9914	2.9720	2.9869
2010-09-27	2.9869	3.0219	2.9831	2.9950
2010-09-28	2.9950	3.0023	2.9757	2.9897
2010-09-29	2.9897	3.0072	2.9558	2.9634
2010-09-30	2.9634	2.9680	2.9265	2.9344
2010-10-02	2.9322	2.9331	2.9279	2.9320
2010-10-03	2.9320	2.9890	2.9242	2.9888
2010-10-04	2.9888	2.9947	2.9472	2.9515
2010-10-05	2.9515	2.9709	2.9254	2.9607
2010-10-06	2.9607	2.9687	2.9364	2.9563
2010-10-07	2.9563	2.9772	2.9479	2.9528
2010-10-09	2.9499	2.9538	2.9440	2.9441
2010-10-10	2.9441	2.9714	2.9416	2.9542
2010-10-11	2.9542	2.9925	2.9530	2.9672
2010-10-12	2.9672	2.9734	2.9130	2.9180
2010-10-13	2.9180	2.9295	2.8998	2.9099
2010-10-14	2.9099	2.9253	2.8977	2.9078
2010-10-16	2.9098	2.9174	2.9097	2.9155
2010-10-17	2.9155	2.9470	2.9154	2.9285
2010-10-18	2.9285	2.9853	2.9247	2.9804
2010-10-19	2.9804	2.9818	2.9379	2.9379
2010-10-20	2.9379	2.9660	2.9170	2.9537
2010-10-21	2.9537	2.9548	2.9022	2.9049
2010-10-23	2.9129	2.9145	2.9056	2.9060
2010-10-24	2.9060	2.9074	2.8851	2.8996
2010-10-25	2.8996	2.9059	2.8723	2.8836
2010-10-26	2.8836	2.9135	2.8777	2.9038
2010-10-27	2.9038	2.9190	2.8910	2.8970
2010-10-28	2.8970	2.9265	2.8910	2.8951
2010-10-30	2.8948	2.8962	2.8911	2.8930
2010-11-01	2.8930	2.8954	2.8686	2.8754
2010-11-02	2.8754	2.8896	2.8616	2.8699
2010-11-03	2.8699	2.8779	2.8455	2.8466
2010-11-04	2.8466	2.8750	2.8228	2.8618
2010-11-05	2.8618	2.9131	2.8604	2.8980
2010-11-07	2.8942	2.8974	2.8931	2.8939
2010-11-08	2.8939	2.9368	2.8918	2.9327
2010-11-09	2.9327	2.9582	2.9076	2.9288
2010-11-10	2.9288	2.9389	2.8924	2.9113
2010-11-11	2.9113	2.9696	2.9030	2.9543
2010-11-12	2.9543	2.9870	2.9262	2.9357
2010-11-14	2.9432	2.9472	2.9419	2.9446
2010-11-15	2.9446	2.9524	2.9243	2.9355
2010-11-16	2.9355	2.9592	2.9252	2.9498
2010-11-17	2.9498	2.9617	2.9338	2.9446
2010-11-18	2.9446	2.9463	2.8938	2.8943
2010-11-19	2.8943	2.9116	2.8797	2.9011
2010-11-21	2.8921	2.8925	2.8856	2.8859
2010-11-22	2.8859	2.9397	2.8769	2.9384
2010-11-23	2.9384	2.9946	2.9301	2.9819
2010-11-24	2.9819	3.0055	2.9657	2.9846
2010-11-25	2.9846	2.9939	2.9716	2.9817
2010-11-26	2.9817	3.0568	2.9796	3.0385
2010-11-28	3.0320	3.0378	3.0254	3.0370
2010-11-29	3.0370	3.1342	3.0242	3.1241
2010-11-30	3.1241	3.1431	3.0802	3.0876
2010-12-01	3.0876	3.0947	3.0343	3.0379
2010-12-02	3.0379	3.0812	3.0219	3.0418
2010-12-03	3.0418	3.0617	3.0311	3.0452
2010-12-05	3.0512	3.0512	3.0391	3.0444
2010-12-06	3.0444	3.0818	3.0432	3.0705
2010-12-07	3.0705	3.0798	3.0588	3.0775
2010-12-08	3.0775	3.1136	3.0723	3.0863
2010-12-09	3.0863	3.1115	3.0730	3.0993
2010-12-10	3.0993	3.1143	3.0893	3.1048
2010-12-12	3.1089	3.1108	3.1079	3.1107
2010-12-13	3.1107	3.1133	3.0787	3.0819
2010-12-14	3.0819	3.1113	3.0618	3.1056
2010-12-15	3.1056	3.1294	3.0987	3.1153
2010-12-16	3.1153	3.1310	3.0947	3.1207
2010-12-17	3.1207	3.1362	3.1101	3.1181
2010-12-19	3.1233	3.1240	3.1191	3.1231
2010-12-20	3.1231	3.1677	3.1203	3.1597
2010-12-21	3.1597	3.1936	3.1418	3.1912
2010-12-22	3.1912	3.2073	3.1770	3.1960
2010-12-23	3.1960	3.2005	3.1359	3.1549
2010-12-24	3.1549	3.1610	3.1328	3.1431
2010-12-26	3.1460	3.1491	3.1454	3.1481
2010-12-27	3.1481	3.1557	3.1305	3.1473
2010-12-28	3.1473	3.2090	3.1412	3.2012
2010-12-29	3.2012	3.2016	3.1634	3.1770
2010-12-30	3.1770	3.1969	3.1669	3.1892
2010-12-31	3.1892	3.1912	3.1520	3.1667
2011-01-02	3.1744	3.1812	3.1711	3.1808
2011-01-03	3.1808	3.1886	3.1595	3.1641
2011-01-04	3.1641	3.1735	3.0726	3.0841
2011-01-05	3.0841	3.1055	3.0424	3.0460
2011-01-06	3.0460	3.0901	3.0337	3.0851
2011-01-07	3.0851	3.1180	3.0773	3.1135
2011-01-09	3.1146	3.1189	3.1103	3.1174
2011-01-10	3.1174	3.1425	3.1042	3.1169
2011-01-11	3.1169	3.1189	3.0415	3.0499
2011-01-12	3.0499	3.0547	3.0166	3.0264
2011-01-13	3.0264	3.0284	3.0040	3.0107
2011-01-14	3.0107	3.0192	2.9899	3.0059
2011-01-16	3.0046	3.0080	3.0035	3.0037
2011-01-17	3.0037	3.0238	3.0014	3.0187
2011-01-18	3.0187	3.0249	2.9942	3.0019
2011-01-19	3.0019	3.0173	2.9773	3.0122
2011-01-20	3.0122	3.0433	2.9834	2.9910
2011-01-21	2.9910	2.9949	2.9676	2.9710
2011-01-23	2.9739	2.9768	2.9712	2.9723
2011-01-24	2.9723	2.9971	2.9591	2.9936
2011-01-25	2.9936	3.0186	2.9763	3.0093
2011-01-26	3.0093	3.0143	2.9895	3.0068
2011-01-27	3.0068	3.0265	2.9957	3.0065
2011-01-28	3.0065	3.0887	3.0046	3.0797
2011-01-30	3.0861	3.0880	3.0781	3.0880
2011-01-31	3.0880	3.0922	3.0388	3.0398
2011-02-01	3.0398	3.0466	2.9996	3.0143
2011-02-02	3.0143	3.0405	3.0029	3.0072
2011-02-03	3.0072	3.0343	2.9927	3.0281
2011-02-04	3.0281	3.0330	2.9850	2.9988
2011-02-06	2.9958	3.0007	2.9935	2.9984
2011-02-07	2.9984	2.9996	2.9504	2.9880
2011-02-08	2.9880	2.9904	2.9606	2.9629
2011-02-09	2.9629	2.9788	2.9513	2.9724
2011-02-10	2.9724	3.0021	2.9688	2.9764
2011-02-11	2.9764	3.0007	2.9623	2.9709
2011-02-13	2.9779	2.9820	2.9773	2.9783
2011-02-14	2.9783	3.0258	2.9628	3.0188
2011-02-15	3.0188	3.0240	2.9832	3.0116
2011-02-16	3.0116	3.0172	2.9811	2.9994
2011-02-17	2.9994	3.0356	2.9924	3.0187
2011-02-18	3.0187	3.0404	3.0123	3.0279
2011-02-20	3.0293	3.0293	3.0227	3.0246
2011-02-21	3.0246	3.0511	3.0210	3.0439
2011-02-22	3.0439	3.1042	3.0438	3.1000
2011-02-23	3.1000	3.1096	3.0728	3.1014
2011-02-24	3.1014	3.1431	3.1000	3.1160
2011-02-25	3.1160	3.1210	3.0940	3.1181
2011-02-27	3.1117	3.1208	3.1111	3.1207
2011-02-28	3.1207	3.1258	3.0781	3.0816
2011-03-01	3.0816	3.1208	3.0663	3.1188
2011-03-02	3.1188	3.1254	3.0968	3.1038
2011-03-03	3.1038	3.1088	3.0618	3.0670
2011-03-04	3.0670	3.0880	3.0602	3.0771
2011-03-06	3.0734	3.0746	3.0714	3.0715
2011-03-07	3.0715	3.0870	3.0609	3.0694
2011-03-08	3.0694	3.0808	3.0425	3.0552
2011-03-09	3.0552	3.0869	3.0513	3.0806
2011-03-10	3.0806	3.1303	3.0769	3.1227
2011-03-11	3.1227	3.1471	3.0952	3.0967
2011-03-13	3.0941	3.1018	3.0855	3.1017
2011-03-14	3.1017	3.1277	3.0980	3.1153
2011-03-15	3.1153	3.1869	3.1141	3.1582
2011-03-16	3.1556	3.2934	3.1377	3.2757
2011-03-17	3.2746	3.2839	3.2133	3.2312
2011-03-18	3.2309	3.2360	3.1693	3.1854
2011-03-20	3.1875	3.1883	3.1784	3.1787
2011-03-21	3.1787	3.1800	3.1252	3.1294
2011-03-22	3.1294	3.1526	3.1236	3.1500
2011-03-23	3.1500	3.1761	3.1425	3.1490
2011-03-24	3.1490	3.1543	3.1153	3.1184
2011-03-25	3.1184	3.1208	3.0902	3.0994
2011-03-27	3.1050	3.1087	3.1027	3.1035
2011-03-27	3.1035	3.1120	3.0833	3.0991
2011-03-28	3.0991	3.1016	3.0715	3.0726
2011-03-29	3.0726	3.0963	3.0612	3.0914
2011-03-30	3.0914	3.1158	3.0794	3.0899
2011-03-31	3.0899	3.0987	3.0509	3.0552
2011-04-02	3.0536	3.0598	3.0532	3.0539
2011-04-03	3.0539	3.0776	3.0517	3.0659
2011-04-04	3.0659	3.0840	3.0335	3.0350
2011-04-05	3.0350	3.0520	3.0141	3.0213
2011-04-06	3.0213	3.0434	3.0153	3.0316
2011-04-07	3.0316	3.0316	2.9978	3.0162
2011-04-09	3.0170	3.0185	3.0086	3.0093
2011-04-10	3.0093	3.0394	3.0091	3.0372
2011-04-11	3.0372	3.0774	3.0347	3.0674
2011-04-12	3.0674	3.0699	3.0366	3.0636
2011-04-13	3.0636	3.0772	3.0480	3.0490
2011-04-14	3.0490	3.0712	3.0474	3.0686
2011-04-16	3.0722	3.0760	3.0690	3.0755
2011-04-17	3.0755	3.1414	3.0646	3.1319
2011-04-18	3.1319	3.1362	3.0709	3.0749
2011-04-19	3.0749	3.0824	3.0565	3.0781
2011-04-20	3.0781	3.0911	3.0564	3.0585
2011-04-21	3.0585	3.0678	3.0499	3.0615
2011-04-23	3.0621	3.0684	3.0584	3.0681
2011-04-24	3.0681	3.0825	3.0600	3.0755
2011-04-25	3.0755	3.0899	3.0598	3.0783
2011-04-26	3.0783	3.0795	3.0324	3.0335
2011-04-27	3.0335	3.0523	3.0316	3.0391
2011-04-28	3.0391	3.0704	3.0377	3.0698
2011-04-30	3.0658	3.0702	3.0635	3.0690
2011-05-01	3.0690	3.0737	3.0494	3.0649
2011-05-02	3.0649	3.0911	3.0554	3.0855
2011-05-03	3.0855	3.1045	3.0648	3.0957
2011-05-04	3.0957	3.1437	3.0846	3.1333
2011-05-05	3.1333	3.1393	3.0917	3.1343
2011-05-07	3.1265	3.1317	3.1253	3.1277
2011-05-08	3.1277	3.1565	3.1056	3.1391
2011-05-09	3.1391	3.1500	3.0934	3.0959
2011-05-10	3.0959	3.1094	3.0722	3.1054
2011-05-11	3.1054	3.1229	3.0955	3.1065
2011-05-12	3.1065	3.1319	3.0858	3.1254
2011-05-14	3.1311	3.1341	3.1290	3.1338
2011-05-15	3.1338	3.1410	3.1157	3.1379
2011-05-16	3.1379	3.1439	3.1170	3.1282
2011-05-17	3.1282	3.1372	3.1125	3.1179
2011-05-18	3.1179	3.1258	3.1004	3.1075
2011-05-19	3.1075	3.1699	3.1004	3.1559
2011-05-21	3.1569	3.1679	3.1560	3.1664
2011-05-22	3.1664	3.2031	3.1595	3.1694
2011-05-23	3.1694	3.1911	3.1642	3.1837
2011-05-24	3.1837	3.2343	3.1824	3.2275
2011-05-25	3.2275	3.2690	3.2035	3.2536
2011-05-26	3.2536	3.2776	3.2464	3.2635
2011-05-28	3.2679	3.2679	3.2618	3.2653
2011-05-29	3.2653	3.2746	3.2592	3.2689
2011-05-30	3.2689	3.2727	3.2102	3.2151
2011-05-31	3.2151	3.2945	3.2041	3.2841
2011-06-01	3.2841	3.2856	3.2310	3.2344
2011-06-02	3.2344	3.2705	3.2277	3.2433
2011-06-04	3.2433	3.2443	3.2347	3.2427
2011-06-05	3.2427	3.2572	3.2255	3.2503
2011-06-06	3.2503	3.2527	3.1987	3.2075
2011-06-07	3.2075	3.2458	3.2052	3.2355
2011-06-08	3.2355	3.2397	3.2155	3.2236
2011-06-09	3.2236	3.2674	3.2228	3.2566
2011-06-11	3.2557	3.2589	3.2538	3.2586
2011-06-12	3.2586	3.2766	3.2374	3.2599
2011-06-13	3.2599	3.2737	3.2056	3.2208
2011-06-14	3.2208	3.2672	3.2109	3.2641
2011-06-15	3.2641	3.3374	3.2543	3.3020
2011-06-16	3.3020	3.3226	3.2658	3.2746
2011-06-18	3.2834	3.2906	3.2824	3.2906
2011-06-19	3.2906	3.3264	3.2799	3.2869
2011-06-20	3.2869	3.3022	3.2744	3.2891
2011-06-21	3.2891	3.3140	3.2738	3.3082
2011-06-22	3.3082	3.3913	3.3005	3.3388
2011-06-23	3.3388	3.3797	3.3340	3.3733
2011-06-25	3.3725	3.3815	3.3664	3.3814
2011-06-26	3.3814	3.3851	3.3422	3.3489
2011-06-27	3.3489	3.3830	3.3413	3.3554
2011-06-28	3.3554	3.3632	3.3048	3.3109
2011-06-29	3.3109	3.3189	3.2498	3.2639
2011-06-30	3.2639	3.2647	3.1951	3.2006
2011-07-02	3.1948	3.2005	3.1919	3.1934
2011-07-03	3.1934	3.2082	3.1917	3.1948
2011-07-04	3.1948	3.2670	3.1936	3.2544
2011-07-05	3.2544	3.3097	3.2401	3.2854
2011-07-06	3.2854	3.3020	3.2366	3.2402
2011-07-07	3.2402	3.3228	3.2342	3.3091
2011-07-09	3.3188	3.3259	3.3185	3.3213
2011-07-10	3.3213	3.4198	3.3158	3.4052
2011-07-11	3.4052	3.5112	3.4041	3.4676
2011-07-12	3.4676	3.4937	3.4326	3.4738
2011-07-13	3.4738	3.5034	3.4396	3.4986
2011-07-14	3.4986	3.5072	3.4697	3.4745
2011-07-16	3.5212	3.5232	3.5106	3.5148
2011-07-17	3.5148	3.5440	3.4930	3.4996
2011-07-18	3.4996	3.5069	3.4325	3.4365
2011-07-19	3.4365	3.4466	3.3991	3.4045
2011-07-20	3.4045	3.4444	3.3766	3.3853
2011-07-21	3.3853	3.4134	3.3446	3.3868
2011-07-23	3.4085	3.4131	3.3982	3.4118
2011-07-24	3.4118	3.4819	3.4008	3.4596
2011-07-25	3.4596	3.4707	3.4209	3.4381
2011-07-26	3.4381	3.4989	3.4327	3.4952
2011-07-27	3.4952	3.5168	3.4733	3.4914
2011-07-28	3.4914	3.5455	3.4901	3.5336
2011-07-30	3.5099	3.5194	3.4986	3.5108
2011-07-31	3.5108	3.6239	3.4783	3.5714
2011-08-01	3.5714	3.7308	3.5711	3.7063
2011-08-02	3.7063	3.7462	3.6126	3.6400
2011-08-03	3.6400	3.7675	3.6117	3.7502
2011-08-04	3.7502	3.7639	3.6712	3.6827
2011-08-06	3.6968	3.7253	3.6934	3.7167
2011-08-07	3.7167	3.8371	3.6759	3.8133
2011-08-08	3.8133	4.0784	3.7511	3.9258
2011-08-09	3.9258	4.1281	3.8775	4.1020
2011-08-10	4.1020	4.1024	3.8020	3.8184
2011-08-11	3.8184	3.9124	3.7483	3.7541
2011-08-13	3.7192	3.7285	3.6784	3.6818
2011-08-14	3.6818	3.7055	3.6010	3.6553
2011-08-15	3.6553	3.7255	3.6084	3.6275
2011-08-16	3.6275	3.7046	3.5689	3.6275
2011-08-17	3.6275	3.7522	3.5962	3.6867
2011-08-18	3.6867	3.7277	3.6694	3.6965
2011-08-20	3.6796	3.7050	3.6794	3.7011
2011-08-21	3.7011	3.7150	3.6642	3.6795
2011-08-22	3.6795	3.6847	3.6149	3.6227
2011-08-23	3.6227	3.6573	3.6194	3.6318
2011-08-24	3.6318	3.6580	3.6052	3.6516
2011-08-25	3.6516	3.6608	3.5452	3.5520
2011-08-27	3.5553	3.5594	3.5490	3.5509
2011-08-28	3.5509	3.5576	3.4628	3.4957
2011-08-29	3.4957	3.5332	3.4842	3.5057
2011-08-30	3.5057	3.5934	3.5042	3.5781
2011-08-31	3.5781	3.6660	3.5638	3.6572
2011-09-01	3.6572	3.8043	3.6502	3.7409
2011-09-03	3.7563	3.7567	3.7431	3.7519
2011-09-04	3.7519	3.8282	3.7420	3.8190
2011-09-05	3.8190	3.8472	3.4499	3.5093
2011-09-06	3.5093	3.5166	3.4694	3.4776
2011-09-07	3.4776	3.5111	3.4619	3.5055
2011-09-08	3.5055	3.5820	3.5008	3.5606
2011-09-10	3.5639	3.5672	3.5572	3.5627
2011-09-11	3.5627	3.6076	3.5566	3.5947
2011-09-12	3.5947	3.6284	3.5842	3.5993
2011-09-13	3.5993	3.6640	3.5919	3.6437
2011-09-14	3.6437	3.6520	3.5733	3.5785
2011-09-15	3.5785	3.6058	3.5476	3.5587
2011-09-17	3.5606	3.5730	3.5583	3.5701
2011-09-18	3.5701	3.6393	3.5701	3.6178
2011-09-19	3.6178	3.6391	3.5806	3.6005
2011-09-20	3.6005	3.6705	3.5519	3.6332
2011-09-21	3.6332	3.7094	3.6103	3.6881
2011-09-22	3.6881	3.7064	3.5758	3.5799
2011-09-24	3.5847	3.5873	3.5760	3.5762
2011-09-25	3.5762	3.6397	3.5762	3.6254
2011-09-26	3.6254	3.6288	3.5645	3.6012
2011-09-27	3.6012	3.6629	3.5934	3.6496
2011-09-28	3.6496	3.6572	3.5983	3.6346
2011-09-29	3.6346	3.6578	3.6103	3.6378
2011-10-01	3.6418	3.6489	3.6374	3.6429
2011-10-02	3.6429	3.6570	3.6020	3.6327
2011-10-03	3.6327	3.6386	3.5829	3.5967
2011-10-04	3.5967	3.6009	3.5397	3.5560
2011-10-05	3.5560	3.5713	3.5259	3.5469
2011-10-06	3.5469	3.5524	3.5101	3.5302
2011-10-08	3.5187	3.5320	3.5182	3.5276
2011-10-09	3.5276	3.5322	3.4796	3.4947
2011-10-10	3.4947	3.5248	3.4705	3.4760
2011-10-11	3.4760	3.4960	3.4604	3.4734
2011-10-12	3.4734	3.5015	3.4658	3.4758
2011-10-13	3.4758	3.4880	3.4617	3.4777
2011-10-15	3.4780	3.4786	3.4737	3.4767
2011-10-16	3.4767	3.5363	3.4446	3.5320
2011-10-17	3.5320	3.5462	3.5096	3.5225
2011-10-18	3.5225	3.5267	3.4746	3.4975
2011-10-19	3.4975	3.5955	3.4952	3.5760
2011-10-20	3.5760	3.6101	3.5614	3.5878
2011-10-22	3.5866	3.5927	3.5831	3.5876
2011-10-23	3.5876	3.5949	3.5434	3.5661
2011-10-24	3.5661	3.5899	3.5455	3.5761
2011-10-25	3.5761	3.6010	3.5646	3.5770
2011-10-26	3.5770	3.5808	3.5027	3.5137
2011-10-27	3.5138	3.5550	3.5079	3.5428
2011-10-31	3.5499	3.6255	3.5316	3.6077
2011-11-01	3.6077	3.6773	3.6046	3.6490
2011-11-02	3.6492	3.6692	3.5864	3.5975
2011-11-03	3.5981	3.6304	3.5587	3.5617
2011-11-04	3.5615	3.5791	3.5435	3.5723
2011-11-07	3.5410	3.5583	3.5110	3.5155
2011-11-08	3.5161	3.5381	3.5007	3.5053
2011-11-09	3.5053	3.5774	3.4992	3.5677
2011-11-10	3.5676	3.5981	3.5456	3.5828
2011-11-11	3.5833	3.5863	3.5246	3.5327
2011-11-14	3.5280	3.5698	3.5276	3.5598
2011-11-15	3.5597	3.5824	3.5343	3.5730
2011-11-16	3.5724	3.6000	3.5560	3.5848
2011-11-17	3.5849	3.5933	3.5541	3.5665
2011-11-18	3.5663	3.5883	3.5574	3.5683
2011-11-21	3.5609	3.6167	3.5593	3.6038
2011-11-22	3.6037	3.6215	3.5893	3.6091
2011-11-23	3.6085	3.6670	3.6066	3.6549
2011-11-24	3.6552	3.6751	3.6304	3.6744
2011-11-25	3.6746	3.6956	3.6450	3.6875
2011-11-28	3.6650	3.6912	3.6421	3.6777
2011-11-29	3.6777	3.7020	3.6642	3.6863
2011-11-30	3.6863	3.7157	3.6471	3.6564
2011-12-01	3.6578	3.6837	3.6269	3.6313
2011-12-02	3.6321	3.6451	3.6130	3.6377
2011-12-05	3.6284	3.6341	3.5925	3.6186
2011-12-06	3.6179	3.6228	3.5872	3.5959
2011-12-07	3.5959	3.6158	3.5795	3.6014
2011-12-08	3.6010	3.6574	3.5958	3.6458
2011-12-09	3.6450	3.6796	3.6381	3.6486
2011-12-12	3.6416	3.6993	3.6392	3.6835
2011-12-13	3.6828	3.7284	3.6698	3.7278
2011-12-14	3.7282	3.7314	3.6735	3.6735
2011-12-15	3.6736	3.7121	3.6714	3.6923
2011-12-16	3.6922	3.7008	3.6577	3.6848
2011-12-19	3.6796	3.6946	3.6687	3.6851
2011-12-20	3.6851	3.6855	3.6478	3.6510
2011-12-21	3.6503	3.6556	3.5956	3.6416
2011-12-22	3.6411	3.6522	3.6051	3.6292
2011-12-23	3.6291	3.6346	3.6165	3.6306
2011-12-26	3.6262	3.6333	3.6068	3.6172
2011-12-27	3.6147	3.6248	3.5935	3.5975
2011-12-28	3.5977	3.6089	3.5878	3.5993
2011-12-29	3.5995	3.6617	3.5975	3.6168
2011-12-30	3.6174	3.6768	3.6104	3.6683
2012-01-02	3.6191	3.6807	3.6191	3.6700
2012-01-03	3.6696	3.6756	3.6453	3.6679
2012-01-04	3.6680	3.6958	3.6552	3.6860
2012-01-05	3.6864	3.7125	3.6841	3.7005
2012-01-06	3.7004	3.7045	3.6662	3.6998
2012-01-09	3.6962	3.7065	3.6838	3.6999
2012-01-10	3.6995	3.7081	3.6641	3.6735
2012-01-11	3.6733	3.6918	3.6606	3.6786
2012-01-12	3.6789	3.6849	3.6314	3.6354
2012-01-13	3.6356	3.6656	3.6231	3.6500
2012-01-16	3.6518	3.6621	3.6245	3.6315
2012-01-17	3.6317	3.6409	3.5922	3.6000
2012-01-18	3.5999	3.6052	3.5759	3.5912
2012-01-19	3.5915	3.5993	3.5572	3.5601
2012-01-20	3.5602	3.5834	3.5581	3.5666
2012-01-23	3.5655	3.5716	3.5349	3.5401
2012-01-24	3.5402	3.5703	3.5303	3.5314
2012-01-25	3.5308	3.5622	3.5185	3.5209
2012-01-26	3.5205	3.5262	3.5000	3.5109
2012-01-27	3.5107	3.5196	3.4888	3.5032
2012-01-30	3.5011	3.5388	3.4998	3.5247
2012-01-31	3.5249	3.5284	3.4898	3.5046
2012-02-01	3.5047	3.5170	3.4714	3.4766
2012-02-02	3.4767	3.4874	3.4672	3.4732
2012-02-03	3.4735	3.4872	3.4475	3.4529
2012-02-06	3.4512	3.4747	3.4392	3.4581
2012-02-07	3.4582	3.4650	3.4331	3.4389
2012-02-08	3.4390	3.4611	3.4230	3.4555
2012-02-09	3.4555	3.4797	3.4462	3.4614
2012-02-10	3.4615	3.4968	3.4569	3.4799
2012-02-13	3.4695	3.4763	3.4516	3.4600
2012-02-14	3.4597	3.4775	3.4551	3.4584
2012-02-15	3.4581	3.4887	3.4459	3.4840
2012-02-16	3.4839	3.5140	3.4710	3.4757
2012-02-17	3.4755	3.4773	3.4539	3.4568
2012-02-20	3.4416	3.4593	3.4395	3.4573
2012-02-21	3.4573	3.4665	3.4437	3.4524
2012-02-22	3.4522	3.4825	3.4510	3.4739
2012-02-23	3.4740	3.4794	3.4529	3.4577
2012-02-24	3.4579	3.4704	3.4453	3.4704
2012-02-27	3.4566	3.4790	3.4506	3.4566
2012-02-28	3.4560	3.4619	3.4198	3.4221
2012-02-29	3.4227	3.4302	3.4052	3.4237
2012-03-01	3.4236	3.4316	3.3941	3.3967
2012-03-02	3.3968	3.4145	3.3916	3.4000
2012-03-05	3.4004	3.4317	3.3992	3.4267
2012-03-06	3.4269	3.4645	3.4206	3.4533
2012-03-07	3.4534	3.4660	3.4425	3.4465
2012-03-08	3.4464	3.4496	3.3934	3.3978
2012-03-09	3.3979	3.4141	3.3866	3.3884
2012-03-12	3.3904	3.4155	3.3894	3.4062
2012-03-13	3.4061	3.4282	3.3997	3.4077
2012-03-14	3.4072	3.4329	3.4048	3.4220
2012-03-15	3.4220	3.4287	3.4049	3.4064
2012-03-16	3.4065	3.4286	3.4046	3.4108
2012-03-19	3.4109	3.4237	3.3974	3.4045
2012-03-20	3.4045	3.4335	3.4013	3.4157
2012-03-21	3.4157	3.4485	3.4122	3.4348
2012-03-22	3.4346	3.4609	3.4327	3.4508
2012-03-23	3.4507	3.4596	3.4374	3.4385
2012-03-25	3.4376	3.4498	3.4169	3.4176
2012-03-27	3.4236	3.4408	3.4162	3.4327
2012-03-28	3.4327	3.4584	3.4316	3.4511
2012-03-29	3.4511	3.4586	3.4419	3.4468
2012-03-30	3.4469	3.4598	3.4361	3.4430
2012-04-02	3.4382	3.4462	3.4307	3.4342
2012-04-03	3.4342	3.4428	3.4259	3.4316
2012-04-04	3.4315	3.4536	3.4299	3.4490
2012-04-05	3.4489	3.4798	3.4389	3.4550
2012-04-06	3.4546	3.4657	3.4500	3.4603
2012-04-09	3.4565	3.4796	3.4558	3.4634
2012-04-10	3.4672	3.5010	3.4618	3.4884
2012-04-11	3.4877	3.4986	3.4783	3.4786
2012-04-12	3.4786	3.4816	3.4602	3.4694
2012-04-13	3.4693	3.4822	3.4685	3.4773
2012-04-16	3.4757	3.4981	3.4718	3.4825
2012-04-17	3.4825	3.4933	3.4639	3.4653
2012-04-18	3.4655	3.4827	3.4644	3.4789
2012-04-19	3.4786	3.4867	3.4748	3.4812
2012-04-20	3.4811	3.4888	3.4755	3.4850
2012-04-23	3.4824	3.5084	3.4777	3.4981
2012-04-24	3.4999	3.5025	3.4855	3.4882
2012-04-25	3.4880	3.4950	3.4699	3.4737
2012-04-26	3.4741	3.4859	3.4679	3.4738
2012-04-27	3.4733	3.4839	3.4647	3.4655
